_CustomObjectKey,id_titulo,id_plano,id_serie
16269615,1227,"PM24P ",QN
16269616,1227,"PM24P ",QO
16269617,122761,"PU36A ",IB
16269618,1228,PU001T,AA
16269619,12283,"PU24A ",EA
16269620,12285,"PU24A ",EA
16269621,122879,"PM60  ",LB
16269622,1229,"PM24P ",QO
16269623,122957,"A60PM ",AB
16269624,12299,"PU24A ",EA
16269625,123137,"PU24A ",EA
16269626,123141,"PU24A ",EA
16269627,123154,"PU362 ",AB
16269628,123266,"PM60  ",LA
16269629,123267,"PM60  ",LA
16269630,123268,"PM60  ",LA
16269631,123275,"PM48M ",OA
16269632,1233,PU001D,AB
16269633,12331,"PM48M ",OI
16269634,12331,"PUC24 ",AA
16269635,123311,"PU36O ",AD
16269636,123329,"PU36O ",AD
16269637,12349,"PUA24 ",AA
16269638,123492,"A48PM ",AB
16269639,123527,"PM60  ",LD
16269640,123642,"PU36Q ",AG
16269641,123649,"PU36Q ",AG
16269642,123679,"PM48M ",OH
16269643,123679,"PU36Q ",AG
16269644,123729,"PU36W ",AA
16269645,12380,"PU24A ",EA
16269646,123860,"PU36M ",SA
16269647,123866,"PM60  ",LA
16269648,12388,"PU24A ",EA
16269649,1240,PU001D,AB
16269650,12401,"PU36  ",MA
16269651,12421,"PU24A ",EA
16269652,124210,"A36PM ",AA
16269653,124276,"PU36A ",IB
16269654,124288,"PU36A ",IB
16269655,12450,"PU24A ",EA
16269656,124558,"PM72Q ",AA
16269657,124568,"PU36A ",IB
16269658,124621,"PU24A ",EA
16269659,124684,"PM48  ",GC
16269660,1247,PU001T,AA
16269661,124873,"PU36W ",AA
16269662,12491,"PU12C ",AA
16269663,124914,"PU36A ",IB
16269664,125034,"PM48  ",GC
16269665,125110,"PU24A ",EA
16269666,125142,"PM48  ",GA
16269667,125155,"PUA36 ",AA
16269668,125201,"PM06H ",RA
16269669,125301,"PM48M ",OA
16269670,125455,"PU36P ",AH
16269671,125475,"PM06H ",RA
16269672,125579,"PM48  ",GD
16269673,125709,"PM48M ",OG
16269674,125709,"PM60  ",LD
16269675,125830,"PM60  ",LC
16269676,125846,"PM48  ",GA
16269677,12590,"A60PM ",AD
16269678,126008,"PU36  ",MA
16269679,12616,"PU58V ",AD
16269680,126186,"PU36  ",MA
16269681,126190,"PU36  ",MA
16269682,126191,"PU36  ",MA
16269683,126199,"PU36  ",MA
16269684,126203,"PU36  ",MA
16269685,126336,"PU36  ",MA
16269686,126337,"PU36  ",MA
16269687,126345,"PU36  ",MA
16269688,126349,"PU36  ",MA
16269689,126402,"PU48A ",AA
16269690,126629,"PUF48 ",AA
16269691,126749,"PM48M ",OB
16269692,12675,"PU24A ",EA
16269693,126768,"PM48  ",GC
16269694,12677,"PU24A ",EA
16269695,12680,"PU24A ",EA
16269696,126905,"PM60  ",LA
16269697,126988,"PU36R ",TM
16269698,127019,"PM604 ",AA
16269699,12703,PURB19,AA
16269700,127047,"PM48M ",OD
16269701,127048,"PM48M ",OD
16269702,127203,"PU36A ",IB
16269703,127278,"PM48  ",GA
16269704,12730,"PU24A ",EA
16269705,12737,"PU36W ",AB
16269706,127391,"PU36A ",IB
16269707,127414,"PU36M ",SB
16269708,12745,"PU24A ",EA
16269709,12761,"PM36A ",CG
16269710,127742,"B36PU ",AA
16269711,127763,"PU24A ",EA
16269712,12778,"PM48  ",GB
16269713,127788,"PU368 ",AC
16269714,127804,"PM48M ",OF
16269715,12781,"PM36A ",CF
16269716,127826,"PU368 ",AD
16269717,127829,"PU368 ",AD
16269718,127837,"PU368 ",AD
16269719,127839,"PU368 ",AD
16269720,127841,"PU368 ",AD
16269721,127842,"PU368 ",AD
16269722,127872,"36PU3 ",AA
16269723,1279,PU001D,AB
16269724,12791,"PM36A ",CB
16269725,1280,PU30B8,AA
16269726,12805,"PU24A ",EA
16269727,128196,"PM48  ",GC
16269728,121269,"PU36A ",IB
16269729,121272,"PU36A ",IB
16269730,121316,"PM603 ",AA
16269731,121486,"PM60  ",LC
16269732,121514,"PMA48 ",AA
16269733,121558,"PM48B ",HA
16269734,1216,"PU589 ",AA
16269735,121601,"PM48M ",OG
16269736,12164,"PM36A ",CT
16269737,121643,"PU36A ",IB
16269738,121678,"PM48M ",OB
16269739,1217,"PU589 ",AA
16269740,121722,"PM48  ",GC
16269741,12179,"PM36A ",CL
16269743,121860,"PU481 ",AA
16269744,121882,"36PU3 ",AA
16269745,1219,"PU589 ",AA
16269746,1220,PU001T,AA
16269747,12205,"PM48M ",OB
16269748,122122,"PM48  ",GB
16269749,122229,"PU36A ",IB
16269750,122310,"PUA24 ",AA
16269751,122355,"PU364 ",AC
16269752,122358,"PM48M ",OG
16269753,122376,"PM60  ",LB
16269754,122453,"PU36N ",TB
16269755,122581,"PP93R ",AA
16269756,122582,"PP93R ",AA
16269757,122583,"PP93R ",AA
16269758,122626,"PU36P ",AC
16269759,122670,"PU36  ",MA
16269760,122778,"PU24A ",EA
16269761,1228,"PM24P ",QO
16269762,1228,"PU12C ",AA
16269763,122938,"PM60  ",LB
16269764,12294,"PU24A ",EA
16269765,1231,PU001T,AA
16269766,123153,"PU362 ",AB
16269767,12329,"PM484 ",AA
16269768,12330,"PU24A ",EA
16269769,123319,"PM48  ",GB
16269770,123438,"PU122 ",AA
16269771,123481,"PU24A ",EA
16269772,12359,"PU24A ",EA
16269773,123644,"PU36Q ",AG
16269774,123680,"PU36Q ",AG
16269775,123681,"PU36Q ",AG
16269776,12377,"PU24A ",EA
16269777,123872,"PU36A ",IB
16269778,123914,"PU36  ",MA
16269779,12393,"PU36W ",AB
16269780,123939,"PM484 ",AA
16269781,123995,"PM60  ",LA
16269782,123995,"PU369 ",AF
16269783,123999,"PU36P ",AD
16269784,124134,"PU36C ",AA
16269785,12416,"PU24A ",EA
16269786,12437,"PU24A ",EA
16269787,124405,"PM60  ",LB
16269788,1246,PU001T,AA
16269789,124612,"PU36P ",AH
16269790,12471,"PUA12 ",AA
16269791,12483,"A60PM ",AA
16269792,124949,"PUA24 ",AA
16269793,1250,"PM36A ",DB
16269794,12504,"PU361 ",AB
16269795,125154,"PUA36 ",AA
16269796,125156,"PUA36 ",AA
16269797,12528,"PU12C ",AA
16269798,125289,"PM48M ",OF
16269799,12538,"PU24A ",EA
16269800,125570,"PM604 ",AA
16269801,125672,"B36PM ",AA
16269802,125735,"PU36W ",AA
16269803,12574,"PM36A ",CF
16269804,125778,"A48PM ",AB
16269805,125778,"A60PM ",AC
16269806,126189,"PU36  ",MA
16269807,126193,"PU36  ",MA
16269808,126198,"PU36  ",MA
16269809,126202,"PU36  ",MA
16269810,126291,"PU36W ",AD
16269811,126338,"PU36  ",MA
16269812,126341,"PU36  ",MA
16269813,126343,"PU36  ",MA
16269814,12636,"PU24A ",EA
16269815,126404,"PU369 ",AD
16269816,126404,"PU48A ",AA
16269817,126421,"PU368 ",AA
16269818,126556,"PM60  ",LA
16269819,126616,"PM60  ",LC
16269820,12666,"PM36A ",CF
16269821,126682,"A48PM ",AA
16269822,12672,"PM48  ",GB
16269823,126762,"PU363 ",AC
16269824,126785,"PM48M ",OD
16269825,126876,"A36PU ",AA
16269826,126893,"PM601 ",AA
16269827,12699,"PM36A ",CF
16269828,127015,"B36PM ",AA
16269829,127029,"PM48  ",GA
16269830,127049,"PM48M ",OD
16269831,127054,"PM48M ",OF
16269832,127256,"PM48  ",GA
16269833,127287,"PM60  ",LD
16269835,127300,"PU36C ",AA
16269836,127405,"PU481 ",AA
16269837,127424,"PU36  ",MA
16269838,127431,"PMN48 ",AA
16269839,127439,"PU481 ",AA
16269840,12744,"PU24A ",EA
16269841,127443,"PU36A ",IA
16269842,12749,"PU24A ",EA
16269843,127563,"PM60  ",LA
16269844,127573,"PU36A ",IA
16269845,1276,"PM36A ",CN
16269846,12766,"PU24A ",EA
16269847,12773,"PU12C ",AA
16269848,127747,"PU36W ",AA
16269849,127822,"PU368 ",AD
16269850,127823,"PU368 ",AD
16269851,127825,"PU368 ",AD
16269852,127833,"PU368 ",AD
16269853,127836,"PU368 ",AD
16269854,12789,"PU24A ",EA
16269855,128,PU001Q,AA
16269856,12801,"PU36A ",IB
16269857,128081,"PU368 ",AF
16269858,128304,"PU24A ",EA
16269859,128442,"PM48M ",OA
16269860,128444,"PU36A ",IB
16269861,12845,"PU24A ",EA
16269862,12849,"PM36A ",CF
16269863,12856,"PU24A ",EA
16269864,12860,"PM36A ",CF
16269865,1287,PU001D,AB
16269867,122584,"PP93R ",AA
16269868,12266,"PU362 ",AB
16269869,12272,"PU24A ",EA
16269870,12277,"PU24A ",EA
16269871,122786,"PU24A ",EA
16269872,12279,"PU36A ",IA
16269873,122798,"PU24A ",EA
16269874,12292,"PU362 ",AB
16269875,122958,"PM48M ",OG
16269876,12299,"PM48  ",GA
16269877,123055,"A48PM ",AA
16269878,123144,"B48PM ",AA
16269879,123144,"PU24A ",EA
16269880,123201,"PU36  ",MA
16269881,123278,"PM48M ",OA
16269882,123293,"PU36A ",IB
16269883,1233,PU001T,AA
16269884,123317,"PU36O ",AD
16269885,12338,"PM36A ",CU
16269886,12347,"PU24A ",EA
16269887,123511,"PM48  ",GA
16269888,123528,"PM60  ",LD
16269889,123555,"PM48M ",OA
16269890,123559,"PU36W ",AA
16269891,123589,"PU369 ",AD
16269892,1236,PU001T,AA
16269893,123640,"PU36Q ",AG
16269894,123641,"PU36Q ",AG
16269895,123643,"PU36Q ",AG
16269896,123650,"PM363 ",AA
16269897,123704,"PM60  ",LE
16269898,12389,"PM48  ",GA
16269899,123918,"PU36  ",MA
16269900,12396,"PM60  ",LE
16269901,123978,"PU36O ",AF
16269902,124036,"PU36W ",AA
16269903,1241,PU001D,AB
16269904,124123,"PM48  ",GA
16269905,124128,"PM60  ",LA
16269906,124275,"PU36A ",IB
16269907,12433,"PM60  ",LD
16269908,124407,"PM60  ",LB
16269909,12442,"PU36W ",AG
16269910,124550,"PU36O ",AH
16269911,124588,"PM48E ",ED
16269912,12468,"PM48M ",OJ
16269913,12470,"PUA12 ",AA
16269914,124711,"PU36M ",SB
16269915,124800,"PM60  ",LD
16269916,124919,"PU36A ",IA
16269917,125113,"PM60  ",LA
16269918,125147,"PM604 ",AA
16269919,12515,"PM604 ",AB
16269920,125157,"PUA36 ",AA
16269921,125158,"PUA36 ",AA
16269922,125159,"PUA36 ",AA
16269924,125379,"PU367 ",AE
16269926,125380,"PU367 ",AE
16269927,1255,PUZB29,AA
16269928,125590,"PU36A ",IB
16269929,1256,PU001D,AB
16269930,12584,"PU24A ",EA
16269931,12590,"PU24A ",EA
16269932,126065,"PU36A ",IA
16269933,126184,"PU36  ",MA
16269934,126185,"PU36  ",MA
16269935,126187,"PU36  ",MA
16269936,126192,"PU36  ",MA
16269937,126196,"PU36  ",MA
16269938,126200,"PU36  ",MA
16269939,126226,"PM60  ",LD
16269940,126340,"PU36  ",MA
16269941,126348,"PU36  ",MA
16269942,12637,"PM60  ",LF
16269943,126444,"PM60  ",LB
16269944,126555,"PM60  ",LA
16269945,126615,"PU24A ",EA
16269946,126750,"PM48M ",OB
16269947,126797,"PU36P ",AE
16269948,126799,"PU36P ",AE
16269949,12682,"PU24A ",EA
16269950,126877,"A36PU ",AA
16269951,12688,"PU58A ",AC
16269952,126930,"PU368 ",AF
16269953,126942,"PM48M ",OD
16269954,127019,"PU36A ",IB
16269955,127110,"PM06H ",RA
16269956,127165,"PM603 ",AA
16269957,127179,"PU36W ",AA
16269958,12720,"PM48  ",GA
16269959,127256,"PU48W ",AA
16269960,12730,"PU368 ",AF
16269961,12755,"PM36A ",CO
16269962,127597,"A60PM ",AB
16269963,127605,"PU24A ",EA
16269964,1277,PU001D,AB
16269965,12774,"PU241 ",AA
16269966,127796,"PM48E ",ED
16269967,127799,"PU36W ",AB
16269968,127800,"PM48  ",GC
16269969,127805,"PM48M ",OF
16269970,127813,"PU36A ",IB
16269971,127827,"PU368 ",AD
16269972,12783,"PM60  ",LD
16269973,127840,"PU368 ",AD
16269974,127946,"PU36O ",AB
16269975,127965,"PM48M ",OC
16269976,127968,"PU36A ",IB
16269977,128000,"PU36A ",IA
16269978,128209,"PU36N ",TA
16269979,128383,"PUC24 ",AA
16269980,12841,"PU24A ",EA
16269981,128441,"PU36O ",AF
16269982,128562,"PU36A ",IA
16269983,128644,"PM48  ",GA
16269984,128646,"PM48M ",OG
16269985,128695,"PM48  ",GB
16269986,12870,"PM36A ",CF
16269987,128703,"PM48M ",OE
16269988,12872,"PM36A ",CF
16269989,128774,"PM48  ",GA
16269990,12880,"PU24A ",EA
16269991,12882,"PM36A ",CF
16269992,128821,"PM48M ",OE
16269993,128827,"PU24A ",EA
16269994,129289,"PUA48 ",AA
16269995,129295,"PUF48 ",AA
16269996,1293,PU001D,AB
16269997,129307,"PUC48 ",AA
16269998,129309,"PUA48 ",AA
16269999,129312,"PUA48 ",AA
16270000,129317,"PUA48 ",AA
16270001,129324,"PUA48 ",AA
16270002,129331,"PUA48 ",AA
16270003,129336,"PUA48 ",AA
16270004,129352,"PUA48 ",AA
16270005,129359,"PUA48 ",AA
16270006,122767,"PM48M ",OK
16270007,122797,"PM48M ",OG
16270008,122845,"PU368 ",AD
16270009,12291,"PU24A ",EA
16270010,1231,"PU12C ",AA
16270011,123155,"PU24A ",EA
16270012,123155,"PU362 ",AB
16270013,123198,"PU36  ",MA
16270014,12340,"PU24A ",EA
16270015,123526,"PM48M ",OB
16270016,123544,"PM60  ",LE
16270017,123623,"PM60  ",LE
16270018,123645,"PU36Q ",AG
16270019,123650,"PU36O ",AG
16270020,123678,"PU36Q ",AG
16270021,12369,"PU24A ",EA
16270022,123695,"PUC24 ",AA
16270023,12375,"PU24A ",EA
16270024,123815,"PM60  ",LA
16270025,12394,"PM60  ",LE
16270026,123991,"A60PM ",AA
16270028,124081,"PU481 ",AA
16270029,1241,PUQB14,AA
16270030,12412,"PM48M ",OI
16270031,124255,"PM483 ",AA
16270032,124258,"PU36C ",AB
16270033,124406,"PM60  ",LB
16270034,124433,"PM48  ",GA
16270035,124782,"PM48E ",ED
16270036,124909,"PU368 ",AB
16270037,124983,"PM36G ",AA
16270038,125178,"PM72P ",AA
16270039,125339,"PU36W ",AA
16270040,12558,"PU24A ",EA
16270041,125585,"PU36A ",IB
16270042,12564,"PM36A ",CF
16270043,1257,PU001D,AB
16270044,125796,"PM48M ",OD
16270045,126,PU001Q,AA
16270046,12602,"PM481 ",AA
16270047,126188,"PU36  ",MA
16270048,126194,"PU36  ",MA
16270049,126195,"PU36  ",MA
16270050,126197,"PU36  ",MA
16270051,126201,"PU36  ",MA
16270052,126335,"PU36  ",MA
16270053,126339,"PU36  ",MA
16270054,126342,"PU36  ",MA
16270055,126344,"PU36  ",MA
16270056,126346,"PU36  ",MA
16270057,126347,"PU36  ",MA
16270058,126403,"PU48A ",AA
16270059,126405,"PU48A ",AA
16270060,126571,"PM60  ",LA
16270061,12660,"PU24A ",EA
16270063,126652,"PP93R ",AA
16270064,126824,"PU36  ",MA
16270065,126834,"PM48  ",GC
16270066,127,PU001Q,AA
16270067,1270238,"PU12C ",AA
16270068,127085,"PU36P ",AI
16270069,127114,"PM48  ",GC
16270070,12714,"PU24A ",EA
16270071,127160,"PM48M ",OD
16270072,12735,"PU24A ",EA
16270073,127361,"PM60  ",LA
16270074,127434,"PM60  ",LD
16270075,127444,"PM60  ",LC
16270076,127444,"PU36A ",IA
16270077,127448,"PM48  ",GC
16270078,127501,"B36PU ",AA
16270079,127608,"PM60  ",LA
16270080,12768,"PU24A ",EA
16270081,127800,"PU36A ",IA
16270082,127824,"PU368 ",AD
16270083,127826,"PU36A ",IB
16270084,127828,"PU368 ",AD
16270085,127830,"PU368 ",AD
16270086,127831,"PU368 ",AD
16270087,127832,"PU368 ",AD
16270088,127834,"PU368 ",AD
16270089,127835,"PU368 ",AD
16270090,127838,"PU368 ",AD
16270091,12784,"PU12C ",AA
16270092,128211,"PM48  ",GB
16270093,12823,"PU24A ",EA
16270094,128500,"PM60  ",LA
16270095,12866,"PM36A ",CF
16270096,128678,"PU36A ",IA
16270097,12883,"PM36A ",CF
16270098,128850,"PU36W ",AA
16270099,12888,"PM36A ",CF
16270100,12890,"PU24A ",EA
16270101,12891,"PM36A ",CF
16270102,12891,"PU24A ",EA
16270103,129313,"PUA48 ",AA
16270104,129321,"PUA48 ",AA
16270105,129325,"PUA48 ",AA
16270106,129328,"PUA48 ",AA
16270107,129337,"PUA48 ",AA
16270108,129344,"PUA48 ",AA
16270109,129365,"PUA48 ",AA
16270110,12942,"PU12C ",AA
16270111,129428,"PM60  ",LD
16270112,129451,"PM48M ",OA
16270113,129556,"PM60  ",LA
16270114,1297,PU001D,AB
16270115,129707,"PM48  ",GC
16270117,129769,"PU36C ",AB
16270119,129775,"PU36C ",AB
16270121,129776,"PU36C ",AB
16270122,129819,"D36PU ",AA
16270123,129832,"PU368 ",AD
16270124,12985,"A60PM ",AC
16270125,12992,"PU587 ",AA
16270126,129936,"PUA24 ",AA
16270127,130033,"PU368 ",AC
16270128,130039,"PM60  ",LE
16270129,130058,"PM72P ",AA
16270130,130081,"PM06H ",RA
16270131,13017,"PM36A ",CF
16270132,13043,"PM36A ",CF
16270133,130533,"PU369 ",AD
16270134,13059,"PM36A ",CF
16270135,130605,"C48PM ",AB
16270136,13061,"PU24A ",EA
16270137,13063,"PM36A ",CF
16270138,13067,"PM36A ",CF
16270139,13074,"PM36A ",CF
16270140,130811,"PM48M ",OB
16270141,13085,"PM36A ",CF
16270142,13096,"PM36A ",CF
16270143,130962,"B36PM ",AA
16270144,13113,"PM60  ",LF
16270145,128208,"PU36N ",TA
16270146,12832,"PM36A ",CF
16270147,12844,"PM36A ",CQ
16270148,128443,"PM48M ",OD
16270149,128443,"PU36A ",IB
16270150,128453,"PM60  ",LA
16270151,128490,"PM48  ",GA
16270152,128563,"PU36A ",IA
16270153,12857,"PM36A ",CF
16270154,128677,"PU36A ",IA
16270155,128752,"PM48  ",GA
16270156,128785,"PU369 ",AC
16270157,1288,PU001D,AB
16270158,12880,"PM36A ",CF
16270159,128803,"PU36  ",MA
16270160,12881,"PM36A ",CF
16270161,128861,"PU369 ",AD
16270162,12892,"PM36A ",CF
16270163,128937,"PU36A ",IA
16270164,128958,"PU36H ",AC
16270165,128960,"PM48M ",OE
16270166,128960,"PU36H ",AC
16270167,128961,"PU36H ",AC
16270168,129042,"PM60  ",LD
16270169,129056,"PM60  ",LD
16270170,12914,"PU24A ",EA
16270171,129290,"PUA48 ",AA
16270172,129301,"PUF48 ",AA
16270173,129304,"PUA48 ",AA
16270174,129311,"PUA48 ",AA
16270175,129318,"PUA48 ",AA
16270176,129320,"PUA48 ",AA
16270177,129330,"PUA48 ",AA
16270178,129332,"PUI48 ",AA
16270179,129334,"PUA48 ",AA
16270180,129339,"PUG48 ",AA
16270181,129351,"PUA48 ",AA
16270182,129355,"PUA48 ",AA
16270183,129358,"PUA48 ",AA
16270184,129389,"A48PU ",AA
16270185,129448,"PM48M ",OA
16270186,129505,"PM48  ",GA
16270187,12963,"PU12C ",AA
16270188,12971,"PP60  ",WA
16270190,129767,"PU36C ",AB
16270192,129773,"PU36C ",AB
16270194,129774,"PU36C ",AB
16270195,129783,"PU36W ",AA
16270196,12989,"PU24A ",EA
16270197,129900,"PM48M ",OB
16270198,12991,"PU24A ",EA
16270199,129940,"PU36W ",AA
16270200,129977,"PU36A ",IB
16270201,12998,"PM36A ",CF
16270202,13,PU001D,AB
16270203,130,PU001Q,AA
16270204,13001,"PU24A ",EA
16270205,130036,"B36PM ",AA
16270206,130201,"PM60  ",LB
16270207,13024,"PM36A ",CF
16270208,130257,"PU36P ",AC
16270209,130267,"PM48  ",GA
16270210,13029,"PM36A ",CF
16270211,13030,"PM36A ",CF
16270212,130303,"PM60  ",LA
16270213,130345,"PM60  ",LC
16270214,13040,"PU24A ",EA
16270215,13041,"PM36A ",CF
16270216,13048,"PM484 ",AA
16270217,13071,"PU24A ",EA
16270218,13082,"PM36A ",CF
16270219,13084,"PU24A ",EA
16270220,13090,"PM36A ",CF
16270221,13104,"PU24A ",EA
16270222,13108,"PM604 ",AA
16270223,1312,PU001D,AB
16270224,1312,PUZB22,AA
16270225,131214,"PU362 ",AA
16270226,131394,"PU36  ",MA
16270227,131427,"PM60  ",LB
16270228,1315,PUQB29,AA
16270229,131529,"PU368 ",AA
16270230,131531,"PU369 ",AA
16270231,131671,"PU36W ",AA
16270232,13175,"PM36A ",CR
16270233,13182,"PM36A ",CF
16270234,131822,"PU368 ",AD
16270235,131827,"PU369 ",AC
16270236,131834,"PM60  ",LA
16270237,13185,"PM36A ",CR
16270238,13185,"PM60  ",LB
16270239,131954,"PU362 ",AB
16270240,131955,"PU362 ",AB
16270241,131956,"PU362 ",AB
16270242,131960,"PU362 ",AB
16270243,132,PU001Q,AA
16270244,132012,"B36PU ",AA
16270245,13205,"PM48  ",GC
16270246,132066,"PM60  ",LA
16270247,13211,"PM36A ",CF
16270248,132169,"PM60  ",LA
16270249,13219,"PU24A ",EA
16270250,132229,"PU36A ",IB
16270251,13231,"PM36A ",CF
16270252,13250,"PU24A ",EA
16270253,132534,"PU36P ",AH
16270254,13259,"PU24A ",EA
16270255,13282,"PM36A ",CF
16270256,13284,"PM36A ",CF
16270257,13284,"PU24A ",EA
16270258,133005,"PU36A ",IA
16270259,133059,"PM48  ",GA
16270260,13311,"PU24A ",EA
16270261,13313,"PUA48 ",AA
16270262,133136,"PU36M ",SA
16270263,13314,"PM607 ",AA
16270264,13315,"PU24A ",EA
16270265,133170,"PUA48 ",AA
16270266,133231,"PU361 ",AB
16270267,133243,"PU36O ",AB
16270268,133275,"PM48  ",GB
16270269,133351,"PM60  ",LB
16270270,133359,"PU36A ",IA
16270271,133364,"PU367 ",AE
16270272,133401,"PM604 ",AA
16270273,13344,"PM36A ",CF
16270274,13348,"PM36A ",CF
16270275,133612,"PM48M ",OK
16270276,133635,"PU368 ",AC
16270277,13364,"PM36A ",CF
16270278,133708,"PU24A ",EA
16270279,133718,"PU36A ",IA
16270280,13379,"PM36A ",CF
16270281,13381,"PM36A ",CF
16270282,133863,"PM60  ",LD
16270283,133912,"PP93R ",AA
16270284,129364,"PUA48 ",AA
16270285,12938,"PU24A ",EA
16270286,129388,"A48PU ",AA
16270287,129442,"PU36  ",MA
16270288,129454,"PM48M ",OA
16270289,129470,"PU36A ",IA
16270290,129471,"PU36A ",IA
16270291,129534,"PM48  ",GA
16270292,129581,"PU36O ",AB
16270293,129604,"PU36A ",IA
16270294,129625,"PM72P ",AA
16270295,129702,"PU36W ",AA
16270297,129770,"PU36C ",AB
16270298,12987,"PU24A ",EA
16270299,129902,"PM48M ",OB
16270300,130032,"36PU3 ",AA
16270301,13004,"PU24A ",EA
16270302,130144,"PM60  ",LA
16270303,13016,"PU36A ",IA
16270304,13035,"PM36A ",CF
16270305,130437,"PP60  ",WA
16270306,13047,"PM36A ",CF
16270307,130526,"PM601 ",AA
16270308,130572,"PU36W ",AA
16270309,130609,"PU36A ",IB
16270310,130611,"PU36A ",IB
16270311,13068,"PU24A ",EA
16270312,13078,"PM36A ",CF
16270313,13086,"PM36A ",CF
16270314,13091,"PU24A ",EA
16270315,13094,"PU24A ",EA
16270316,131,PU001Q,AA
16270317,13100,"PM36A ",CF
16270318,131381,"PU36A ",IA
16270319,13151,"PU24A ",EA
16270320,131530,"PU369 ",AA
16270321,131576,"PP93R ",AA
16270322,131627,"PM48  ",GC
16270323,13165,"PU24A ",EA
16270324,131673,"PM60  ",LA
16270325,131705,"PU369 ",AD
16270326,131721,"PM48  ",GB
16270327,131739,"PU368 ",AF
16270328,13176,"PM36A ",CF
16270329,131781,"PU36W ",AA
16270330,131829,"PU368 ",AE
16270331,13186,"PM36A ",CF
16270332,13188,"PM36A ",CF
16270333,13189,"PU12C ",AA
16270334,131892,"PU36  ",MA
16270335,131895,"PU36  ",MA
16270336,13190,"PM36A ",CF
16270337,131912,"PU36A ",IA
16270338,131950,"PU362 ",AB
16270339,131959,"PU362 ",AB
16270340,13196,"PM36A ",CF
16270341,13198,"PM36A ",CF
16270343,131984,"A48PM ",AA
16270344,13202,"PM36A ",CF
16270345,13212,"PM36A ",CF
16270346,13217,"PM60  ",LE
16270347,13225,"PM36A ",CF
16270348,13227,"PM36A ",CF
16270349,132274,"PUA48 ",AA
16270350,13230,"PM36A ",CF
16270351,132383,"PM60  ",LB
16270352,13241,"PM36A ",CF
16270353,13245,"PM36A ",CF
16270354,132467,"PM48M ",OA
16270355,13247,"PM36A ",CF
16270356,13248,"PM36A ",CF
16270357,13252,"PM36A ",CF
16270358,13261,"PM36A ",CF
16270359,132688,"PU36  ",MA
16270360,13269,"PM36A ",CF
16270361,13270,"PM36A ",CF
16270362,13280,"PM36A ",CF
16270363,132801,"PM48  ",GB
16270364,13281,"PU24A ",EA
16270365,132834,"PU368 ",AD
16270366,13286,"PM36A ",CF
16270367,132929,"PU24A ",EA
16270368,13298,"PM36A ",CF
16270369,13300,"PM36A ",CF
16270370,13316,"PU12C ",AA
16270371,133190,"PM48  ",GC
16270372,133248,"PM604 ",AA
16270373,13332,"PU24A ",EA
16270374,133360,"PU36A ",IA
16270375,13346,"PM36A ",CF
16270376,133496,"PM48  ",GB
16270377,13352,"PM36A ",CF
16270378,13365,"PU24A ",EA
16270379,13366,"PM60  ",LA
16270380,13370,"PU24A ",EA
16270381,13377,"PM36A ",CF
16270382,13378,"PU368 ",AD
16270383,13384,"PM36A ",CF
16270384,13391,"PM36A ",CF
16270385,13394,"PM36A ",CF
16270386,133948,"PU368 ",AC
16270387,133952,"PU368 ",AC
16270388,133955,"PU368 ",AC
16270389,13398,"PM36A ",CF
16270390,134041,"PU24A ",EA
16270391,134048,"PU24A ",EA
16270392,134053,"PU24A ",EA
16270393,134056,"PU24A ",EA
16270394,13409,"PU24A ",EA
16270395,13422,"PM36A ",CF
16270396,13426,"PM36A ",CF
16270397,134297,"PU36M ",SA
16270398,13434,"PM36A ",CF
16270399,13437,"PM36A ",CF
16270400,1344,PUQB22,AA
16270401,13456,"PU24A ",EA
16270402,134571,"PU36W ",AA
16270403,13460,"PM36A ",CF
16270404,13470,"PM36A ",CF
16270405,134739,"PM48M ",OB
16270406,134765,"36PU1 ",AA
16270407,13478,"PM36A ",CF
16270408,1348,PUQB22,AA
16270409,134807,"PM60  ",LB
16270410,13487,"PM36A ",CF
16270411,134870,"PM48M ",OG
16270412,13490,"PM36A ",CF
16270413,134900,"PM48M ",OG
16270414,13493,"PM36A ",CF
16270415,13497,"PU24A ",EA
16270416,134975,"PM60  ",LD
16270417,135046,"PM60  ",LA
16270418,135059,"PUA24 ",AA
16270419,13515,"PM36A ",CF
16270420,13521,"PU12C ",AA
16270421,13524,"PM36A ",CF
16270423,128813,"PU481 ",AA
16270424,128821,"PU361 ",AA
16270425,12886,"PM36A ",CF
16270426,12887,"PM36A ",CF
16270427,128959,"PU36H ",AC
16270428,129,PU001Q,AA
16270429,12904,"PU24A ",EA
16270430,129055,"PM60  ",LD
16270431,12909,"PM36A ",CF
16270432,1292,PU001D,AB
16270433,129267,"PM60V ",AA
16270434,129288,"PU36  ",MA
16270435,129296,"PUA48 ",AA
16270436,129299,"PUA48 ",AA
16270437,129303,"PUA48 ",AA
16270438,129315,"PUF48 ",AA
16270439,129316,"PUC48 ",AA
16270440,129319,"PUF48 ",AA
16270441,129322,"PUA48 ",AA
16270442,129341,"PUA48 ",AA
16270443,129345,"PUA48 ",AA
16270444,129350,"PUA48 ",AA
16270445,129354,"PUA48 ",AA
16270446,129362,"PUA48 ",AA
16270447,129445,"PM48M ",OA
16270448,129457,"PM48M ",OA
16270449,129478,"PM48  ",GB
16270450,12949,"PU24A ",EA
