_CustomObjectKey,ID_PAGAMENTO,ID_PROPOSTA,ID_PLANO,DATA_ULT_AGENDAMENTO,DESC_STATUS_PAGAMENTO,COD_RETORNO
4866364,11779124,11637124,"PM06H ",21/03/2007,Queda de previa,
4866365,11795411,11814753,"PU36N ",04/01/2008,Queda de previa,
4866366,11795440,14577412,"PP60  ",04/01/2008,Queda de previa,
4866367,11812905,12276803,"PM48M ",04/01/2008,Queda de previa,
4866368,11784084,14791674,"PP60  ",04/01/2008,Queda de previa,
4866369,11774847,11814759,"PU36N ",04/01/2008,Queda de previa,
4866370,11772126,7509250,"PU36  ",06/06/2007,Queda de previa,
4866371,11771647,14772868,"PM48M ",04/01/2008,Queda de previa,
4866372,11787956,12275184,"PM48M ",28/06/2007,Queda de previa,
4866373,11787975,12310263,"PP60  ",01/02/2011,Queda de previa,
4866374,11787986,8454733,"PM60  ",05/05/2004,Queda de previa,
4866375,11795970,14439191,"PM48M ",04/01/2008,Queda de previa,
4866376,11795971,14475716,"PM48M ",04/01/2008,Queda de previa,
4866377,11795987,7955056,"PU36  ",04/05/2006,Queda de previa,
4866378,11789469,14824121,"PM48M ",04/01/2008,Queda de previa,
4866379,11787285,3235690,"PM36A ",06/01/2005,Queda de previa,
4866380,11786160,9415585,"PM48M ",28/07/2004,Queda de previa,
4866381,11785118,12153653,"PP60  ",04/01/2008,Queda de previa,
4866382,11783986,11710741,"PM48M ",03/10/2007,Queda de previa,
4866383,11780733,14741616,"PM48M ",04/01/2008,Queda de previa,
4866384,11778596,10562610,"PU36M ",28/11/2007,Queda de previa,
4866385,11766319,10660678,"PM48M ",04/01/2008,Queda de previa,
4866386,11766326,13904917,"PM48M ",10/10/2007,Queda de previa,
4866387,11766354,14320331,"PM48M ",04/01/2008,Queda de previa,
4866388,11757342,14768519,"PM48M ",04/01/2008,Queda de previa,
4866389,11754066,12967256,"PM48M ",04/01/2008,Queda de previa,
4866390,11756569,14509474,"PP60  ",04/01/2008,Queda de previa,
4866391,11760755,4102387,"PU24A ",06/02/2003,Queda de previa,
4866392,11760758,3754361,"PM36A ",05/09/2007,Queda de previa,
4866393,11762026,4676100,"PU24A ",01/10/2003,Queda de previa,
4866394,11764069,14769671,"PM48M ",04/01/2008,Queda de previa,
4866395,11764081,11192585,"PU36M ",07/01/2008,Queda de previa,
4866396,11764105,5705450,"PU36A ",10/12/2003,Queda de previa,
4866397,12477283,15681068,"PM06H ",14/07/2008,Queda de previa,
4866398,11794070,9508361,"PM06H ",01/12/2004,Queda de previa,
4866399,12725811,15897435,"PM48M ",23/09/2008,Queda de previa,
4866400,13085148,16329017,"PM48M ",12/01/2009,Queda de previa,
4866401,13084047,16369730,"PM48M ",12/01/2009,Queda de previa,
4866402,13084056,16374679,"PM48M ",12/01/2009,Queda de previa,
4866403,13085183,16313009,"PM48M ",12/01/2009,Queda de previa,
4866404,13085239,16303848,"PM48M ",12/01/2009,Queda de previa,
4866405,13085240,16303854,"PM48M ",12/01/2009,Queda de previa,
4866406,13308544,16613303,"PM48M ",19/03/2009,Queda de previa,
4866407,11760338,14850408,"PM48M ",07/01/2008,Queda de previa,
4866408,11747666,14360705,"PM48M ",04/01/2008,Queda de previa,
4866409,11747728,14394978,"PM48M ",04/01/2008,Queda de previa,
4866410,11761636,14441227,"PM48M ",04/01/2008,Queda de previa,
4866411,11763320,14873871,"PM48M ",04/01/2008,Queda de previa,
4866412,11778811,4359084,"PM36A ",10/11/2000,Queda de previa,
4866413,11779842,5016661,"PU24A ",08/08/2002,Queda de previa,
4866414,11794038,10562603,"PU36M ",28/11/2007,Queda de previa,
4866415,11795096,12039362,"PM48M ",04/01/2008,Queda de previa,
4866416,11774491,3462031,"PU24A ",21/05/2003,Queda de previa,
4866417,11790810,3199800,"PM36A ",25/05/2005,Queda de previa,
4866418,11790811,3816006,"PU24A ",14/11/2007,Queda de previa,
4866419,11790830,14459799,"PM48M ",19/12/2007,Queda de previa,
4866420,11819646,14054172,"PP60  ",05/12/2007,Queda de previa,
4866421,11779643,12160158,"PP60  ",04/01/2008,Queda de previa,
4866422,11765251,10516170,"PM48M ",04/01/2008,Queda de previa,
4866423,11748987,12144203,"PP60  ",04/01/2008,Queda de previa,
4866424,11749648,5679691,"PU36A ",25/08/2004,Queda de previa,
4866425,11750480,9188248,"PU36M ",16/11/2006,Queda de previa,
4866426,11752283,10775386,"PU36N ",08/11/2007,Queda de previa,
4866427,11752662,10562605,"PU36M ",28/11/2007,Queda de previa,
4866428,11752679,10562619,"PU36M ",28/11/2007,Queda de previa,
4866429,11753076,11708655,"PU36R ",04/01/2008,Queda de previa,
4866430,11748706,6545694,"PU36A ",18/01/2006,Queda de previa,
4866431,11748734,5339059,"PU36A ",25/04/2007,Queda de previa,
4866432,11749245,11961309,"PM48M ",01/09/2009,Queda de previa,
4866433,11764174,14468293,"PM48M ",04/01/2008,Queda de previa,
4866434,11758182,14875558,"PM48M ",04/01/2008,Queda de previa,
4866435,11754923,11780213,"PU36R ",04/01/2008,Queda de previa,
4866436,11756221,14862613,"PP60  ",07/01/2008,Queda de previa,
4866437,13027067,16324691,"PM48M ",22/12/2008,Queda de previa,
4866438,11795031,14702463,"PM48M ",04/01/2008,Queda de previa,
4866439,11796188,7039677,"PU36A ",03/02/2005,Queda de previa,
4866440,11790646,3768900,"PU24A ",05/10/2005,Queda de previa,
4866441,11776691,10562602,"PU36M ",28/11/2007,Queda de previa,
4866442,11776694,11004123,"PM48M ",28/06/2007,Queda de previa,
4866443,11792990,8362317,"PM60  ",06/06/2007,Queda de previa,
4866444,11793002,4132914,"PU24A ",10/09/2003,Queda de previa,
4866445,11794054,12502600,"PM48M ",03/05/2007,Queda de previa,
4866446,11809404,14771826,"PM48M ",04/01/2008,Queda de previa,
4866447,11773447,10648112,"PU36M ",20/09/2007,Queda de previa,
4866448,11789783,14483181,"PM48M ",04/01/2008,Queda de previa,
4866449,11807238,14531057,"PM48M ",04/01/2008,Queda de previa,
4866450,11819722,11818087,"PM06H ",04/01/2008,Queda de previa,
4866451,11786597,11961310,"PM48M ",01/09/2009,Queda de previa,
4866452,11804039,11778663,"PU36M ",04/01/2008,Queda de previa,
4866453,11804040,14674900,"PM48M ",04/01/2008,Queda de previa,
4866454,11804066,14836393,"PM48M ",04/01/2008,Queda de previa,
4866455,11818498,13743146,"PM48M ",04/01/2008,Queda de previa,
4866456,11767087,2904184,"PM36A ",19/05/2004,Queda de previa,
4866457,11767091,3858731,"PU24A ",21/06/2006,Queda de previa,
4866458,11784477,11961311,"PM48M ",01/09/2009,Queda de previa,
4866459,11781287,2877441,"PM36A ",02/01/2008,Queda de previa,
4866460,11781899,8308590,"PM60  ",21/07/2004,Queda de previa,
4866461,11778092,5748380,"PU36A ",16/05/2007,Queda de previa,
4866462,11793358,11781306,"PU36N ",04/01/2008,Queda de previa,
4866463,11794383,14469898,"PP60  ",04/01/2008,Queda de previa,
4866464,11794384,14488750,"PM48M ",04/01/2008,Queda de previa,
4866465,11810778,11763025,"PU36M ",04/01/2008,Queda de previa,
4866466,11769935,12263441,"PM48M ",04/01/2008,Queda de previa,
4866467,11768527,10562617,"PU36M ",28/11/2007,Queda de previa,
4866468,11775019,11195946,"PU36M ",07/01/2008,Queda de previa,
4866469,11775036,11151049,"PU36M ",07/01/2008,Queda de previa,
4866470,11782680,14285014,"PM48M ",04/01/2008,Queda de previa,
4866471,11785894,5705452,"PU36A ",10/12/2003,Queda de previa,
4866472,11802289,7486980,"PU36  ",05/07/2006,Queda de previa,
4866473,11802297,11926564,"PM48M ",07/01/2008,Queda de previa,
4866474,11754718,14869342,"PM48M ",04/01/2008,Queda de previa,
4866475,11759012,14492537,"PM48M ",04/01/2008,Queda de previa,
4866476,11759019,12908250,"PM48M ",04/01/2008,Queda de previa,
4866477,11759026,5337085,"PU36A ",25/04/2007,Queda de previa,
4866478,11748886,12285035,"PP60  ",04/01/2008,Queda de previa,
4866479,11749529,9845522,"PM48M ",04/01/2008,Queda de previa,
4866480,11749548,10492515,"PM48M ",04/01/2008,Queda de previa,
4866481,11764354,11779310,"PU36N ",04/01/2008,Queda de previa,
4866482,11757220,11182620,"PM06H ",07/01/2008,Queda de previa,
4866483,12608544,15874292,"PM48M ",21/08/2008,Queda de previa,
4866484,12609872,15874308,"PM48M ",21/08/2008,Queda de previa,
4866485,11767450,14749396,"PP60  ",04/01/2008,Queda de previa,
4866486,11769621,14777230,"PM48M ",04/01/2008,Queda de previa,
4866487,11773923,14523292,"PM48M ",04/01/2008,Queda de previa,
4866488,11777234,5912048,"PM48  ",06/07/2005,Queda de previa,
4866489,11778276,14808493,"PM48M ",04/01/2008,Queda de previa,
4866490,11753174,7758865,"PU36A ",31/08/2005,Queda de previa,
4866491,11757482,12920618,"PM48M ",04/01/2008,Queda de previa,
4866492,11757491,11803285,"PU36M ",04/01/2008,Queda de previa,
4866493,11757507,9838866,"PU36M ",04/01/2008,Queda de previa,
4866494,11754478,11803721,"PU36M ",04/01/2008,Queda de previa,
4866495,11754480,14392319,"PP60  ",04/01/2008,Queda de previa,
4866496,11754485,11811929,"PU36N ",07/01/2008,Queda de previa,
4866497,11754506,11763027,"PU36M ",04/01/2008,Queda de previa,
4866498,11754511,14423368,"PP60  ",05/12/2007,Queda de previa,
4866499,12071659,12207116,"PU36M ",24/03/2008,Queda de previa,
4866500,13084266,16313743,"PP60  ",12/01/2009,Queda de previa,
4866501,13084305,16341639,"PP60  ",12/01/2009,Queda de previa,
4866502,13285068,16501033,"PM48M ",13/03/2009,Queda de previa,
4866503,13285871,16491708,"PM48M ",13/03/2009,Queda de previa,
4866504,13038701,16290823,"PM48M ",24/12/2008,Queda de previa,
4866505,13038709,16326297,"PM48M ",24/12/2008,Queda de previa,
4866506,13401816,16680422,"PM48M ",15/04/2009,Queda de previa,
4866507,13407788,16762382,"PM48M ",16/04/2009,Queda de previa,
4866508,13445498,16715183,"PM48M ",28/04/2009,Queda de previa,
4866509,13445522,16739710,"PM48M ",28/04/2009,Queda de previa,
4866510,13461137,16723346,"PM48M ",04/05/2009,Queda de previa,
4866511,13462277,16754127,"PP60  ",04/05/2009,Queda de previa,
4866512,13462309,16804660,"PP60  ",04/05/2009,Queda de previa,
4866513,13462325,16808256,"PP60  ",04/05/2009,Queda de previa,
4866514,13462333,16809657,"PP60  ",04/05/2009,Queda de previa,
4866515,13462337,16810132,"PP60  ",04/05/2009,Queda de previa,
4866516,13462342,16808539,"PP60  ",04/05/2009,Queda de previa,
4866517,13458893,16828911,"PP60M ",04/05/2009,Queda de previa,
4866518,13458931,16833960,"PP60M ",04/05/2009,Queda de previa,
4866519,11757953,14810793,"PM48M ",04/01/2008,Queda de previa,
4866520,11780258,6005309,"PU36A ",17/12/2003,Queda de previa,
4866521,11796579,14803248,"PM48M ",04/01/2008,Queda de previa,
4866522,11796580,14432449,"PP60  ",04/01/2008,Queda de previa,
4866523,11796582,14474910,"PM48M ",04/01/2008,Queda de previa,
4866524,11796585,14424356,"PM48M ",04/01/2008,Queda de previa,
4866525,11812993,9838193,"PU36M ",04/01/2008,Queda de previa,
4866526,11775965,5780031,"PU36A ",04/02/2004,Queda de previa,
4866527,11792303,12308798,"PP60  ",04/01/2008,Queda de previa,
4866528,11820177,14365829,"PM48M ",04/01/2008,Queda de previa,
4866529,11776392,11763029,"PU36M ",04/01/2008,Queda de previa,
4866530,11774238,14386382,"PM48M ",04/01/2008,Queda de previa,
4866531,11774245,6986122,"PM60  ",30/05/2007,Queda de previa,
4866532,11769884,14588211,"PM48M ",04/01/2008,Queda de previa,
4866533,11769893,14520398,"PP60  ",04/01/2008,Queda de previa,
4866534,11766577,11835179,"PM48M ",07/01/2008,Queda de previa,
4866535,11766605,10532909,"PM48M ",04/01/2008,Queda de previa,
4866536,11800171,12158114,"PM48M ",04/01/2008,Queda de previa,
4866537,11778470,14549314,"PM48M ",04/01/2008,Queda de previa,
4866538,11807974,11979865,"PM48M ",04/01/2008,Queda de previa,
4866539,11758619,14459672,"PM48M ",04/01/2008,Queda de previa,
4866540,11751693,12870955,"PM48M ",28/03/2007,Queda de previa,
4866541,11747282,14509142,"PP60  ",04/01/2008,Queda de previa,
4866542,11753296,8060339,"PM60  ",12/05/2004,Queda de previa,
4866543,12688778,12991438,"PU36N ",16/09/2008,Queda de previa,
4866544,12688785,12991440,"PU36N ",16/09/2008,Queda de previa,
4866545,12688786,12991439,"PU36N ",16/09/2008,Queda de previa,
4866546,13562504,16867590,"PP60M ",02/06/2009,Queda de previa,
4866547,13562544,16959688,"PP60M ",02/06/2009,Queda de previa,
4866548,13507781,16793124,"PM48M ",15/05/2009,Queda de previa,
4866549,13484082,16826705,"PP60M ",11/05/2009,Queda de previa,
4866550,13486392,16782201,"PM48M ",11/05/2009,Queda de previa,
4866551,13509077,16921438,"PP60  ",15/05/2009,Queda de previa,
4866552,13509095,16761045,"PP60  ",15/05/2009,Queda de previa,
4866553,13509119,16796284,"PP60  ",15/05/2009,Queda de previa,
4866554,13485398,16795602,"PM48M ",11/05/2009,Queda de previa,
4866555,13486595,16743617,"PM48M ",11/05/2009,Queda de previa,
4866556,11770766,12504030,"PM48M ",01/03/2007,Queda de previa,
4866557,11789223,10588287,"PM48M ",04/01/2008,Queda de previa,
4866558,11767544,14274655,"PM48M ",04/01/2008,Queda de previa,
4866559,11783876,12161455,"PM48M ",04/01/2008,Queda de previa,
4866560,11783880,4218032,"PU24A ",13/04/2005,Queda de previa,
4866561,11783901,12178053,"PM48M ",04/01/2008,Queda de previa,
4866562,11783911,12189017,"PP60  ",04/01/2008,Queda de previa,
4866563,11780663,14798909,"PM48M ",04/01/2008,Queda de previa,
4866564,11774014,11842549,"PU36M ",04/01/2008,Queda de previa,
4866565,11789268,12946581,"PM48M ",04/01/2008,Queda de previa,
4866566,11784968,14758282,"PM48M ",04/01/2008,Queda de previa,
4866567,11765420,11091078,"PM48M ",04/01/2008,Queda de previa,
4866568,11780703,14613200,"PP60  ",07/01/2008,Queda de previa,
4866569,11781744,11773450,"PU36M ",04/01/2008,Queda de previa,
4866570,11781746,14794102,"PM48M ",04/01/2008,Queda de previa,
4866571,11781775,14739351,"PM48M ",04/01/2008,Queda de previa,
4866572,11798075,14512118,"PP60  ",04/01/2008,Queda de previa,
4866573,13462420,16808441,"PP60  ",04/05/2009,Queda de previa,
4866574,13468476,16853660,"PP60M ",06/05/2009,Queda de previa,
4866575,13468522,16855886,"PP60M ",06/05/2009,Queda de previa,
4866576,13511677,16916432,"PP60M ",18/05/2009,Queda de previa,
4866577,13390485,16662029,"PM48M ",13/04/2009,Queda de previa,
4866578,13403421,13893780,"PU36N ",20/04/2009,Queda de previa,
4866579,13410645,16766425,"PU36I ",17/04/2009,Queda de previa,
4866580,13411790,16751514,"PM48M ",17/04/2009,Queda de previa,
4866581,13464158,16727348,"PM48M ",05/05/2009,Queda de previa,
4866582,13465267,16761883,"PM48M ",05/05/2009,Queda de previa,
4866583,13465314,16737258,"PM48M ",05/05/2009,Queda de previa,
4866584,13465319,15740965,"PM48M ",05/05/2009,Queda de previa,
4866585,13509132,16825105,"PP60  ",15/05/2009,Queda de previa,
4866586,13509164,16875606,"PP60  ",15/05/2009,Queda de previa,
4866587,13509170,16893450,"PP60  ",15/05/2009,Queda de previa,
4866588,13484294,16852400,"PP60M ",11/05/2009,Queda de previa,
4866589,13484314,16854232,"PP60M ",11/05/2009,Queda de previa,
4866590,13484336,16850798,"PP60M ",11/05/2009,Queda de previa,
4866591,13539636,16957014,"PP60M ",26/05/2009,Queda de previa,
4866592,13539648,16966235,"PP60M ",26/05/2009,Queda de previa,
4866593,13539655,16969096,"PP60M ",26/05/2009,Queda de previa,
4866594,13540786,16975729,"PP60  ",26/05/2009,Queda de previa,
4866595,13540790,16822184,"PP60  ",26/05/2009,Queda de previa,
4866596,13528545,16959751,"PP60M ",21/05/2009,Queda de previa,
4866597,13528548,16959830,"PP60M ",21/05/2009,Queda de previa,
4866598,13535874,16841950,"PP60M ",25/05/2009,Queda de previa,
4866599,13535901,16854965,"PP60M ",25/05/2009,Queda de previa,
4866600,13552274,16991338,"PU36F ",28/05/2009,Queda de previa,
4866601,13553462,16860496,"PP60  ",28/05/2009,Queda de previa,
4866602,11749040,12262073,"PM48M ",04/01/2008,Queda de previa,
4866603,11749081,10688066,"PM48M ",04/01/2008,Queda de previa,
4866604,11749093,6442040,"PM60  ",22/06/2005,Queda de previa,
4866605,11761541,7039672,"PU36A ",03/02/2005,Queda de previa,
4866606,11764551,8338647,"PM60  ",30/09/2003,Queda de previa,
4866607,11750589,10647432,"PM48M ",04/01/2008,Queda de previa,
4866608,13401818,16680733,"PM48M ",15/04/2009,Queda de previa,
4866609,13401834,16682736,"PM48M ",15/04/2009,Queda de previa,
4866610,13401849,16687410,"PM48M ",15/04/2009,Queda de previa,
4866611,13401864,16692137,"PM48M ",15/04/2009,Queda de previa,
4866612,13401866,16692257,"PM48M ",15/04/2009,Queda de previa,
4866613,13401885,16730015,"PM48M ",15/04/2009,Queda de previa,
4866614,13484143,16833406,"PP60M ",11/05/2009,Queda de previa,
4866615,13484198,16841016,"PP60M ",11/05/2009,Queda de previa,
4866616,13485313,16748951,"PM48M ",11/05/2009,Queda de previa,
4866617,13486526,16807818,"PM48M ",11/05/2009,Queda de previa,
4866618,12982610,16283071,"PM48M ",08/12/2008,Queda de previa,
4866619,12489578,15704395,"PM48M ",17/07/2008,Queda de previa,
4866620,13564415,14899670,"PP60  ",02/06/2009,Queda de previa,
4866621,13540714,16957655,"PM48M ",26/05/2009,Queda de previa,
4866622,13540782,16975640,"PP60  ",26/05/2009,Queda de previa,
4866623,13535991,16883902,"PP60M ",25/05/2009,Queda de previa,
4866624,13486169,16801034,"PM48M ",11/05/2009,Queda de previa,
4866625,13486185,16802644,"PM48M ",11/05/2009,Queda de previa,
4866626,13486212,16822830,"PM48M ",11/05/2009,Queda de previa,
4866627,13486237,16737752,"PM48M ",11/05/2009,Queda de previa,
4866628,11760903,11675829,"PM06H ",04/01/2008,Queda de previa,
4866629,11762328,4359073,"PM36A ",12/03/2003,Queda de previa,
4866630,11762332,8935809,"PU36N ",14/03/2007,Queda de previa,
4866631,11763862,14442625,"PP60  ",04/01/2008,Queda de previa,
4866632,11763890,12795459,"PM48M ",05/09/2007,Queda de previa,
4866633,11750330,6879043,"PM60  ",31/03/2004,Queda de previa,
4866634,11751793,7039674,"PU36A ",03/02/2005,Queda de previa,
4866635,11752795,9650776,"PM06H ",04/01/2008,Queda de previa,
4866636,11753226,14841754,"PP60  ",04/01/2008,Queda de previa,
4866637,11753234,14845746,"PP60  ",04/01/2008,Queda de previa,
4866638,11754111,11614247,"PP60  ",16/03/2006,Queda de previa,
4866639,13820082,17239520,"PP60M ",20/08/2009,Queda de previa,
4866640,13820128,17246037,"PP60M ",20/08/2009,Queda de previa,
4866641,13059128,16331477,"PM48M ",02/01/2009,Queda de previa,
4866642,13551170,16835798,"PP60M ",28/05/2009,Queda de previa,
4866643,13551176,16838175,"PP60M ",28/05/2009,Queda de previa,
4866644,13553520,16912418,"PP60  ",28/05/2009,Queda de previa,
4866645,13559725,16921956,"PP60M ",01/06/2009,Queda de previa,
4866646,13559789,16938822,"PP60M ",01/06/2009,Queda de previa,
4866647,13505651,16839368,"PP60M ",15/05/2009,Queda de previa,
4866648,13505694,16847601,"PP60M ",15/05/2009,Queda de previa,
4866649,13505695,16847611,"PP60M ",15/05/2009,Queda de previa,
4866650,12485007,15183770,"PM48M ",16/07/2008,Queda de previa,
4866651,13458782,16819209,"PP60M ",04/05/2009,Queda de previa,
4866652,13461053,16752939,"PM48M ",04/05/2009,Queda de previa,
4866653,13462222,16841229,"PP60  ",04/05/2009,Queda de previa,
4866654,13462254,16720552,"PP60  ",04/05/2009,Queda de previa,
4866655,13477383,16722255,"PM48M ",07/05/2009,Queda de previa,
4866656,13392647,16615916,"PM48M ",13/04/2009,Queda de previa,
4866657,13392658,16694741,"PM48M ",13/04/2009,Queda de previa,
4866658,13400752,16707216,"PM48M ",15/04/2009,Queda de previa,
4866659,13462427,16809377,"PP60  ",04/05/2009,Queda de previa,
4866660,13470877,16855911,"PP60  ",06/05/2009,Queda de previa,
4866661,13470888,16800158,"PP60  ",06/05/2009,Queda de previa,
4866662,13506157,16920311,"PP60M ",15/05/2009,Queda de previa,
4866663,13506164,16920530,"PP60M ",15/05/2009,Queda de previa,
4866664,13506202,16921559,"PP60M ",15/05/2009,Queda de previa,
4866665,13506228,16922372,"PP60M ",15/05/2009,Queda de previa,
4866666,13483624,16881076,"PP60M ",11/05/2009,Queda de previa,
4866667,13483626,16881094,"PP60M ",11/05/2009,Queda de previa,
4866668,13483679,16882997,"PP60M ",11/05/2009,Queda de previa,
4866669,13485961,16770777,"PM48M ",11/05/2009,Queda de previa,
4866670,13485996,16807175,"PM48M ",11/05/2009,Queda de previa,
4866671,13486017,16811681,"PM48M ",11/05/2009,Queda de previa,
4866672,13487064,16820761,"PP60M ",12/05/2009,Queda de previa,
4866673,13489378,16748670,"PM48M ",12/05/2009,Queda de previa,
4866674,13489382,16793312,"PM48M ",12/05/2009,Queda de previa,
4866675,11747240,11583396,"PU36R ",03/08/2012,Queda de previa,
4866676,11753425,11798881,"PU36M ",04/01/2008,Queda de previa,
4866677,11753834,6682491,"PM60  ",29/08/2007,Queda de previa,
4866678,13487289,16893149,"PP60M ",12/05/2009,Queda de previa,
4866679,13576704,16873368,"PP60M ",05/06/2009,Queda de previa,
4866680,13602976,16909165,"PP60M ",15/06/2009,Queda de previa,
4866681,13604135,17068708,"PU36F ",15/06/2009,Queda de previa,
4866682,13604136,17068716,"PU36F ",15/06/2009,Queda de previa,
4866683,13604137,17068718,"PU36F ",15/06/2009,Queda de previa,
4866684,13655480,17102690,"PP60M ",29/06/2009,Queda de previa,
4866685,13656662,17149181,"PP60  ",29/06/2009,Queda de previa,
4866686,13582541,17004039,"PP60M ",08/06/2009,Queda de previa,
4866687,13582545,17009671,"PP60M ",08/06/2009,Queda de previa,
4866688,13584425,17035874,"PP60  ",08/06/2009,Queda de previa,
4866689,13584430,16859216,"PP60  ",08/06/2009,Queda de previa,
4866690,13584433,16859600,"PP60  ",08/06/2009,Queda de previa,
4866691,13584436,16861051,"PP60  ",08/06/2009,Queda de previa,
4866692,13515212,16944505,"PP60M ",19/05/2009,Queda de previa,
4866693,13515213,16944531,"PP60M ",19/05/2009,Queda de previa,
4866694,13559917,16996561,"PU36I ",01/06/2009,Queda de previa,
4866695,13572298,14062972,"PU36M ",08/06/2009,Queda de previa,
4866696,13505726,16855042,"PP60M ",15/05/2009,Queda de previa,
4866697,13505745,16860545,"PP60M ",15/05/2009,Queda de previa,
4866698,13505774,16866301,"PP60M ",15/05/2009,Queda de previa,
4866699,13574267,15478269,"PM48M ",04/06/2009,Queda de previa,
4866700,13484382,16868498,"PP60M ",11/05/2009,Queda de previa,
4866701,13484385,16869359,"PP60M ",11/05/2009,Queda de previa,
4866702,13484423,16879568,"PP60M ",11/05/2009,Queda de previa,
4866703,13484424,16879582,"PP60M ",11/05/2009,Queda de previa,
4866704,13485532,16799111,"PM48M ",11/05/2009,Queda de previa,
4866705,13494625,16900263,"PP60M ",13/05/2009,Queda de previa,
4866706,13494645,16901278,"PP60M ",13/05/2009,Queda de previa,
4866707,13494651,16901602,"PP60M ",13/05/2009,Queda de previa,
4866708,13494657,16901685,"PP60M ",13/05/2009,Queda de previa,
4866709,13716029,17210717,"PP60M ",20/07/2009,Queda de previa,
4866710,13722571,17164103,"PP60M ",22/07/2009,Queda de previa,
4866711,13592935,16900075,"PP60M ",10/06/2009,Queda de previa,
4866712,13595265,17017223,"PM06H ",10/06/2009,Queda de previa,
4866713,13595273,17025980,"PM06H ",10/06/2009,Queda de previa,
4866714,13667265,17918746,"PM48E ",02/07/2009,Queda de previa,
4866715,13667266,17918750,"PM48E ",02/07/2009,Queda de previa,
4866716,13470914,16725181,"PP60  ",06/05/2009,Queda de previa,
4866717,13476367,16719958,"PM48M ",07/05/2009,Queda de previa,
4866718,13476370,16721623,"PM48M ",07/05/2009,Queda de previa,
4866719,13476395,16793869,"PM48M ",07/05/2009,Queda de previa,
4866720,13500769,16890635,"PP60M ",14/05/2009,Queda de previa,
4866721,13500790,16903267,"PP60M ",14/05/2009,Queda de previa,
4866722,13551879,16991557,"PP60M ",28/05/2009,Queda de previa,
4866723,13487261,16892089,"PP60M ",12/05/2009,Queda de previa,
4866724,13535624,16941725,"PP60M ",25/05/2009,Queda de previa,
4866725,13561679,16926223,"PP60  ",01/06/2009,Queda de previa,
4866726,13058748,16284137,"PM48M ",02/01/2009,Queda de previa,
4866727,13058761,16310058,"PM48M ",02/01/2009,Queda de previa,
4866728,13587185,16945909,"PP60M ",09/06/2009,Queda de previa,
4866729,13715352,17180220,"PP60M ",20/07/2009,Queda de previa,
4866730,13715360,17188275,"PP60M ",20/07/2009,Queda de previa,
4866731,13576772,16891301,"PP60M ",05/06/2009,Queda de previa,
4866732,13603046,17009350,"PP60M ",15/06/2009,Queda de previa,
4866733,13655163,17010075,"PP60M ",29/06/2009,Queda de previa,
4866734,13656692,17004674,"PP60  ",29/06/2009,Queda de previa,
4866735,13656702,17029721,"PP60  ",29/06/2009,Queda de previa,
4866736,13656722,17057874,"PP60  ",29/06/2009,Queda de previa,
4866737,13674274,17168484,"PP60M ",06/07/2009,Queda de previa,
4866738,13702734,17203942,"PM48M ",15/07/2009,Queda de previa,
4866739,13703664,17181145,"PP60  ",15/07/2009,Queda de previa,
4866740,13584490,16875396,"PP60  ",08/06/2009,Queda de previa,
4866741,13579178,17029477,"PP60  ",05/06/2009,Queda de previa,
4866742,13579188,16853797,"PP60  ",05/06/2009,Queda de previa,
4866743,13579222,16892897,"PP60  ",05/06/2009,Queda de previa,
4866744,13603092,17064717,"PP60M ",15/06/2009,Queda de previa,
4866745,13605428,16995911,"PP60  ",15/06/2009,Queda de previa,
4866746,13605437,17016593,"PP60  ",15/06/2009,Queda de previa,
4866747,13605445,17047900,"PP60  ",15/06/2009,Queda de previa,
4866748,13605451,17070116,"PP60  ",15/06/2009,Queda de previa,
4866749,13655259,17029188,"PP60M ",29/06/2009,Queda de previa,
4866750,13484349,16858761,"PP60M ",11/05/2009,Queda de previa,
4866751,13715558,17118020,"PP60M ",20/07/2009,Queda de previa,
4866752,13059570,16343360,"PM06H ",02/01/2009,Queda de previa,
4866753,13582898,16989074,"PP60M ",08/06/2009,Queda de previa,
4866754,13582933,16878185,"PP60M ",08/06/2009,Queda de previa,
4866755,13736734,17248777,"PM06H ",27/07/2009,Queda de previa,
4866756,13577582,17029536,"PP60M ",05/06/2009,Queda de previa,
4866757,13577594,16852423,"PP60M ",05/06/2009,Queda de previa,
4866758,13578785,15446538,"PM48M ",05/06/2009,Queda de previa,
4866759,13603848,17046636,"PP60M ",15/06/2009,Queda de previa,
4866760,13603852,17047290,"PP60M ",15/06/2009,Queda de previa,
4866761,13603856,17047540,"PP60M ",15/06/2009,Queda de previa,
4866762,13654825,17064641,"PP60M ",29/06/2009,Queda de previa,
4866763,13676243,17077084,"PM48M ",06/07/2009,Queda de previa,
4866764,13702382,17193369,"PP60M ",15/07/2009,Queda de previa,
4866765,13702402,17197551,"PP60M ",15/07/2009,Queda de previa,
4866766,13735643,17209946,"PP60M ",27/07/2009,Queda de previa,
4866767,13735667,17216983,"PP60M ",27/07/2009,Queda de previa,
4866768,13735906,17249295,"PP60M ",27/07/2009,Queda de previa,
4866769,13735907,17249308,"PP60M ",27/07/2009,Queda de previa,
4866770,13735948,17159415,"PP60M ",27/07/2009,Queda de previa,
4866771,13582965,16884138,"PP60M ",08/06/2009,Queda de previa,
4866772,13582967,16886899,"PP60M ",08/06/2009,Queda de previa,
