_CustomObjectKey,ID,HC_SITUACAO__C,HC_TITULO__C
28880225,a0o6g000005WjVXAA0,Finalizado - Antecipado total,1849501
28880226,a0o6g000005WJVXAA4,Finalizado - Fim de plano,1809343
28880227,a0o6g000005WJvxAAG,Finalizado - Fim de plano,1810181
28880228,a0o6g000005WJVYAA4,Finalizado - Fim de plano,1809344
28880229,a0o6g000005WJvyAAG,Ativo,1810182
28880230,a0o6g000005WJVZAA4,Ativo,1809345
28880231,a0o6g000005WJvzAAG,Ativo,1810183
28880232,a0o6g000005WJw0AAG,Ativo,1810184
28880233,a0o6g000005WjW1AAK,Finalizado - Antecipado total,1849531
28880234,a0o6g000005WjW2AAK,Finalizado - Antecipado total,1849532
28880235,a0o6g000005WjW3AAK,Finalizado - Antecipado total,1849533
28880236,a0o6g000005WjW4AAK,Finalizado - Antecipado total,1849534
28880237,a0o6g000005WViVAAW,Finalizado - Antecipado total,2116710
28880238,a0o6g000005WvIWAA0,Finalizado - Antecipado total,1771298
28880239,a0o6g000005WviwAAC,Ativo,2139348
28880240,a0o6g000005WvIXAA0,Finalizado - Antecipado total,1771299
28880241,a0o6g000005WvixAAC,Em processo de finalização,2139349
28880242,a0o6g000005WvIYAA0,Finalizado - Antecipado total,1771300
28880243,a0o6g000005WviyAAC,Em processo de finalização,2139350
28880244,a0o6g000005WvIZAA0,Finalizado - Antecipado total,1771301
28880245,a0o6g000005WVIZAA4,Finalizado - Antecipado total,1731630
28880246,a0o6g000005WvizAAC,Ativo,2139351
28880247,a0o6g000005WVizAAG,Finalizado - Fim de plano,2116740
28880248,a0o6g000005WVj0AAG,Finalizado - Antecipado total,2116741
28880249,a0o6g000005WVj1AAG,Finalizado - Fim de plano,2116742
28880250,a0o6g000005WVk5AAG,Finalizado - Antecipado total,2116808
28880251,a0o6g000005WVk6AAG,Finalizado - Fim de plano,2116809
28880252,a0o6g000005WVk7AAG,Ativo,2116810
28880253,a0o6g000005WvK8AAK,Ativo,1867985
28880254,a0o6g000005WvK9AAK,Finalizado - Fim de plano,1867986
28880255,a0o6g000005WvKAAA0,Finalizado - Fim de plano,1867987
28880256,a0o6g000005WvkaAAC,Em processo de finalização,2139450
28880257,a0o6g000005WvKBAA0,Ativo,1867988
28880258,a0o6g000005WVKBAA4,Finalizado - Antecipado total,1731730
28880259,a0o6g000005WvkbAAC,Ativo,2139451
28880260,a0o6g000005WVkbAAG,Ativo,2116840
28880261,a0o6g000005WvLEAA0,Finalizado - Fim de plano,1868053
28880262,a0o6g000005WvleAAC,Finalizado - Antecipado total,1771504
28880263,a0o6g000005WvLFAA0,Finalizado - Fim de plano,1868054
28880264,a0o6g000005WvlfAAC,Finalizado - Antecipado total,1771505
28880265,a0o6g000005WvLGAA0,Finalizado - Antecipado total,1868055
28880266,a0o6g000005WVLGAA4,Ativo,1734998
28880267,a0o6g000005WvlgAAC,Finalizado - Antecipado total,1771506
28880268,a0o6g000005WVlgAAG,Ativo,1735436
28880269,a0o6g000005WVLHAA4,Ativo,1734999
28880270,a0o6g000005WVlhAAG,Em processo de finalização,1735437
28880271,a0o6g000005WvMKAA0,Finalizado - Antecipado total,1864299
28880272,a0o6g000005WvmkAAC,Finalizado - Antecipado total,1771572
28880273,a0o6g000005WvMLAA0,Ativo,1864300
28880274,a0o6g000005WVMLAA4,Ativo,1735065
28880275,a0o6g000005WvmlAAC,Finalizado - Antecipado total,1771573
28880276,a0o6g000005WVmlAAG,Ativo,1735503
28880277,a0o6g000005WVMMAA4,Ativo,1735066
28880278,a0o6g000005WVmmAAG,Ativo,1735504
28880279,a0o6g000005WVMNAA4,Ativo,1735067
28880280,a0o6g000005WVmnAAG,Ativo,1735505
28880281,a0o6g000005WvNQAA0,Ativo,1864378
28880282,a0o6g000005WVNQAA4,Ativo,1735132
28880283,a0o6g000005WVnqAAG,Ativo,1735570
28880284,a0o6g000005WVNRAA4,Ativo,1735133
28880285,a0o6g000005WVnrAAG,Ativo,1735571
28880286,a0o6g000005WVNSAA4,Ativo,1735134
28880287,a0o6g000005WVnsAAG,Ativo,1735572
28880288,a0o6g000005WItTAAW,Finalizado - Antecipado total,1808181
28880289,a0o6g000005WiUWAA0,Finalizado - Antecipado total,1848566
28880290,a0o6g000005WIUWAA4,Finalizado - Antecipado total,1807434
28880291,a0o6g000005WiuwAAC,Ativo,1752445
28880292,a0o6g000005WIuwAAG,Em processo de finalização,1714602
28880293,a0o6g000005WIUxAAO,Finalizado - Antecipado total,1807461
28880294,a0o6g000005WiuXAAS,Finalizado - Antecipado total,1848979
28880295,a0o6g000005WIuXAAW,Ativo,1714577
28880296,a0o6g000005WIUYAA4,Finalizado - Antecipado total,1807436
28880297,a0o6g000005WIuyAAG,Finalizado - Antecipado total,1714604
28880298,a0o6g000005WIUzAAO,Finalizado - Antecipado total,1807463
28880299,a0o6g000005WIuZAAW,Finalizado - Antecipado total,1714579
28880300,a0o6g000005WiV0AAK,Finalizado - Antecipado total,1848596
28880301,a0o6g000005Wiv1AAC,Finalizado - Fim de plano,1752450
28880302,a0o6g000005WiW6AAK,Finalizado - Antecipado total,1755316
28880303,a0o6g000005Wiw7AAC,Finalizado - Antecipado total,1752518
28880304,a0o6g000005WiW8AAK,Finalizado - Antecipado total,1755318
28880305,a0o6g000005Wiw9AAC,Ativo,1752520
28880306,a0o6g000005WIw9AAG,Finalizado - Fim de plano,1714677
28880307,a0o6g000005WIWAAA4,Finalizado - Antecipado total,1807536
28880308,a0o6g000005WIwaAAG,Finalizado - Antecipado total,1714704
28880309,a0o6g000005WIWbAAO,Finalizado - Antecipado total,1807563
28880310,a0o6g000005WIwBAAW,Em processo de finalização,1714679
28880311,a0o6g000005WIXdAAO,Finalizado - Antecipado total,1713756
28880312,a0o6g000005WixDAAS,Ativo,1752586
28880313,a0o6g000005WIXEAA4,Finalizado - Antecipado total,1807602
28880314,a0o6g000005WIxeAAG,Finalizado - Antecipado total,1808240
28880315,a0o6g000005WIXfAAO,Finalizado - Antecipado total,1713758
28880316,a0o6g000005WIxFAAW,Finalizado - Antecipado total,1808215
28880317,a0o6g000005WIXGAA4,Finalizado - Antecipado total,1807604
28880318,a0o6g000005WIxgAAG,Finalizado - Antecipado total,1808242
28880319,a0o6g000005WIxHAAW,Finalizado - Antecipado total,1808217
28880320,a0o6g000005WIYjAAO,Finalizado - Antecipado total,1713824
28880321,a0o6g000005WiyJAAS,Finalizado - Antecipado total,1755665
28880322,a0o6g000005WIyJAAW,Finalizado - Antecipado total,1808281
28880323,a0o6g000005WIYKAA4,Finalizado - Antecipado total,1713799
28880324,a0o6g000005WIykAAG,Finalizado - Antecipado total,1808308
28880325,a0o6g000005WIYlAAO,Finalizado - Antecipado total,1713826
28880326,a0o6g000005WIyLAAW,Finalizado - Antecipado total,1808283
28880327,a0o6g000005WiYmAAK,Finalizado - Antecipado total,1845030
28880328,a0o6g000005WiYNAA0,Finalizado - Antecipado total,1845005
28880329,a0o6g000005WiynAAC,Finalizado - Antecipado total,1755695
28880330,a0o6g000005WJ0lAAG,Ativo,1714763
28880331,a0o6g000005WJ0MAAW,Finalizado - Antecipado total,1808408
28880332,a0o6g000005WJ0nAAG,Ativo,1714765
28880333,a0o6g000005Wj0oAAC,Finalizado - Antecipado total,1755820
28880334,a0o6g000005WJ0OAAW,Finalizado - Fim de plano,1714740
28880335,a0o6g000005Wj0PAAS,Finalizado - Antecipado total,1755795
28880336,a0o6g000005Wj0qAAC,Finalizado - Antecipado total,1755822
28880337,a0o6g000005Wj0RAAS,Finalizado - Antecipado total,1755797
28880338,a0o6g000005Wj0sAAC,Finalizado - Antecipado total,1755824
28880339,a0o6g000005WJ0sAAG,Em processo de finalização,1714770
28880340,a0o6g000005WJ0TAAW,Ativo,1714745
28880341,a0o6g000005WJ0uAAG,Finalizado - Fim de plano,1714772
28880342,a0o6g000005Wj2ZAAS,Ativo,2127349
28880343,a0o6g000005Wj30AAC,Finalizado - Fim de plano,2127376
28880344,a0o6g000005WJ32AAG,Ativo,1714904
28880345,a0o6g000005WJ34AAG,Ativo,1714906
28880346,a0o6g000005Wj37AAC,Ativo,2127383
28880347,a0o6g000005Wj39AAC,Ativo,2127385
28880348,a0o6g000005WJ3aAAG,Ativo,1714938
28880349,a0o6g000005WVmNAAW,Ativo,1735479
28880350,a0o6g000005WvNpAAK,Finalizado - Fim de plano,1864403
28880351,a0o6g000005WVNpAAO,Ativo,1735157
28880352,a0o6g000005WvnPAAS,Finalizado - Antecipado total,1771613
28880353,a0o6g000005WVNqAAO,Ativo,1735158
28880354,a0o6g000005WvnQAAS,Finalizado - Antecipado total,1771614
28880355,a0o6g000005WVNrAAO,Finalizado - Fim de plano,1735159
28880356,a0o6g000005WVnRAAW,Ativo,1735545
28880357,a0o6g000005WVNsAAO,Ativo,1735160
28880358,a0o6g000005WVnSAAW,Ativo,1735546
28880359,a0o6g000005WVnTAAW,Ativo,1735547
28880360,a0o6g000005WVOwAAO,Finalizado - Antecipado total,1828723
28880361,a0o6g000005WVoWAAW,Finalizado - Fim de plano,2116883
28880362,a0o6g000005WVOxAAO,Finalizado - Antecipado total,1828724
28880363,a0o6g000005WVoXAAW,Ativo,2116884
28880364,a0o6g000005WVoYAAW,Finalizado - Fim de plano,2116885
28880365,a0o6g000005WvozAAC,Ativo,1868298
28880366,a0o6g000005WVoZAAW,Finalizado - Fim de plano,2116886
28880367,a0o6g000005Wvp0AAC,Ativo,1868299
28880368,a0o6g000005Wvp1AAC,Ativo,1868300
28880369,a0o6g000005Wvq5AAC,Ativo,1868366
28880370,a0o6g000005Wvq6AAC,Finalizado - Fim de plano,1868367
28880371,a0o6g000005Wvq7AAC,Ativo,1868368
28880372,a0o6g000005Wvq8AAC,Ativo,1868369
28880373,a0o6g000005WVq8AAG,Finalizado - Fim de plano,2116983
28880374,a0o6g000005WVq9AAG,Ativo,2116984
28880375,a0o6g000005WVqAAAW,Ativo,2116985
28880376,a0o6g000005WVqBAAW,Em processo de finalização,2116986
28880377,a0o6g000005WvQCAA0,Ativo,2139182
28880378,a0o6g000005WVRdAAO,Finalizado - Antecipado total,1731792
28880379,a0o6g000005WVrDAAW,Finalizado - Antecipado total,1829076
28880380,a0o6g000005WVReAAO,Finalizado - Antecipado total,1731793
28880381,a0o6g000005WVrEAAW,Finalizado - Antecipado total,1829077
28880382,a0o6g000005WVrFAAW,Finalizado - Antecipado total,1829078
28880383,a0o6g000005WVrGAAW,Finalizado - Antecipado total,1829079
28880384,a0o6g000005WvRHAA0,Ativo,2139249
28880385,a0o6g000005WvrhAAC,Ativo,1868466
28880386,a0o6g000005WvRIAA0,Ativo,2139250
28880387,a0o6g000005X0XjAAK,Finalizado - Antecipado total,2143883
28880388,a0o6g000005X0XkAAK,Finalizado - Antecipado total,2143884
28880389,a0o6g000005X0XlAAK,Finalizado - Antecipado total,2143885
28880390,a0o6g000005X0xLAAS,Finalizado - Antecipado total,1873272
28880391,a0o6g000005X0XmAAK,Finalizado - Antecipado total,2143886
28880392,a0o6g000005X0xMAAS,Finalizado - Antecipado total,1873273
28880393,a0o6g000005X0xNAAS,Finalizado - Antecipado total,1873274
28880394,a0o6g000005X0xOAAS,Finalizado - Antecipado total,1873275
28880395,a0o6g000005X0xsAAC,Finalizado - Antecipado total,1873305
28880396,a0o6g000005X0XTAA0,Finalizado - Antecipado total,2143866
28880397,a0o6g000005X0xtAAC,Finalizado - Antecipado total,1873306
28880398,a0o6g000005X0XUAA0,Finalizado - Antecipado total,2143867
28880399,a0o6g000005X0xuAAC,Finalizado - Antecipado total,1873307
28880400,a0o6g000005X0XVAA0,Finalizado - Antecipado total,2143868
28880401,a0o6g000005X0xvAAC,Finalizado - Antecipado total,1873308
28880402,a0o6g000005X0XWAA0,Finalizado - Antecipado total,2143869
28880403,a0o6g000005X0xwAAC,Finalizado - Antecipado total,1873309
28880404,a0o6g000005X0YoAAK,Finalizado - Antecipado total,1872751
28880405,a0o6g000005X0YpAAK,Finalizado - Antecipado total,1872752
28880406,a0o6g000005X0YqAAK,Finalizado - Antecipado total,1872753
28880407,a0o6g000005X0yQAAS,Ativo,1779931
28880408,a0o6g000005X0YrAAK,Finalizado - Antecipado total,1872754
28880409,a0o6g000005X0yRAAS,Finalizado - Fim de plano,1779932
28880410,a0o6g000005X0ySAAS,Ativo,1779933
28880411,a0o6g000005X0yTAAS,Finalizado - Fim de plano,1779934
28880412,a0o6g000005X0A1AAK,Finalizado - Antecipado total,2143412
28880413,a0o6g000005X0A2AAK,Finalizado - Antecipado total,2143413
28880414,a0o6g000005WVNTAA4,Ativo,1735135
28880415,a0o6g000005WVntAAG,Ativo,1735573
28880416,a0o6g000005WVOWAA4,Finalizado - Antecipado total,1828697
28880417,a0o6g000005WVowAAG,Finalizado - Antecipado total,2116909
28880418,a0o6g000005WVOXAA4,Finalizado - Antecipado total,1828698
28880419,a0o6g000005WVoxAAG,Finalizado - Fim de plano,2116910
28880420,a0o6g000005WVOYAA4,Finalizado - Antecipado total,1828699
28880421,a0o6g000005WVoyAAG,Ativo,2116911
28880422,a0o6g000005WvOzAAK,Ativo,1864475
28880423,a0o6g000005WvP0AAK,Finalizado - Antecipado total,1864476
28880424,a0o6g000005WvQ5AAK,Finalizado - Fim de plano,2139175
28880425,a0o6g000005WvQ6AAK,Em processo de finalização,2139176
28880426,a0o6g000005WvQ7AAK,Ativo,2139177
28880427,a0o6g000005WVQ7AAO,Finalizado - Antecipado total,1828796
28880428,a0o6g000005WVQ8AAO,Finalizado - Cancelado,1828797
28880429,a0o6g000005WVQ9AAO,Finalizado - Antecipado total,1828798
28880430,a0o6g000005WVQAAA4,Finalizado - Antecipado total,1828799
28880431,a0o6g000005WVqaAAG,Ativo,2117011
28880432,a0o6g000005WvQbAAK,Ativo,2139207
28880433,a0o6g000005WVrdAAG,Finalizado - Antecipado total,1829102
28880434,a0o6g000005WVREAA4,Finalizado - Antecipado total,1828865
28880435,a0o6g000005WVreAAG,Finalizado - Antecipado total,1829103
28880436,a0o6g000005WVRFAA4,Finalizado - Antecipado total,1828866
28880437,a0o6g000005WVrfAAG,Finalizado - Antecipado total,1829104
28880438,a0o6g000005WvRgAAK,Ativo,2139278
28880439,a0o6g000005WvRhAAK,Ativo,2139279
28880440,a0o6g000005X0XKAA0,Finalizado - Antecipado total,2143857
28880441,a0o6g000005X0xkAAC,Finalizado - Antecipado total,1873297
28880442,a0o6g000005X0XLAA0,Finalizado - Antecipado total,2143858
28880443,a0o6g000005X0xlAAC,Finalizado - Antecipado total,1873298
28880444,a0o6g000005X0XMAA0,Finalizado - Antecipado total,2143859
28880445,a0o6g000005X0xmAAC,Finalizado - Antecipado total,1873299
28880446,a0o6g000005X0XNAA0,Finalizado - Antecipado total,2143860
28880447,a0o6g000005X0xnAAC,Finalizado - Antecipado total,1873300
28880448,a0o6g000005X0XsAAK,Finalizado - Antecipado total,2143892
28880449,a0o6g000005X0XtAAK,Finalizado - Antecipado total,2143893
28880450,a0o6g000005X0xTAAS,Finalizado - Antecipado total,1873280
28880451,a0o6g000005X0XuAAK,Finalizado - Antecipado total,2143894
28880452,a0o6g000005X0xUAAS,Finalizado - Antecipado total,1873281
28880453,a0o6g000005X0XvAAK,Finalizado - Antecipado total,2143895
28880454,a0o6g000005X0xVAAS,Finalizado - Antecipado total,1873282
28880455,a0o6g000005X0xWAAS,Finalizado - Antecipado total,1873283
28880456,a0o6g000005X0YPAA0,Finalizado - Antecipado total,1872726
28880457,a0o6g000005X0ypAAC,Ativo,1779956
28880458,a0o6g000005X0YQAA0,Finalizado - Antecipado total,1872727
28880459,a0o6g000005X0yqAAC,Ativo,1779957
28880460,a0o6g000005X0YRAA0,Finalizado - Antecipado total,1872728
28880461,a0o6g000005X0yrAAC,Finalizado - Fim de plano,1779958
28880462,a0o6g000005X0YSAA0,Finalizado - Cancelado,1872729
28880463,a0o6g000005X0ysAAC,Finalizado - Antecipado total,1779959
28880464,a0o6g000005X0a1AAC,Finalizado - Antecipado total,1872826
28880465,a0o6g000005X0a2AAC,Finalizado - Antecipado total,1872827
28880466,a0o6g000005X0a3AAC,Finalizado - Antecipado total,1872828
28880467,a0o6g000005X0a4AAC,Finalizado - Antecipado total,1872829
28880468,a0o6g000005X0A9AAK,Finalizado - Antecipado total,2143420
28880469,a0o6g000005X0AAAA0,Finalizado - Antecipado total,2143421
28880470,a0o6g000005X0aaAAC,Finalizado - Antecipado total,1872861
28880471,a0o6g000005X0ABAA0,Finalizado - Antecipado total,2143422
28880472,a0o6g000005X0abAAC,Finalizado - Antecipado total,1872862
28880473,a0o6g000005X0ACAA0,Finalizado - Antecipado total,2143423
28880474,a0o6g000005WJ3BAAW,Finalizado - Fim de plano,1714913
28880475,a0o6g000005WJ3cAAG,Finalizado - Antecipado total,1808410
28880476,a0o6g000005WJ3DAAW,Ativo,1714915
28880477,a0o6g000005Wj3fAAC,Ativo,2127417
28880478,a0o6g000005Wj3GAAS,Finalizado - Fim de plano,2127392
28880479,a0o6g000005Wj5SAAS,Finalizado - Antecipado total,1849056
28880480,a0o6g000005WJ5SAAW,Finalizado - Antecipado total,1808524
28880481,a0o6g000005WJ5tAAG,Finalizado - Antecipado total,1808551
28880482,a0o6g000005WJ5UAAW,Finalizado - Antecipado total,1808526
28880483,a0o6g000005Wj5wAAC,Baixado Resgate Pago,1849108
28880484,a0o6g000005Wj5XAAS,Finalizado - Antecipado total,1849061
28880485,a0o6g000005Wj5yAAC,Ativo,1849110
28880486,a0o6g000005Wj5ZAAS,Finalizado - Antecipado total,1849063
28880487,a0o6g000005WJ60AAG,Finalizado - Cancelado,1808558
28880488,a0o6g000005WJ62AAG,Finalizado - Antecipado total,1808560
28880489,a0o6g000005Wj65AAC,Ativo,1849117
28880490,a0o6g000005Wj67AAC,Ativo,1849121
28880491,a0o6g000005WJKzAAO,Finalizado - Antecipado total,1808887
28880492,a0o6g000005WJkZAAW,Ativo,1716203
28880493,a0o6g000005WJl0AAG,Ativo,1716230
28880494,a0o6g000005WjL2AAK,Finalizado - Antecipado total,1756074
28880495,a0o6g000005Wjl3AAC,Finalizado - Antecipado total,1849663
28880496,a0o6g000005WjL4AAK,Finalizado - Antecipado total,1756076
28880497,a0o6g000005Wjl5AAC,Finalizado - Antecipado total,1849665
28880498,a0o6g000005WJL6AAO,Finalizado - Antecipado total,1808894
28880499,a0o6g000005WJl7AAG,Ativo,1716237
28880500,a0o6g000005WJL8AAO,Finalizado - Antecipado total,1808896
28880501,a0o6g000005WJl9AAG,Ativo,1716239
28880502,a0o6g000005WjLaAAK,Finalizado - Antecipado total,1756108
28880503,a0o6g000005WjLBAA0,Finalizado - Antecipado total,1756083
28880504,a0o6g000005WjlbAAC,Finalizado - Antecipado total,1849698
28880505,a0o6g000005WjLcAAK,Finalizado - Antecipado total,1756110
28880506,a0o6g000005WjlCAAS,Finalizado - Antecipado total,1849672
28880507,a0o6g000005WjLDAA0,Finalizado - Antecipado total,1756085
28880508,a0o6g000005WjldAAC,Finalizado - Antecipado total,1849700
28880509,a0o6g000005WJMAAA4,Finalizado - Antecipado total,1808960
28880510,a0o6g000005WjmaAAC,Finalizado - Antecipado total,1849759
28880511,a0o6g000005WJmaAAG,Ativo,1716328
28880512,a0o6g000005WJMbAAO,Finalizado - Antecipado total,1808987
28880513,a0o6g000005WjmBAAS,Finalizado - Antecipado total,1849734
28880514,a0o6g000005WJmBAAW,Ativo,1716303
28880515,a0o6g000005WJMCAA4,Finalizado - Antecipado total,1808962
28880516,a0o6g000005WJmcAAG,Ativo,1716330
28880517,a0o6g000005WJmDAAW,Ativo,1716305
28880518,a0o6g000005WjMeAAK,Finalizado - Antecipado total,1756174
28880519,a0o6g000005WjMFAA0,Finalizado - Antecipado total,1756149
28880520,a0o6g000005WjmfAAC,Finalizado - Antecipado total,1849765
28880521,a0o6g000005WjMgAAK,Finalizado - Antecipado total,1756176
28880522,a0o6g000005WjmGAAS,Finalizado - Antecipado total,1849739
28880523,a0o6g000005WjMHAA0,Finalizado - Antecipado total,1756151
28880524,a0o6g000005WjmhAAC,Finalizado - Antecipado total,1849767
28880525,a0o6g000005WJMiAAO,Finalizado - Antecipado total,1808994
28880526,a0o6g000005WjmIAAS,Finalizado - Antecipado total,1849741
28880527,a0o6g000005WJMJAA4,Finalizado - Antecipado total,1808969
28880528,a0o6g000005WJNGAA4,Finalizado - Antecipado total,1809028
28880529,a0o6g000005WJngAAG,Ativo,1809868
28880530,a0o6g000005WJNhAAO,Finalizado - Antecipado total,1809055
28880531,a0o6g000005WJnHAAW,Ativo,1809843
28880532,a0o6g000005WJNIAA4,Finalizado - Antecipado total,1809030
28880533,a0o6g000005WJniAAG,Ativo,1809870
28880534,a0o6g000005WJnJAAW,Ativo,1809845
28880535,a0o6g000005WjNkAAK,Finalizado - Antecipado total,1756242
28880536,a0o6g000005WjNLAA0,Finalizado - Antecipado total,1756217
28880537,a0o6g00000H9UqJAAV,Ativo,3189605
28880538,a0o6g00000H9uQkAAJ,Ativo,3208274
28880539,a0o6g00000H9UQQAA3,Ativo,3173350
28880540,a0o6g00000H9UqxAAF,Ativo,3189628
28880541,a0o6g00000H9UQzAAN,Finalizado - Cancelado,3174943
28880542,a0o6g000005WIWzAAO,Finalizado - Antecipado total,1807587
28880543,a0o6g000005WIwZAAW,Finalizado - Antecipado total,1714703
28880544,a0o6g000005WIx0AAG,Finalizado - Antecipado total,1714730
28880545,a0o6g000005WiX2AAK,Finalizado - Antecipado total,1755374
28880546,a0o6g000005Wix3AAC,Ativo,1752576
28880547,a0o6g000005WiX4AAK,Finalizado - Antecipado total,1755376
28880548,a0o6g000005Wix5AAC,Finalizado - Fim de plano,1752578
28880549,a0o6g000005WIX6AAO,Finalizado - Antecipado total,1807594
28880550,a0o6g000005WIx7AAG,Ativo,1714737
28880551,a0o6g000005WIX8AAO,Finalizado - Antecipado total,1807596
28880552,a0o6g000005WIx9AAG,Ativo,1714739
28880553,a0o6g000005WiXaAAK,Finalizado - Antecipado total,1755408
28880554,a0o6g000005WiXBAA0,Finalizado - Antecipado total,1755383
28880555,a0o6g000005WixbAAC,Ativo,1752610
28880556,a0o6g000005WiXcAAK,Finalizado - Antecipado total,1755410
28880557,a0o6g000005WixCAAS,Ativo,1752585
28880558,a0o6g000005WiXDAA0,Finalizado - Antecipado total,1755385
28880559,a0o6g000005WIXDAA4,Finalizado - Antecipado total,1807601
28880560,a0o6g000005WixdAAC,Finalizado - Fim de plano,1752612
28880561,a0o6g000005WIYAAA4,Finalizado - Antecipado total,1713789
28880562,a0o6g000005WIyaAAG,Finalizado - Antecipado total,1808298
28880563,a0o6g000005WIYbAAO,Finalizado - Antecipado total,1713816
28880564,a0o6g000005WIyBAAW,Finalizado - Antecipado total,1808273
28880565,a0o6g000005WIYCAA4,Finalizado - Antecipado total,1713791
28880566,a0o6g000005WIycAAG,Finalizado - Antecipado total,1808300
28880567,a0o6g000005WIyDAAW,Finalizado - Antecipado total,1808275
28880568,a0o6g000005WiYeAAK,Finalizado - Antecipado total,1845022
28880569,a0o6g000005WiYFAA0,Finalizado - Antecipado total,1755449
28880570,a0o6g000005WiyfAAC,Finalizado - Antecipado total,1755687
28880571,a0o6g000005WiYgAAK,Finalizado - Antecipado total,1845024
28880572,a0o6g000005WiyGAAS,Finalizado - Antecipado total,1755662
28880573,a0o6g000005WiYHAA0,Finalizado - Antecipado total,1844999
28880574,a0o6g000005WiyhAAC,Finalizado - Antecipado total,1755689
28880575,a0o6g000005WIYiAAO,Finalizado - Antecipado total,1713823
28880576,a0o6g000005WiyIAAS,Finalizado - Antecipado total,1755664
28880577,a0o6g000005WIYJAA4,Finalizado - Antecipado total,1713798
28880578,a0o6g000005WIzZAAW,Finalizado - Antecipado total,1808359
28880579,a0o6g000005Wj01AAC,Finalizado - Antecipado total,1755771
28880580,a0o6g000005Wj03AAC,Finalizado - Antecipado total,1755773
28880581,a0o6g000005WJ05AAG,Finalizado - Antecipado total,1808391
28880582,a0o6g000005WJ07AAG,Finalizado - Antecipado total,1808393
28880583,a0o6g000005Wj0AAAS,Finalizado - Antecipado total,1755780
28880584,a0o6g000005Wj0bAAC,Finalizado - Antecipado total,1755807
28880585,a0o6g000005WJ0bAAG,Ativo,1714753
28880586,a0o6g000005Wj0CAAS,Finalizado - Antecipado total,1755782
28880587,a0o6g000005WJ0CAAW,Finalizado - Antecipado total,1808398
28880588,a0o6g000005WJ0dAAG,Ativo,1714755
28880589,a0o6g000005WJ0EAAW,Finalizado - Antecipado total,1808400
28880590,a0o6g000005Wj0gAAC,Finalizado - Antecipado total,1755812
28880591,a0o6g000005Wj0HAAS,Finalizado - Antecipado total,1755787
28880592,a0o6g000005Wj0iAAC,Finalizado - Antecipado total,1755814
28880593,a0o6g000005Wj0JAAS,Finalizado - Antecipado total,1755789
28880594,a0o6g000005WJ0kAAG,Ativo,1714762
28880595,a0o6g000005WIB2AAO,Ativo,1806814
28880596,a0o6g000005WIb3AAG,Finalizado - Antecipado total,1807639
28880597,a0o6g000005Wib4AAC,Finalizado - Antecipado total,1845172
28880598,a0o6g000005WjnlAAC,Finalizado - Antecipado total,1756455
28880599,a0o6g000005WjNmAAK,Finalizado - Antecipado total,1756244
28880600,a0o6g000005WJNmAAO,Finalizado - Antecipado total,1809060
28880601,a0o6g000005WjnMAAS,Finalizado - Antecipado total,1849808
28880602,a0o6g000005WjNNAA0,Finalizado - Antecipado total,1756219
28880603,a0o6g000005WJNNAA4,Finalizado - Antecipado total,1809035
28880604,a0o6g000005WjnnAAC,Finalizado - Antecipado total,1756457
28880605,a0o6g000005WJnnAAG,Finalizado - Fim de plano,1809875
28880606,a0o6g000005WJNoAAO,Finalizado - Antecipado total,1809062
28880607,a0o6g000005WjnOAAS,Finalizado - Antecipado total,1849810
28880608,a0o6g000005WJnOAAW,Ativo,1809850
28880609,a0o6g000005WJNPAA4,Finalizado - Antecipado total,1809037
28880610,a0o6g000005WjptAAC,Finalizado - Antecipado total,1756587
28880611,a0o6g000005WJpTAAW,Ativo,1809979
28880612,a0o6g000005WjPuAAK,Ativo,1752965
28880613,a0o6g000005WjpUAAS,Finalizado - Antecipado total,1756562
28880614,a0o6g000005WjPVAA0,Ativo,1752940
28880615,a0o6g000005WjpvAAC,Finalizado - Antecipado total,1756589
28880616,a0o6g000005WjPwAAK,Ativo,1752967
28880617,a0o6g000005WJPwAAO,Ativo,1809196
28880618,a0o6g000005WjpWAAS,Finalizado - Antecipado total,1756564
28880619,a0o6g000005WjPXAA0,Ativo,1752942
28880620,a0o6g000005WJPXAA4,Ativo,1809171
28880621,a0o6g000005WjpxAAC,Finalizado - Antecipado total,1756591
28880622,a0o6g000005WJpxAAG,Finalizado - Antecipado total,1810009
28880623,a0o6g000005WJPyAAO,Ativo,1809198
28880624,a0o6g000005WJpYAAW,Finalizado - Fim de plano,1809984
28880625,a0o6g000005WJPZAA4,Ativo,1809173
28880626,a0o6g000005WJpzAAG,Finalizado - Fim de plano,1810011
28880627,a0o6g000005WjQ1AAK,Ativo,1752972
28880628,a0o6g000005Wjq2AAC,Finalizado - Antecipado total,1756596
28880629,a0o6g000005WjQ3AAK,Ativo,1752974
28880630,a0o6g000005Wjq4AAC,Finalizado - Antecipado total,1756598
28880631,a0o6g000005WjqzAAC,Ativo,1753248
28880632,a0o6g000005WjR0AAK,Ativo,1753033
28880633,a0o6g000005Wjr1AAC,Ativo,1753250
28880634,a0o6g000005WJR2AAO,Finalizado - Fim de plano,1715592
28880635,a0o6g000005WJr3AAG,Ativo,1716405
28880636,a0o6g000005WJR4AAO,Ativo,1715594
28880637,a0o6g000005WJr5AAG,Ativo,1716407
28880638,a0o6g000005WjR7AAK,Ativo,2127671
28880639,a0o6g000005Wjr8AAC,Ativo,1753257
