_CustomObjectKey,ID,hc_classificacao__c,hc_classificacao__c_old,Data_Inclusao
561,a0i6g000006P6YvAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
562,a0i6g000006P6iIAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
563,a0i6g000006P6iOAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
564,a0i6g000006P6kRAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
565,a0i6g000006P6ynAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
566,a0i6g000006P6z5AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
567,a0i6g000006P6z6AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
568,a0i6g000006P70EAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
569,a0i6g000006P70oAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
570,a0i6g000006P716AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
571,a0i6g000006P7HEAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
572,a0i6g000006P7LAAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
573,a0i6g000006P7M5AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
574,a0i6g000006P7M8AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
575,a0i6g000006P7TrAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
576,a0i6g000006P7TwAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
577,a0i6g000006P7UVAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
578,a0i6g000006P7UYAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
579,a0i6g000006P7VmAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
580,a0i6g000006P8q5AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
581,a0i6g000006P8qSAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
582,a0i6g000006PBt5AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
583,a0i6g000006PBw3AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
584,a0i6g000006PC5xAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
585,a0i6g000006PC6bAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
586,a0i6g000006PC8TAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
587,a0i6g000006PCGkAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
588,a0i6g000006PCGvAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
589,a0i6g000006PCH9AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
590,a0i6g000006PCHHAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
591,a0i6g000006PCHtAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
592,a0i6g000006PCI7AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
593,a0i6g000006PCIsAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
594,a0i6g000006PCU5AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
595,a0i6g000006PCUQAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
596,a0i6g000006PCYpAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
597,a0i6g000006PCfvAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
598,a0i6g000006PChPAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
599,a0i6g000006PChQAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
600,a0i6g000006PCtqAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
601,a0i6g000006PCtxAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
602,a0i6g000006PDKDAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
603,a0i6g000006PDLJAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
604,a0i6g000006PDMXAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
605,a0i6g000006PHm6AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
606,a0i6g000006PHnlAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
607,a0i6g000006PVOmAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
608,a0i6g000006PVSmAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
609,a0i6g000006PfP1AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
610,a0i6g000006Pg2mAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
611,a0i6g000006PjJqAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
612,a0i6g000006PtWgAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
613,a0i6g000006PvyuAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
614,a0i6g000006Q2FpAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
615,a0i6g000006Q399AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
616,a0i6g000006Q4A7AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
617,a0i6g000006QE1SAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
618,a0i6g000006QFldAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
619,a0i6g000006QG0cAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
620,a0i6g000006QPLRAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
621,a0i6g000006QrQOAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
622,a0i6g000006Qwt5AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
623,a0i6g000006R11sAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
624,a0i6g000006R4BRAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
625,a0i6g000006R4POAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
626,a0i6g000006R9TJAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
627,a0i6g000006RIl9AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
628,a0i6g000006RKdfAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
629,a0i6g000006Rd5AAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
630,a0i6g000006RfwyAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
631,a0i6g000006RihAAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
632,a0i6g000006RoUqAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
633,a0i6g000006RqTOAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
634,a0i6g000006RsbVAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
635,a0i6g000006RswdAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
636,a0i6g000006RuFYAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
637,a0i6g000006RuSJAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
638,a0i6g000006RuuuAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
639,a0i6g000006S1zHAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
640,a0i6g000006S3r9AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
641,a0i6g000006S90RAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
642,a0i6g000006SH2pAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
643,a0i6g000006SHSgAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
644,a0i6g000006UmboAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
645,a0i6g000006UuErAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
646,a0i6g000006UuFOAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
647,a0i6g000006UudBAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
648,a0i6g000006UuwyAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
649,a0i6g000006UvF4AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
650,a0i6g000006UvFWAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
651,a0i6g000006UvobAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
652,a0i6g000006Uwj6AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
653,a0i6g000006UwjsAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
654,a0i6g000006UwuVAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
655,a0i6g000006Ux49AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
656,a0i6g000006UxEwAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
657,a0i6g000006UxG9AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
658,a0i6g000006UxGsAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
659,a0i6g000006UxPWAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
660,a0i6g000006UxbLAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
661,a0i6g000006Uxw2AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
662,a0i6g000006UyL4AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
663,a0i6g000006UycvAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
664,a0i6g000006UydhAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
665,a0i6g000006UyloAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
666,a0i6g000006UyyCAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
667,a0i6g000006Uz5mAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
668,a0i6g000006Uz63AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
669,a0i6g000006Uz7gAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
670,a0i6g000006UzR9AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
671,a0i6g000006UzgrAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
672,a0i6g000006V1oxAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
673,a0i6g000006V1ygAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
674,a0i6g000006V31bAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
675,a0i6g000006V3h3AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
676,a0i6g000006V4wlAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
677,a0i6g000006V5WdAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
678,a0i6g000006V5dEAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
679,a0i6g000006V7EvAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
680,a0i6g000006V97NAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
681,a0i6g000006VAqdAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
682,a0i6g000006VXXOAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
683,a0i6g000006Wl9eAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
684,a0i6g000006Y1SZAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
685,a0i6g000006EMxIAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
686,a0i6g000006ENFhAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
687,a0i6g000006ESIMAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
688,a0i6g000006EalUAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
689,a0i6g000006EauJAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
690,a0i6g000006EbpJAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
691,a0i6g000006EdeFAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
692,a0i6g000006EgW8AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
693,a0i6g000006EkdLAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
694,a0i6g000006EqB9AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
695,a0i6g000006Ev1yAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
696,a0i6g000006Ez2zAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
697,a0i6g000006FBLOAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
698,a0i6g000006FHPZAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
699,a0i6g000006FHb8AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
700,a0i6g000006FHm9AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
701,a0i6g000006FOAVAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
702,a0i6g000006FOZwAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
703,a0i6g000006FWyAAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
704,a0i6g000006FYLZAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
705,a0i6g000006FZm8AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
706,a0i6g000006FcR2AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
707,a0i6g000006FdoIAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
708,a0i6g000006Fg8TAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
709,a0i6g000006Fh4ZAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
710,a0i6g000006FilXAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
711,a0i6g000006FkQtAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
712,a0i6g000006Fme5AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
713,a0i6g000006FrjPAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
714,a0i6g000006FtRmAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
715,a0i6g000006FvpUAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
716,a0i6g000006FwjeAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
717,a0i6g000006Fx0RAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
718,a0i6g000006G5fgAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
719,a0i6g000006G6AiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
720,a0i6g000006G9HlAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
721,a0i6g000006GEjDAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
722,a0i6g000006GH26AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
723,a0i6g000006GHDBAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
724,a0i6g000006GJVEAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
725,a0i6g000006GLgpAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
726,a0i6g000006GM2gAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
727,a0i6g000006GNfEAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
728,a0i6g000006GTa1AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
729,a0i6g000006GUfGAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
730,a0i6g000006GamXAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
731,a0i6g000006GbSgAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
732,a0i6g000006Gc8iAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
733,a0i6g000006GeZgAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
734,a0i6g000006GhRJAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
735,a0i6g000006GlrVAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
736,a0i6g000006Gmy4AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
737,a0i6g000006H0S9AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
738,a0i6g000006H23WAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
739,a0i6g000006H2BUAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
740,a0i6g000006HAvcAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
741,a0i6g000006HDgcAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
742,a0i6g000006HJwiAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
743,a0i6g000006HOjrAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
744,a0i6g000006HQazAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
745,a0i6g000006HR9yAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
746,a0i6g000006HRjXAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
747,a0i6g000006HZNcAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
748,a0i6g000006HgM0AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
749,a0i6g000006HlrKAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
750,a0i6g000006HmfHAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
751,a0i6g000006Hnd7AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
752,a0i6g000006HttLAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
753,a0i6g000006HzakAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
754,a0i6g000006I2gwAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
755,a0i6g000006I3WkAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
756,a0i6g000006IAi9AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
757,a0i6g000006IFhoAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
758,a0i6g000006IFz2AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
759,a0i6g000006IIWJAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
760,a0i6g000006IKZcAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
761,a0i6g000006IO20AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
762,a0i6g000006IO26AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
763,a0i6g000006IR8BAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
764,a0i6g000006IRxpAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
765,a0i6g000006IXQQAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
766,a0i6g000006IZDwAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
767,a0i6g000006Id7AAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
768,a0i6g000006IelQAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
769,a0i6g000006IgcWAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
770,a0i6g000006IlnmAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
771,a0i6g000006Ip5DAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
772,a0i6g000006IqkRAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
773,a0i6g000006IrAtAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
774,a0i6g000006IrwnAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
775,a0i6g000006P7WpAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
776,a0i6g000006P7c6AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
777,a0i6g000006P7cYAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
778,a0i6g000006P7rtAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
779,a0i6g000006P8pbAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
780,a0i6g000006P8qcAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
781,a0i6g000006PA21AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
782,a0i6g000006PBttAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
783,a0i6g000006PBu1AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
784,a0i6g000006PBuaAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
785,a0i6g000006PC6aAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
786,a0i6g000006PC6jAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
787,a0i6g000006PC8IAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
788,a0i6g000006PCHxAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
789,a0i6g000006PCILAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
790,a0i6g000006PCSQAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
791,a0i6g000006PCTZAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
792,a0i6g000006PCTxAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
793,a0i6g000006PCURAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
794,a0i6g000006PCgdAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
795,a0i6g000006PChCAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
796,a0i6g000006PChlAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
797,a0i6g000006PChyAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
798,a0i6g000006PCuSAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
799,a0i6g000006PCuuAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
800,a0i6g000006PCvEAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
801,a0i6g000006PDM4AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
802,a0i6g000006PDM6AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
803,a0i6g000006PDMfAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
804,a0i6g000006PEz7AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
805,a0i6g000006PGJHAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
806,a0i6g000006PH5fAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
807,a0i6g000006PHmLAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
808,a0i6g000006PLzmAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
809,a0i6g000006PROFAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
810,a0i6g000006PVKHAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
811,a0i6g000006PXzaAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
812,a0i6g000006PetWAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
813,a0i6g000006Pg9cAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
814,a0i6g000006PiHKAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
815,a0i6g000006PpLxAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
816,a0i6g000006Pr5BAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
817,a0i6g000006PrExAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
818,a0i6g000006Pt4SAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
819,a0i6g000006PuscAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
820,a0i6g000006Q0CpAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
821,a0i6g000006Q2o4AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
822,a0i6g000006Q5v7AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
823,a0i6g000006Q6gyAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
824,a0i6g000006Q9kNAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
825,a0i6g000006QB1UAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
826,a0i6g000006QG2MAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
827,a0i6g000006QGXOAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
828,a0i6g000006QIKaAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
829,a0i6g000006QMabAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
830,a0i6g000006QNJSAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
831,a0i6g000006QPTsAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
832,a0i6g000006QSbBAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
833,a0i6g000006QTUzAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
834,a0i6g000006QVUKAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
835,a0i6g000006QagdAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
836,a0i6g000006Qlk9AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
837,a0i6g000006QnNaAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
838,a0i6g000006QrkJAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
839,a0i6g000006QsRgAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
840,a0i6g000006R9TTAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
841,a0i6g000006RSzQAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
842,a0i6g000006RYwKAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
843,a0i6g000006RlnMAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
844,a0i6g000006S3TfAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
845,a0i6g000006S4crAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
846,a0i6g000006SH2UAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
