_CustomObjectKey,ID_PROPOSTA,ID_PLANO
2411,19219249,PP60M
2412,19235474,PP60M
2413,19236009,PP60M
2414,19239231,PP60M
2415,19239567,PP60M
2416,19239696,PP60M
2417,19231605,PP60M
2418,19255305,PP60M
2419,19269537,PP60M
2420,19269541,PP60M
2421,19255527,PP60M
2422,19255640,PP60M
2423,19260117,PP60M
2424,19260306,PP60M
2425,19267381,PP60M
2426,19255244,PP60M
2427,19288749,PP60M
2428,19270214,PP60M
2429,19271620,PP60M
2430,19282209,PP60M
2431,19286410,PP60M
2432,19288296,PP60M
2433,19299414,PP60M
2434,19299415,PP60M
2435,19299467,PP60M
2436,19299741,PP60M
2437,19299745,PP60M
2438,19299749,PP60M
2439,19301532,PP60M
2440,19307104,PP60M
2441,19299098,PP60M
2442,19328457,PP60M
2443,19328513,PP60M
2444,19320240,PP60M
2445,19320357,PP60M
2446,19320476,PP60M
2447,19311929,PP60M
2448,19342243,PP60M
2449,19342289,PP60M
2450,19330780,PP60M
2451,19332887,PP60M
2452,19333537,PP60M
2453,19338632,PP60M
2454,19338845,PP60M
2455,19328879,PP60M
2456,19355387,PP60M
2457,19342605,PP60M
2458,19342636,PP60M
2459,19342918,PP60M
2460,19346623,PP60M
2461,19346743,PP60M
2462,19346939,PP60M
2463,19349971,PP60M
2464,19350009,PP60M
2465,19350224,PP60M
2466,19373638,PP60M
2467,19375629,PP60M
2468,19375690,PP60M
2469,19375695,PP60M
2470,19371168,PP60M
2471,19371550,PP60M
2472,19379800,PP60M
2473,19386601,PP60M
2474,19387727,PP60M
2475,19380167,PP60M
2476,19380321,PP60M
2477,19383991,PP60M
2478,19384179,PP60M
2479,19384327,PP60M
2480,19384345,PP60M
2481,19377264,PP60M
2482,19377279,PP60M
2483,19403249,PP60M
2484,19405653,PP60M
2485,19406054,PP60M
2486,19406088,PP60M
2487,19393401,PP60M
2488,19393948,PP60M
2489,19394415,PP60M
2490,19397248,PP60M
2491,19399322,PP60M
2492,19399567,PP60M
2493,19400059,PP60M
2494,19400063,PP60M
2495,19392713,PP60M
2496,19392790,PP60M
2497,19392792,PP60M
2498,19392813,PP60M
2499,19426680,PP60M
2500,19426790,PP60M
2501,19426892,PP60M
