_CustomObjectKey,id_titulo,Id_Serie,id_plano,Data_Pagamento_Resgate
21283212,161525,AG,"PU122 ",2018-12-11
21283213,608514,AC,"PU369 ",2018-12-24
21283214,355824,AA,"C48PM ",2023-08-12
21283215,17405,AA,"B60PM ",2023-08-20
21283216,156780,AB,"C48PM ",2023-08-08
21283217,704949,AA,"A60PM ",2023-08-08
21283218,19554,AB,"A60PM ",2023-08-11
21283219,26595,AC,"A60PM ",2023-08-11
21283220,480965,AA,"A48PM ",2023-08-11
21283221,516502,AA,"G48PM ",2023-08-11
21283222,58150,AA,"PMA48 ",2023-08-22
21283223,217372,AA,"C48PM ",2023-07-20
21283224,515686,AA,"A60PM ",2023-08-14
21283225,515730,AA,"A60PM ",2023-08-14
21283226,536224,AA,"B60PM ",2023-08-14
21283227,601,AB,"PUA12 ",2023-07-28
21283228,634887,AA,"A60PM ",2023-08-10
21283229,386600,AA,"PUA36 ",2023-08-24
21283230,386297,AA,"PUA36 ",2023-08-24
21283231,263603,AB,"A60PM ",2023-08-17
21283232,704953,AA,"A60PM ",2023-08-08
21283233,20555,AA,"PUA48 ",2023-08-26
21283234,392162,AA,"PUA36 ",2023-08-28
21283235,390810,AA,"PUA36 ",2023-08-27
21283236,388589,AA,"PUA36 ",2023-08-26
21283237,389930,AA,"PUA36 ",2023-08-27
21283238,392902,AA,"PUB36 ",2023-08-28
21283239,447087,AA,"A60PM ",2023-07-24
21283240,206563,AA,"C36PU ",2023-08-03
21283241,12651,AD,"A60PM ",2023-08-21
21283242,85014,AA,"PUA48 ",2023-07-29
21283243,562334,AA,"A60PM ",2023-08-11
21283244,323549,AB,"A60PM ",2023-08-01
21283245,9945,AA,"A48PU ",2022-03-11
21283246,130027,AA,"PUA24 ",2022-03-16
21283247,495120,AA,"PM488 ",2022-03-08
21283248,49667,AA,"A48PU ",2022-02-28
21283249,135578,AB,"A60PM ",2022-02-20
21283250,332162,AA,"B48PM ",2022-03-03
21283251,121879,AB,"A60PM ",2022-02-20
21283252,151316,AH,"PU36W ",2022-03-15
21283253,91510,AI,"PU36W ",2022-03-15
21283254,142934,AA,"36PU1 ",2022-03-28
21283255,55710,AA,"36PUB ",2022-03-26
21283256,268362,AA,"A60PM ",2022-02-19
21283257,67573,AA,"A60PM ",2022-02-10
21283258,409628,AA,"PM48G ",2022-03-07
21283259,71328,AA,"PU48F ",2022-03-06
21283260,407631,AA,"PM488 ",2022-03-05
21283261,40550,AA,"36PUA ",2022-03-06
21283262,185089,AG,"PU36W ",2022-03-07
21283263,387360,AA,"PM488 ",2022-02-10
21283264,59228,AA,"36PUA ",2022-03-27
21283265,57036,AA,"36PUA ",2022-03-26
21283266,122868,AA,"A48PM ",2021-12-27
21283267,99564,AH,"PU36W ",2021-12-08
21283268,99557,AH,"PU36W ",2021-12-08
21283269,814085,AB,"PU368 ",2018-12-22
21283270,112048,AH,"PU122 ",2018-12-22
21283271,166747,AG,"PU122 ",2018-12-22
21283272,49777,AI,"PU122 ",2018-12-22
21283273,111778,AH,"PU122 ",2018-12-22
21283274,10629,AA,"36PM2 ",2018-12-28
21283275,347370,AA,"PM604 ",2019-11-15
21283276,17256,AA,PUR42A,2018-12-24
21283277,2697049,AA,"PU12C ",2018-12-22
21283278,308131,AD,"PU368 ",2018-11-21
21283279,721684,AA,"PU36C ",2018-12-14
21283280,310850,AD,"PU368 ",2018-12-21
21283281,308683,AD,"PU369 ",2018-12-21
21283282,311782,AD,"PU368 ",2018-12-21
21283283,812832,AB,"PU368 ",2018-12-21
21283284,308197,AD,"PU369 ",2018-12-21
21283285,309844,AD,"PU367 ",2018-12-21
21283286,597933,AC,"PU368 ",2018-12-21
21283287,598919,AC,"PU368 ",2018-12-21
21283288,2703529,AA,"PU12C ",2018-12-21
21283289,2703568,AA,"PU12C ",2018-12-21
21283290,16019,AF,"PU123 ",2018-12-21
21283291,102918,AE,"PU123 ",2018-12-21
21283292,49427,AI,"PU122 ",2018-12-21
21283293,665415,AC,"PU369 ",2018-12-18
21283294,415108,AD,"PU369 ",2018-12-18
21283295,42684,AA,"PM365 ",2018-12-10
21283296,629745,AB,"PU36H ",2018-12-13
21283297,628165,AB,"PU36C ",2018-12-13
21283298,969605,AA,"PU36H ",2018-12-06
21283299,319115,AD,"PU368 ",2018-12-22
21283300,321627,AD,"PU368 ",2018-12-23
21283301,603985,AC,"PU367 ",2018-12-23
21283302,329798,AD,"PU369 ",2018-12-24
21283303,16225,AA,"PU12D ",2018-12-22
21283304,130696,ED,"PM48E ",2018-12-24
21283305,266754,AA,"PM602 ",2018-12-24
21283306,606962,AC,"PU368 ",2018-12-24
21283307,325229,AD,"PU368 ",2018-12-23
21283308,16742,AA,"PU12D ",2018-12-22
21283309,601228,AC,"PU368 ",2018-12-22
21283310,606478,AC,"PU368 ",2018-12-23
21283311,33077,AA,"PM607 ",2018-11-27
21283312,139384,AB,"A60PM ",2022-02-05
21283313,22021,AA,"36PUA ",2022-02-11
21283314,22023,AA,"36PUA ",2022-02-11
21283315,260447,AA,"A60PM ",2022-02-10
21283316,45309,AA,"48PMA ",2022-01-20
21283317,169057,AG,"PU36W ",2021-12-29
21283318,15565,AJ,"PU36W ",2021-12-29
21283319,115034,AH,"PU36W ",2021-12-29
21283320,14015,AA,PU001D,2021-12-29
21283321,298529,AA,"PM488 ",2022-02-18
21283322,57911,AA,"F48PM ",2022-03-16
21283323,140881,AA,"A48PM ",2022-03-17
21283324,31647,AA,"PP36F ",2022-03-26
21283325,218429,AA,"A48PM ",2022-02-22
21283326,223469,AA,"B48PM ",2022-03-03
21283327,375756,AA,"A60PM ",2022-02-20
21283328,46593,AA,"36PUA ",2022-03-15
21283329,46596,AA,"36PUA ",2022-03-15
21283330,47001,AA,"36PUA ",2022-03-15
21283331,46099,AA,"36PUA ",2022-03-15
21283332,46102,AA,"36PUA ",2022-03-15
21283333,38365,AJ,"PU36W ",2022-03-15
21283334,91849,AI,"PU36W ",2022-03-15
21283335,91351,AI,"PU36W ",2022-03-15
21283336,91347,AI,"PU36W ",2022-03-15
21283337,142746,AA,"36PU3 ",2022-03-28
21283338,61677,AA,"36PUB ",2022-03-28
21283339,59608,AA,"36PUB ",2022-03-28
21283340,55770,AA,"PMC60 ",2022-02-19
21283341,1117,AB,"A60PM ",2022-02-13
21283342,71239,AA,"PU48B ",2022-03-06
21283343,409787,AA,"PM488 ",2022-03-07
21283344,29372,AA,"PP36A ",2022-03-05
21283345,86619,AI,"PU36W ",2022-03-07
21283346,184784,AG,"PU36W ",2022-03-06
21283347,86103,AI,"PU36W ",2022-03-06
21283348,147287,AH,"PU36W ",2022-03-07
21283349,97221,AI,"PU36W ",2022-03-27
21283350,97200,AI,"PU36W ",2022-03-27
21283351,154106,AH,"PU36W ",2022-03-27
21283352,154900,AH,"PU36W ",2022-03-28
21283353,205360,AA,"A60PM ",2021-12-25
21283354,205363,AA,"A60PM ",2021-12-25
21283355,178225,AA,"C36PU ",2021-12-25
21283356,167143,AA,"A48PU ",2021-12-02
21283357,218008,AA,"PUC36 ",2021-11-12
21283358,170803,AG,"PU36W ",2022-01-05
21283359,95996,AA,"PUA24 ",2022-01-27
21283360,96274,AA,"PUA24 ",2022-01-27
21283361,95984,AA,"PUA24 ",2022-01-27
21283362,130268,AH,"PU36W ",2022-01-27
21283363,34983,AA,"PM60C ",2022-01-15
21283364,21401,AA,"36PUA ",2022-02-11
21283365,21741,AA,"36PUA ",2022-02-11
21283366,196927,AA,"A60PM ",2021-12-18
21283367,193702,AF,"PU36W ",2021-12-29
21283368,499396,AA,"PM488 ",2022-02-13
21283369,219702,AA,"A48PM ",2022-02-23
21283370,73158,AA,"PU48A ",2022-03-15
21283371,47263,AA,"36PUA ",2022-03-15
21283372,150742,AH,"PU36W ",2022-03-15
21283373,324683,AA,"PM48G ",2018-12-01
21283374,544203,AA,"PM604 ",2018-11-27
21283375,323506,AA,"PM483 ",2018-12-01
21283376,60019,AE,"PU369 ",2018-12-02
21283377,24929,AA,"PM368 ",2018-11-15
21283378,855532,AA,"PU36H ",2018-11-23
21283379,89623,AA,"PM363 ",2018-11-25
21283380,275754,AD,"PU368 ",2018-12-11
21283381,577142,AC,"PU368 ",2018-12-11
21283382,272496,AD,"PU368 ",2018-12-11
21283383,805685,AB,"PU368 ",2018-12-11
21283384,276043,AD,"PU368 ",2018-12-11
21283385,271410,AD,"PU369 ",2018-12-11
21283386,2686395,AA,"PU12C ",2018-12-11
21283387,2680853,AA,"PU12C ",2018-12-11
21283388,2681209,AA,"PU12C ",2018-12-11
21283389,2681551,AA,"PU12C ",2018-12-11
21283390,161975,AG,"PU122 ",2018-12-11
21283391,212,AL,"PU122 ",2018-12-11
21283392,101443,AH,"PU122 ",2018-12-11
21283393,172897,AB,"PU24W ",2018-12-24
21283394,173341,AB,"PU24W ",2018-12-24
21283395,173383,AB,"PU24W ",2018-12-24
21283396,173444,AB,"PU24W ",2018-12-24
21283397,2695586,AA,"PU12C ",2018-12-22
21283398,2696283,AA,"PU12C ",2018-12-22
21283399,2696359,AA,"PU12C ",2018-12-22
21283400,2696472,AA,"PU12C ",2018-12-22
21283401,2696542,AA,"PU12C ",2018-12-22
21283402,2696978,AA,"PU12C ",2018-12-22
21283403,2697682,AA,"PU12C ",2018-12-22
21283404,2697814,AA,"PU12C ",2018-12-22
21283405,2673438,AA,"PU12C ",2018-12-22
21283406,943333,AA,"PU36C ",2018-11-29
21283407,832490,AA,"PU36C ",2018-11-22
21283408,52319,AA,"PU48H ",2018-12-15
21283409,307346,AD,"PU369 ",2018-12-21
21283410,596381,AC,"PU367 ",2018-12-21
21283411,310194,AD,"PU369 ",2018-12-21
21283412,305881,AD,"PU367 ",2018-12-21
21283413,597602,AC,"PU368 ",2018-12-21
21283414,308226,AD,"PU369 ",2018-12-21
21283415,812268,AB,"PU369 ",2018-12-21
21283416,2831157,AA,"PU12C ",2019-04-04
21283417,91839,AI,"PU36W ",2022-03-15
21283418,75581,AA,"PU48A ",2022-03-28
21283419,58333,AA,"36PUB ",2022-03-27
21283420,142602,AA,"36PU3 ",2022-03-27
21283421,67125,AA,"36PUA ",2022-03-28
21283422,60854,AA,"36PUB ",2022-03-28
21283423,118742,AA,"C48PM ",2022-02-20
21283424,198405,AA,"A60PM ",2022-02-19
21283425,409824,AA,"PM486 ",2022-03-07
21283426,405416,AA,"PM485 ",2022-03-05
21283427,138513,AA,"36PU3 ",2022-03-06
21283428,40610,AA,"36PUA ",2022-03-07
21283429,245108,AA,"A60PM ",2022-10-23
21283430,189687,AA,"C48PM ",2022-02-19
21283431,165847,AA,"A60PM ",2022-02-21
21283432,167176,AA,"A60PM ",2022-02-22
21283433,24603,AA,"PUA12 ",2022-03-04
21283434,24619,AA,"PUA12 ",2022-03-04
21283435,146940,AH,"PU36W ",2022-03-07
21283436,184849,AG,"PU36W ",2022-03-06
21283437,59884,AA,"36PUA ",2022-03-28
21283438,60077,AA,"36PUA ",2022-03-28
21283439,61905,AA,"36PUA ",2022-03-28
21283440,61940,AA,"36PUA ",2022-03-28
21283441,59927,AA,"36PUA ",2022-03-28
21283442,60550,AA,"36PUA ",2022-03-28
21283443,61973,AA,"36PUA ",2022-03-28
21283444,61267,AA,"36PUA ",2022-03-28
21283445,60441,AA,"36PUA ",2022-03-28
21283446,61286,AA,"36PUA ",2022-03-28
21283447,205116,AA,"A60PM ",2021-12-25
21283448,172173,AA,"B60PM ",2021-12-27
21283449,135990,AA,"A60PM ",2021-12-24
21283450,273431,AA,"A48PM ",2021-11-25
21283451,371885,AA,"A60PM ",2021-11-12
21283452,166404,AA,"PUA24 ",2021-11-09
21283453,329874,AA,"PM488 ",2021-12-08
21283454,159969,AG,"PU36W ",2021-12-08
21283455,40160,AI,"PU36W ",2021-12-08
21283456,40159,AI,"PU36W ",2021-12-08
21283457,117444,AH,"PU36W ",2022-01-05
21283458,270205,AA,"A48PM ",2022-01-20
21283459,96348,AA,"PUA24 ",2022-01-27
21283460,129910,AH,"PU36W ",2022-01-27
21283461,129902,AH,"PU36W ",2022-01-27
21283462,46825,AJ,"PU122 ",2019-04-04
21283463,189263,AG,"PU122 ",2019-04-04
21283464,47307,AJ,"PU122 ",2019-04-05
21283465,196140,AD,"PU123 ",2019-04-07
21283466,108349,AA,"PU36W ",2019-04-08
21283467,158876,AH,"PU122 ",2019-04-06
21283468,48002,AJ,"PU122 ",2019-04-06
21283469,102919,AI,"PU122 ",2019-04-06
21283470,158520,AH,"PU122 ",2019-04-06
21283471,77869,AA,"PM363 ",2019-01-13
21283472,389972,AA,"PM48A ",2019-01-14
21283473,174738,AA,"PM604 ",2018-12-08
21283474,299469,AA,"PM60V ",2018-12-10
21283475,83218,AA,"PM488 ",2018-11-20
21283476,83451,AA,"PM367 ",2018-11-15
21283477,287252,AA,"PM601 ",2018-12-19
21283478,14331,AA,"PU12E ",2018-12-19
21283479,123568,ED,"PM48E ",2018-12-19
21283480,2697734,AA,"PU12C ",2018-12-19
21283481,2697776,AA,"PU12C ",2018-12-19
21283482,16603,AA,"PU36W ",2018-12-19
21283483,12943,AJ,"PU122 ",2018-12-19
21283484,47171,AI,"PU122 ",2018-12-19
21283485,40067,AA,"PM484 ",2019-02-12
21283486,58921,AA,"PU36W ",2019-02-12
21283487,389782,AA,"PM601 ",2019-03-15
21283488,110684,AE,"PU368 ",2019-03-15
21283489,112048,AE,"PU368 ",2019-03-15
21283490,2806237,AA,"PU12C ",2019-03-15
21283491,10567,AK,"PU122 ",2019-03-15
21283492,92568,AI,"PU122 ",2019-03-15
21283493,393641,AA,"PM601 ",2019-03-20
21283494,2765582,AA,"PU12C ",2019-03-20
21283495,41490,AJ,"PU122 ",2019-03-20
21283496,152391,AH,"PU122 ",2019-03-20
21283497,12378,AK,"PU122 ",2019-03-20
21283498,41168,AJ,"PU122 ",2019-03-20
21283499,93993,AI,"PU122 ",2019-03-20
21283500,94001,AI,"PU122 ",2019-03-20
21283501,152341,AH,"PU122 ",2019-03-20
21283502,395151,AA,"PM486 ",2019-03-20
21283503,307142,AA,"PM48D ",2019-03-05
21283504,2828532,AA,"PU12C ",2019-04-04
21283505,2834065,AA,"PU12C ",2019-04-04
21283506,2829487,AA,"PU12C ",2019-04-04
21283507,101800,AI,"PU122 ",2019-04-04
21283508,101808,AI,"PU122 ",2019-04-04
21283509,189172,AG,"PU122 ",2019-04-04
21283510,47313,AJ,"PU122 ",2019-04-05
21283511,113587,AC,"PU24W ",2019-04-06
21283512,107504,AA,"PU36W ",2019-04-07
21283513,102830,AI,"PU122 ",2019-04-06
21283514,47624,AJ,"PU122 ",2019-04-06
21283515,189603,AG,"PU122 ",2019-04-06
21283516,47878,AJ,"PU122 ",2019-04-06
21283517,62519,AA,"PM48H ",2019-02-01
21283518,158942,AA,"PM483 ",2019-02-01
21283519,486094,AB,"PU36C ",2019-01-20
21283520,398880,AB,"PU36C ",2019-01-10
21283521,700553,AB,"PU36H ",2019-02-05
21283522,121768,AE,"PU369 ",2018-11-22
21283523,305579,AA,"A60PM ",2022-01-23
21283524,135352,AA,"36PU5 ",2022-02-11
21283525,52550,AB,"A60PM ",2021-11-28
21283526,114458,AH,"PU36W ",2021-12-29
21283527,114450,AH,"PU36W ",2021-12-29
21283528,27169,AA,"36PUB ",2022-02-18
21283529,101430,AA,"PUA24 ",2022-02-18
21283530,285316,AA,"A60PM ",2022-03-03
21283531,25432,AA,"PUC12 ",2022-03-26
21283532,334039,AA,"A60PM ",2022-02-20
21283533,46289,AA,"36PUA ",2022-03-15
21283534,46323,AA,"36PUA ",2022-03-15
21283535,2027,AL,"PU36W ",2022-03-15
21283536,16409,AA,PU001D,2022-03-15
21283537,58301,AA,"36PUA ",2022-03-27
21283538,58310,AA,"36PUA ",2022-03-27
21283539,245781,AA,"A48PM ",2022-02-21
21283540,269364,AA,"A60PM ",2022-02-20
21283541,188654,AA,"A60PM ",2022-02-10
21283542,382292,AA,"PM488 ",2022-02-01
21283543,3562,AA,"36PMS ",2022-03-05
21283544,14247,AA,"PP93E ",2022-03-05
21283545,328017,AA,"PM483 ",2022-03-05
21283546,406720,AA,"PM483 ",2022-03-05
21283547,40888,AA,"36PUA ",2022-03-07
21283548,40915,AA,"36PUA ",2022-03-07
21283549,86727,AI,"PU36W ",2022-03-07
21283550,146379,AH,"PU36W ",2022-03-06
21283551,34220,AJ,"PU36W ",2022-03-06
21283552,147423,AH,"PU36W ",2022-03-07
21283553,35069,AJ,"PU36W ",2022-03-07
21283554,148283,AA,"D36PU ",2022-02-09
21283555,1528,AB,"PUA24 ",2022-03-04
21283556,1496,AB,"PUA24 ",2022-03-04
21283557,34170,AJ,"PU36W ",2022-03-06
21283558,97197,AI,"PU36W ",2022-03-27
21283559,43851,AJ,"PU36W ",2022-03-27
21283560,13967,AK,"PU36W ",2022-03-27
21283561,154124,AH,"PU36W ",2022-03-27
21283562,96729,AI,"PU36W ",2022-03-27
21283563,154905,AH,"PU36W ",2022-03-28
21283564,2697803,AA,"PU12C ",2018-12-19
21283565,2677077,AA,"PU12C ",2018-12-19
21283566,165518,AG,"PU122 ",2018-12-19
21283567,47080,AI,"PU122 ",2018-12-19
21283568,58247,AA,"PU36W ",2019-02-12
21283569,50091,AC,"PU24W ",2019-02-12
21283570,45404,AA,"PM484 ",2019-03-15
21283571,376302,AD,"PU368 ",2019-03-15
21283572,110704,AE,"PU368 ",2019-03-15
21283573,110705,AE,"PU367 ",2019-03-15
21283574,622016,AC,"PU367 ",2019-03-15
21283575,110374,AE,"PU369 ",2019-03-15
21283576,88077,AC,"PU24W ",2019-03-15
21283577,59156,AF,"PU123 ",2019-03-15
21283578,59166,AF,"PU123 ",2019-03-15
21283579,92070,AI,"PU122 ",2019-03-15
21283580,38664,AJ,"PU122 ",2019-03-15
21283581,2087,AL,"PU122 ",2019-03-15
21283582,38977,AJ,"PU122 ",2019-03-15
21283583,50633,AA,"PU588 ",2019-02-19
21283584,70310,AA,"PM363 ",2019-03-05
21283585,518273,AA,"PM483 ",2019-03-14
21283586,393731,AA,"PM601 ",2019-03-20
21283587,2812269,AA,"PU12C ",2019-03-20
21283588,2812582,AA,"PU12C ",2019-03-20
21283589,41501,AJ,"PU122 ",2019-03-20
21283590,94169,AI,"PU122 ",2019-03-20
21283591,152214,AH,"PU122 ",2019-03-20
21283592,279129,AA,"PM604 ",2019-03-26
21283593,62623,EE,"PM48E ",2019-03-24
21283594,315406,AA,"PM48A ",2019-03-14
21283595,409006,AA,"PM601 ",2019-04-04
21283596,2826388,AA,"PU12C ",2019-04-04
21283597,2835120,AA,"PU12C ",2019-04-04
21283598,652,AM,"PU122 ",2019-04-04
21283599,157793,AH,"PU122 ",2019-04-04
21283600,157656,AH,"PU122 ",2019-04-04
21283601,189426,AG,"PU122 ",2019-04-05
21283602,189346,AG,"PU122 ",2019-04-05
21283603,86566,AF,"PU123 ",2019-04-07
21283604,108395,AA,"PU36W ",2019-04-08
21283605,108434,AA,"PU36W ",2019-04-08
21283606,102851,AI,"PU122 ",2019-04-06
21283607,158653,AH,"PU122 ",2019-04-06
21283608,102941,AI,"PU122 ",2019-04-06
21283609,158524,AH,"PU122 ",2019-04-06
21283610,106695,AA,"PU36W ",2019-04-07
21283611,106658,AA,"PU36W ",2019-04-07
21283612,17835,AF,"PU368 ",2019-04-01
21283613,226448,AA,"PM483 ",2019-03-10
21283614,254282,AA,"PM488 ",2019-03-15
21283615,179288,AA,"PM483 ",2019-02-01
21283616,913821,AB,"PU368 ",2019-01-19
21283617,33719,AA,"PU48F ",2019-02-04
21283618,94373,AB,"PU36H ",2019-02-06
21283619,377061,AA,"PM488 ",2019-02-03
21283620,226784,AA,"PM483 ",2018-12-10
21283621,64828,AB,"PU36C ",2018-11-14
21283622,196473,AA,"PM48O ",2018-11-26
21283623,632190,AB,"PU36C ",2018-12-13
21283624,14574,AA,"PU12D ",2018-12-19
21283625,2689425,AA,"PU12C ",2018-12-19
21283626,2698057,AA,"PU12C ",2018-12-19
21283627,16788,AA,"PU36W ",2018-12-19
21283628,16823,AA,"PU36W ",2018-12-19
21283629,108819,AH,"PU122 ",2018-12-19
21283630,192436,AF,"PU122 ",2018-12-19
21283631,47301,AI,"PU122 ",2018-12-19
21283632,108460,AH,"PU122 ",2018-12-19
21283633,12912,AJ,"PU122 ",2018-12-19
21283634,359041,AD,"PU36K ",2019-02-12
21283635,68985,AE,"PU367 ",2019-02-12
21283636,111547,AE,"PU367 ",2019-03-15
21283637,2800409,AA,"PU12C ",2019-03-15
21283638,2800770,AA,"PU12C ",2019-03-15
21283639,2800821,AA,"PU12C ",2019-03-15
21283640,2801383,AA,"PU12C ",2019-03-15
21283641,38773,AJ,"PU122 ",2019-03-15
21283642,38775,AJ,"PU122 ",2019-03-15
21283643,151452,AH,"PU122 ",2019-03-15
21283644,151455,AH,"PU122 ",2019-03-15
21283645,38878,AJ,"PU122 ",2019-03-15
21283646,299,AM,"PU122 ",2019-03-15
21283647,38880,AJ,"PU122 ",2019-03-15
21283648,154527,AH,"PU36W ",2022-03-28
21283649,44175,AJ,"PU36W ",2022-03-28
21283650,211113,AA,"A60PM ",2021-12-27
21283651,200202,AA,"A60PM ",2021-11-20
21283652,70100,AA,"A36PM ",2021-11-28
21283653,335359,AA,"C48PM ",2021-11-08
21283654,131753,AA,"B48PM ",2022-08-05
21283655,97767,AA,"A60PM ",2022-01-20
21283656,130096,AH,"PU36W ",2022-01-27
21283657,66917,AI,"PU36W ",2022-01-27
21283658,177289,AG,"PU36W ",2022-01-27
21283659,201056,AA,"A48PM ",2022-02-03
21283660,59381,AA,"A36PU ",2022-01-12
21283661,329107,AA,"E48PM ",2022-01-28
21283662,116331,AB,"A60PM ",2022-02-06
21283663,62228,AA,"A60PM ",2022-02-05
21283664,79105,AA,"A36PM ",2022-02-03
21283665,177592,AA,"A48PM ",2021-12-05
21283666,105247,AA,"PUA24 ",2022-03-06
21283667,86691,AI,"PU36W ",2022-03-07
21283668,296515,AA,"A48PM ",2022-01-25
21283669,61402,AA,"48PMI ",2023-04-12
21283670,58857,AA,"36PUA ",2022-03-27
21283671,58403,AA,"36PUA ",2022-03-27
21283672,58099,AA,"36PUA ",2022-03-27
21283673,57781,AA,"36PUA ",2022-03-27
21283674,56717,AA,"36PUA ",2022-03-26
21283675,56376,AA,"36PUA ",2022-03-26
21283676,3590,AA,"PUA36 ",2021-12-03
21283677,12869,AA,"PMH36 ",2021-12-26
21283678,282787,AA,"PM72P ",2022-01-05
21283679,7486,AA,"PM607 ",2022-01-05
21283680,456838,AA,"PM483 ",2021-11-08
21283681,543658,AA,"PM48H ",2021-11-28
21283682,90509,AE,"PU48W ",2021-12-08
21283683,99282,AH,"PU36W ",2021-12-08
21283684,100109,AH,"PU36W ",2021-12-08
21283685,160612,AG,"PU36W ",2021-12-08
21283686,54389,AI,"PU36W ",2022-01-05
21283687,38926,AA,"B36PM ",2022-01-12
21283688,229976,AA,"A60PM ",2022-01-10
21283689,23342,AJ,"PU36W ",2022-01-27
21283690,66887,AI,"PU36W ",2022-01-27
21283691,87096,AA,"PMC60 ",2022-01-11
21283692,51597,AA,"PUE36 ",2022-01-13
21283693,50768,AA,"PUF36 ",2022-01-11
21283694,225752,AA,"A48PM ",2022-02-05
21283695,102723,AA,"A48PU ",2022-02-05
21283696,1136,AB,"E48PM ",2022-02-05
21283697,21886,AA,"36PUB ",2022-02-11
21283698,21233,AA,"36PUA ",2022-02-11
21283699,21950,AA,"36PUA ",2022-02-11
21283700,21964,AA,"36PUA ",2022-02-11
21283701,34320,AA,"PME60 ",2022-01-21
21283702,96082,AA,"PUA36 ",2022-01-26
21283703,180705,AA,"A48PM ",2022-02-10
21283704,373978,AA,"A48PM ",2022-02-10
21283705,51157,AB,"A60PM ",2022-01-28
21283706,67267,AA,"A48PM ",2021-12-15
21283707,114360,AH,"PU36W ",2021-12-29
21283708,52187,AI,"PU36W ",2021-12-29
21283709,169106,AG,"PU36W ",2021-12-29
21283710,193679,AF,"PU36W ",2021-12-29
21283711,498916,AA,"A48PM ",2023-08-01
21283712,711996,AA,"E60PM ",2023-08-10
21283713,2702182,AA,"PU12C ",2018-12-21
21283714,2705368,AA,"PU12C ",2018-12-21
21283715,49367,AI,"PU122 ",2018-12-21
21283716,166618,AG,"PU122 ",2018-12-21
21283717,49196,AI,"PU122 ",2018-12-21
21283718,158206,AA,"PM488 ",2018-11-27
21283719,601279,AC,"PU368 ",2018-12-22
21283720,813682,AB,"PU368 ",2018-12-22
21283721,16615,AA,"PU12D ",2018-12-22
21283722,317680,AD,"PU368 ",2018-12-22
21283723,298006,AA,"PM604 ",2018-11-10
21283724,719494,AA,"PU36H ",2018-11-14
21283725,749441,AB,"PU36C ",2018-11-17
21283726,578446,AC,"PU367 ",2018-12-11
21283727,12197,AA,"PU12D ",2018-12-11
21283728,805449,AB,"PU368 ",2018-12-11
21283729,12189,AA,"PU12D ",2018-12-11
21283730,271966,AD,"PU368 ",2018-12-11
21283731,805367,AB,"PU367 ",2018-12-11
21283732,2686258,AA,"PU12C ",2018-12-11
21283733,2668039,AA,"PU12C ",2018-12-11
21283734,2668448,AA,"PU12C ",2018-12-11
21283735,2689893,AA,"PU12C ",2018-12-11
21283736,10693,AA,"PU36W ",2018-12-11
21283737,161973,AG,"PU122 ",2018-12-11
21283738,41588,AI,"PU122 ",2018-12-11
21283739,102215,AH,"PU122 ",2018-12-11
21283740,42304,AI,"PU122 ",2018-12-11
21283741,41693,AI,"PU122 ",2018-12-11
21283742,41695,AI,"PU122 ",2018-12-11
21283743,321798,AD,"PU369 ",2018-12-23
21283744,70673,AA,"A60PM ",2023-08-15
21283745,194671,AA,"A60PM ",2023-08-16
21283746,164163,AA,"A48PM ",2023-08-16
21283747,538125,AA,"A60PM ",2023-08-15
21283748,177218,AB,"A60PM ",2023-08-10
21283749,220592,AA,"A48PM ",2023-07-25
21283750,8830,AC,"A48PM ",2023-08-04
21283751,80848,AB,"A48PM ",2023-07-28
21283752,100439,AC,"D60PM ",2023-07-28
21283753,57949,AA,"PMG48 ",2023-08-22
21283754,294549,AB,"A60PM ",2023-08-08
21283755,515186,AA,"A60PM ",2023-08-14
21283756,77227,AB,"A48PM ",2023-08-14
21283757,332562,AA,"A60PM ",2023-07-19
21283758,302978,AA,"A60PM ",2023-07-20
21283759,351786,AB,"A60PM ",2023-08-04
21283760,634602,AA,"A60PM ",2023-08-10
21283761,387137,AA,"PUA36 ",2023-08-24
21283762,385940,AA,"PUA36 ",2023-08-24
21283763,386060,AA,"PUA36 ",2023-08-24
21283764,63434,AC,"A60PM ",2023-08-21
21283765,380759,AB,"A60PM ",2023-08-03
21283766,621560,AA,"A60PM ",2023-08-20
21283767,392359,AA,"PUB36 ",2023-08-28
21283768,392911,AA,"PUA36 ",2023-08-28
21283769,391898,AA,"PUA36 ",2023-08-28
21283770,392194,AA,"PUB36 ",2023-08-28
21283771,392526,AA,"PUA36 ",2023-08-28
21283772,389780,AA,"PUA36 ",2023-08-27
21283773,389898,AA,"PUB36 ",2023-08-27
21283774,53441,AA,"PPB36 ",2023-08-28
21283775,392910,AA,"PUA36 ",2023-08-28
21283776,412397,AA,"A48PM ",2023-07-25
21283777,54402,AB,"A60PM ",2023-08-01
21283778,537946,AA,"A48PM ",2023-08-05
21283779,538418,AA,"A48PM ",2023-08-05
21283780,79171,AA,"A36PU ",2023-07-30
21283781,74755,AC,"A60PM ",2023-08-23
21283782,527163,AA,"D48PM ",2023-08-26
21283783,24661,AA,"B36PM ",2023-09-01
21283784,25937,AA,"PP36A ",2022-02-18
21283785,187456,AA,"A48PM ",2022-03-16
21283786,161299,AA,"A60PM ",2022-03-16
21283787,484890,AA,"PM488 ",2022-03-20
21283788,463446,AA,"A60PM ",2022-03-18
