_CustomObjectKey,ID,HC_SITUACAO__C
1001,a0o6g000004p5NCAAY,Ativo
1002,a0o6g000004p441AAA,Finalizado - Fim de plano
1003,a0o6g000004rCZRAA2,Finalizado - Fim de plano
1004,a0o6g000004rHKSAA2,Finalizado - Fim de plano
1005,a0o6g000004p5n5AAA,Ativo
1006,a0o6g000005VVZKAA4,Finalizado - Fim de plano
1007,a0o6g000005VvEWAA0,Finalizado - Cancelado
1008,a0o6g000005VvorAAC,Finalizado - Fim de plano
1009,a0o6g000005VVrqAAG,Ativo
1010,a0o6g000005Vw1EAAS,Ativo
1011,a0o6g000005VfDUAA0,Finalizado - Fim de plano
1012,a0o6g000005VFgeAAG,Ativo
1013,a0o6g000005VW49AAG,Finalizado - Fim de plano
1014,a0o6g000005VXUpAAO,Finalizado - Cancelado
1015,a0o6g000005VxupAAC,Ativo
1016,a0o6g000005VW2IAAW,Ativo
1017,a0o6g000005UKgvAAG,Finalizado - Fim de plano
1018,a0o6g000005VFdRAAW,Ativo
1019,a0o6g000005VgFdAAK,Ativo
1020,a0o6g000005VgHHAA0,Ativo
1021,a0o6g000005UkJbAAK,Ativo
1022,a0o6g000005Vt02AAC,Finalizado - Fim de plano
1023,a0o6g000005VLQnAAO,Finalizado - Fim de plano
1024,a0o6g000005VlrUAAS,Finalizado - Fim de plano
1025,a0o6g000005Vj8bAAC,Finalizado - Fim de plano
1026,a0o6g000005VjAHAA0,Finalizado - Fim de plano
1027,a0o6g000005VJFoAAO,Finalizado - Fim de plano
1028,a0o6g000005VjfRAAS,Finalizado - Fim de plano
1029,a0o6g000005VU36AAG,Ativo
1030,a0o6g000005VLI4AAO,Finalizado - Fim de plano
1031,a0o6g000005VLiBAAW,Finalizado - Fim de plano
1032,a0o6g000005VofqAAC,Ativo
1033,a0o6g000005VOjgAAG,Finalizado - Fim de plano
1034,a0o6g000005VOd7AAG,Ativo
1035,a0o6g000005VOuUAAW,Ativo
1036,a0o6g000005Vp1AAAS,Finalizado - Fim de plano
1037,a0o6g000004pNkAAAU,Ativo
1038,a0o6g000004pJlCAAU,Finalizado - Fim de plano
1039,a0o6g000004pjmHAAQ,Finalizado - Fim de plano
1040,a0o6g000004pNLGAA2,Finalizado - Fim de plano
1041,a0o6g000004pVADAA2,Ativo
1042,a0o6g000004pvagAAA,Finalizado - Fim de plano
1043,a0o6g000004pt1KAAQ,Finalizado - Fim de plano
1044,a0o6g000004pV33AAE,Finalizado - Fim de plano
1045,a0o6g000004psYsAAI,Ativo
1046,a0o6g000004pT7AAAU,Finalizado - Fim de plano
1047,a0o6g000004pt7LAAQ,Finalizado - Fim de plano
1048,a0o6g000004pdfhAAA,Finalizado - Fim de plano
1049,a0o6g000004pDFmAAM,Finalizado - Antecipado total
1050,a0o6g000004pDL3AAM,Finalizado - Antecipado total
1051,a0o6g000004py0lAAA,Finalizado - Fim de plano
1052,a0o6g000004pxL8AAI,Finalizado - Fim de plano
1053,a0o6g000004pXnSAAU,Ativo
1054,a0o6g000004pDFcAAM,Finalizado - Antecipado total
1055,a0o6g000004pxYsAAI,Finalizado - Fim de plano
1056,a0o6g000004pVGkAAM,Ativo
1057,a0o6g000004pDHmAAM,Finalizado - Antecipado total
1058,a0o6g000004pVHdAAM,Ativo
1059,a0o6g000004pvGcAAI,Finalizado - Fim de plano
1060,a0o6g000005TwmFAAS,Finalizado - Fim de plano
1061,a0o6g000005TwnHAAS,Finalizado - Fim de plano
1062,a0o6g000005UpfMAAS,Finalizado - Fim de plano
1063,a0o6g000004pbfaAAA,Finalizado - Fim de plano
1064,a0o6g000004pzc5AAA,Finalizado - Fim de plano
1065,a0o6g000004pADSAA2,Finalizado - Antecipado total
1066,a0o6g000005YptSAAS,Finalizado - Fim de plano
1067,a0o6g000004pAiSAAU,Finalizado - Antecipado total
1068,a0o6g000005TwnmAAC,Finalizado - Fim de plano
1069,a0o6g000005TwOUAA0,Finalizado - Fim de plano
1070,a0o6g000005TxLuAAK,Finalizado - Fim de plano
1071,a0o6g000005YQkbAAG,Ativo
1072,a0o6g000004paINAAY,Finalizado - Fim de plano
1073,a0o6g000004pNBcAAM,Finalizado - Fim de plano
1074,a0o6g000004pngKAAQ,Finalizado - Fim de plano
1075,a0o6g000004pbfbAAA,Ativo
1076,a0o6g000005Yr0CAAS,Finalizado - Cancelado
1077,a0o6g000005YqdzAAC,Ativo
1078,a0o6g000005U12HAAS,Finalizado - Fim de plano
1079,a0o6g000004pBFKAA2,Ativo
1080,a0o6g000005YTtmAAG,Finalizado - Fim de plano
1081,a0o6g000005YtxcAAC,Finalizado - Fim de plano
1082,a0o6g000005U1EPAA0,Finalizado - Fim de plano
1083,a0o6g000005UqbZAAS,Ativo
1084,a0o6g000005UqdCAAS,Finalizado - Fim de plano
1085,a0o6g000004qW9MAAU,Finalizado - Fim de plano
1086,a0o6g000004qWcqAAE,Finalizado - Fim de plano
1087,a0o6g000004qW9YAAU,Finalizado - Fim de plano
1088,a0o6g000005UqfoAAC,Finalizado - Fim de plano
1089,a0o6g000005UQGoAAO,Finalizado - Fim de plano
1090,a0o6g000005UC5gAAG,Finalizado - Fim de plano
1091,a0o6g000005UUVxAAO,Ativo
1092,a0o6g000005UuyFAAS,Ativo
1093,a0o6g000005UCKTAA4,Finalizado - Fim de plano
1094,a0o6g000005ZF5mAAG,Ativo
1095,a0o6g000005UehtAAC,Finalizado - Fim de plano
1096,a0o6g000004qWdSAAU,Finalizado - Fim de plano
1097,a0o6g000005Ua7wAAC,Finalizado - Fim de plano
1098,a0o6g000005UcKWAA0,Finalizado - Fim de plano
1099,a0o6g000005UCnpAAG,Finalizado - Fim de plano
1100,a0o6g000005UC6QAAW,Finalizado - Fim de plano
1101,a0o6g000005UCkBAAW,Finalizado - Fim de plano
1102,a0o6g000005Usz3AAC,Ativo
1103,a0o6g000005We8TAAS,Finalizado - Fim de plano
1104,a0o6g000005WWBtAAO,Finalizado - Fim de plano
1105,a0o6g000004rkhWAAQ,Finalizado - Fim de plano
1106,a0o6g000004s6QYAAY,Finalizado - Fim de plano
1107,a0o6g000004rKHVAA2,Finalizado - Fim de plano
1108,a0o6g000004pvgLAAQ,Finalizado - Fim de plano
1109,a0o6g000004pdLaAAI,Finalizado - Fim de plano
1110,a0o6g000004pDmcAAE,Finalizado - Fim de plano
1111,a0o6g000004pdq3AAA,Finalizado - Fim de plano
1112,a0o6g000004pdMBAAY,Finalizado - Fim de plano
1113,a0o6g000004pDFKAA2,Finalizado - Antecipado total
1114,a0o6g000004pDr9AAE,Finalizado - Fim de plano
1115,a0o6g000004pdyPAAQ,Ativo
1116,a0o6g000004pDmiAAE,Ativo
1117,a0o6g000004pdYrAAI,Ativo
1118,a0o6g000004pXtAAAU,Finalizado - Fim de plano
1119,a0o6g000004pEAuAAM,Ativo
1120,a0o6g000004pE3gAAE,Ativo
1121,a0o6g000004pe6iAAA,Ativo
1122,a0o6g000004pEaTAAU,Finalizado - Antecipado total
1123,a0o6g000004pE69AAE,Finalizado - Fim de plano
1124,a0o6g000004pY2JAAU,Ativo
1125,a0o6g000004p4l0AAA,Ativo
1126,a0o6g000004pecSAAQ,Finalizado - Fim de plano
1127,a0o6g000004p4j0AAA,Ativo
1128,a0o6g000004pECrAAM,Finalizado - Fim de plano
1129,a0o6g000004pjMAAAY,Ativo
1130,a0o6g000004peFaAAI,Finalizado - Fim de plano
1131,a0o6g000005Zf87AAC,Finalizado - Fim de plano
1132,a0o6g000004q3rVAAQ,Finalizado - Fim de plano
1133,a0o6g000005ZId7AAG,Ativo
1134,a0o6g000005ZfMWAA0,Finalizado - Fim de plano
1135,a0o6g000004q3WXAAY,Ativo
1136,a0o6g000004q3M7AAI,Ativo
1137,a0o6g000005ZFrRAAW,Finalizado - Fim de plano
1138,a0o6g000005ZiFuAAK,Ativo
1139,a0o6g000004qzwZAAQ,Ativo
1140,a0o6g000005ZIjDAAW,Finalizado - Fim de plano
1141,a0o6g000004qZyEAAU,Finalizado - Fim de plano
1142,a0o6g000005ZII0AAO,Ativo
1143,a0o6g000004q6c1AAA,Ativo
1144,a0o6g000004q6c8AAA,Finalizado - Fim de plano
1145,a0o6g000004qZVVAA2,Finalizado - Fim de plano
1146,a0o6g000004qzYcAAI,Finalizado - Fim de plano
1147,a0o6g000004q6h7AAA,Finalizado - Fim de plano
1148,a0o6g000005ZIeIAAW,Ativo
1149,a0o6g000005UsXvAAK,Finalizado - Fim de plano
1150,a0o6g000004rnmUAAQ,Finalizado - Fim de plano
1151,a0o6g000004rNpjAAE,Finalizado - Fim de plano
1152,a0o6g000004qw2IAAQ,Finalizado - Fim de plano
1153,a0o6g000004rtt3AAA,Finalizado - Fim de plano
1154,a0o6g000004rNO0AAM,Finalizado - Fim de plano
1155,a0o6g000004rNrSAAU,Finalizado - Fim de plano
1156,a0o6g000004rNT5AAM,Finalizado - Fim de plano
1157,a0o6g000004qw51AAA,Finalizado - Fim de plano
1158,a0o6g000004rt9cAAA,Finalizado - Fim de plano
1159,a0o6g000004rTBZAA2,Finalizado - Fim de plano
1160,a0o6g000004rNQuAAM,Finalizado - Fim de plano
1161,a0o6g000004rnQYAAY,Finalizado - Fim de plano
1162,a0o6g000004rTiRAAU,Finalizado - Fim de plano
1163,a0o6g000004rTurAAE,Finalizado - Fim de plano
1164,a0o6g000004rTc4AAE,Finalizado - Fim de plano
1165,a0o6g000005WWdGAAW,Finalizado - Fim de plano
1166,a0o6g000004rnMwAAI,Finalizado - Fim de plano
1167,a0o6g000004rNN9AAM,Finalizado - Fim de plano
1168,a0o6g000005WeP4AAK,Ativo
1169,a0o6g000005WePpAAK,Ativo
1170,a0o6g000005WencAAC,Ativo
1171,a0o6g000004rTpdAAE,Finalizado - Fim de plano
1172,a0o6g000004rTPjAAM,Finalizado - Fim de plano
1173,a0o6g000004rto4AAA,Finalizado - Fim de plano
1174,a0o6g000005WEPQAA4,Finalizado - Fim de plano
1175,a0o6g000005WWCtAAO,Finalizado - Fim de plano
1176,a0o6g000004rTqTAAU,Finalizado - Fim de plano
1177,a0o6g000004rTquAAE,Finalizado - Fim de plano
1178,a0o6g000004rNO8AAM,Finalizado - Fim de plano
1179,a0o6g000004rtqpAAA,Finalizado - Fim de plano
1180,a0o6g000004rTpsAAE,Finalizado - Fim de plano
1181,a0o6g000004rtqLAAQ,Finalizado - Fim de plano
1182,a0o6g000004rts4AAA,Finalizado - Fim de plano
1183,a0o6g000004qw4dAAA,Finalizado - Fim de plano
1184,a0o6g000005W3UZAA0,Finalizado - Fim de plano
1185,a0o6g000005W3xDAAS,Finalizado - Fim de plano
1186,a0o6g000005ZNkxAAG,Finalizado - Fim de plano
1187,a0o6g000005ZobTAAS,Finalizado - Fim de plano
1188,a0o6g000005ZoIJAA0,Finalizado - Fim de plano
1189,a0o6g000005W5MBAA0,Finalizado - Fim de plano
1190,a0o6g000005WsT7AAK,Ativo
1191,a0o6g000005VAYsAAO,Finalizado - Fim de plano
1192,a0o6g000005Vb2CAAS,Finalizado - Fim de plano
1193,a0o6g000005WU7CAAW,Ativo
1194,a0o6g000005W9NVAA0,Finalizado - Fim de plano
1195,a0o6g000006aUD9AAM,Ativo
1196,a0o6g000005WUDHAA4,Finalizado - Fim de plano
1197,a0o6g000005W4cyAAC,Finalizado - Fim de plano
1198,a0o6g000005WueMAAS,Finalizado - Fim de plano
1199,a0o6g000005W5l4AAC,Finalizado - Fim de plano
1200,a0o6g000005W5MaAAK,Finalizado - Fim de plano
1201,a0o6g000005W5nIAAS,Finalizado - Fim de plano
1202,a0o6g000005WUcGAAW,Ativo
1203,a0o6g000005W63nAAC,Finalizado - Fim de plano
1204,a0o6g000005W5jZAAS,Finalizado - Fim de plano
1205,a0o6g000005W5sgAAC,Ativo
1206,a0o6g000004pjGHAAY,Ativo
1207,a0o6g000004pXIfAAM,Finalizado - Fim de plano
1208,a0o6g000004pxhyAAA,Finalizado - Fim de plano
1209,a0o6g000004pxIlAAI,Finalizado - Fim de plano
1210,a0o6g000004pXL2AAM,Finalizado - Fim de plano
1211,a0o6g000004pXKyAAM,Finalizado - Fim de plano
1212,a0o6g000004pXNXAA2,Finalizado - Fim de plano
1213,a0o6g000004pXnxAAE,Finalizado - Fim de plano
1214,a0o6g000004pXldAAE,Ativo
1215,a0o6g000004pjhNAAQ,Ativo
1216,a0o6g000004pjhKAAQ,Ativo
1217,a0o6g000004pV2NAAU,Ativo
1218,a0o6g000004pV9xAAE,Finalizado - Fim de plano
1219,a0o6g000004pvaAAAQ,Finalizado - Fim de plano
1220,a0o6g000004pXieAAE,Finalizado - Fim de plano
1221,a0o6g000004pvESAAY,Finalizado - Fim de plano
1222,a0o6g000004pY0pAAE,Ativo
1223,a0o6g000004pdFcAAI,Finalizado - Fim de plano
1224,a0o6g000004pXrwAAE,Ativo
1225,a0o6g000004pDJwAAM,Finalizado - Antecipado total
1226,a0o6g000004pvhIAAQ,Finalizado - Fim de plano
1227,a0o6g000004pDMEAA2,Finalizado - Antecipado total
1228,a0o6g000004pdhOAAQ,Ativo
1229,a0o6g000005TwjOAAS,Finalizado - Fim de plano
1230,a0o6g000005acK7AAI,Ativo
1231,a0o6g000005aCKDAA2,Finalizado - Fim de plano
1232,a0o6g000005UPfpAAG,Finalizado - Fim de plano
1233,a0o6g000004paiRAAQ,Finalizado - Fim de plano
1234,a0o6g000005U1aiAAC,Finalizado - Fim de plano
1235,a0o6g000004pzBPAAY,Ativo
1236,a0o6g000004pzBuAAI,Ativo
1237,a0o6g000004pAGkAAM,Finalizado - Antecipado total
1238,a0o6g000005TwniAAC,Finalizado - Fim de plano
1239,a0o6g000005TwoVAAS,Finalizado - Fim de plano
1240,a0o6g000005TxKSAA0,Finalizado - Fim de plano
1241,a0o6g000004pnYCAAY,Finalizado - Fim de plano
1242,a0o6g000005YPskAAG,Finalizado - Fim de plano
1243,a0o6g000005YPSMAA4,Finalizado - Fim de plano
1244,a0o6g000004po0EAAQ,Finalizado - Fim de plano
1245,a0o6g000004paK5AAI,Finalizado - Fim de plano
1246,a0o6g000005YQBeAAO,Finalizado - Fim de plano
1247,a0o6g000005YtR3AAK,Finalizado - Fim de plano
1248,a0o6g000004pBFbAAM,Ativo
1249,a0o6g000005YtTiAAK,Ativo
1250,a0o6g000005U1ESAA0,Finalizado - Fim de plano
1251,a0o6g000005Zfn3AAC,Ativo
1252,a0o6g000005ZfpDAAS,Ativo
1253,a0o6g000005UPC9AAO,Finalizado - Fim de plano
1254,a0o6g000004qW2ZAAU,Finalizado - Fim de plano
1255,a0o6g000004qw9OAAQ,Finalizado - Fim de plano
1256,a0o6g000004qW9QAAU,Finalizado - Fim de plano
1257,a0o6g000005Uqc6AAC,Ativo
1258,a0o6g000004qwcjAAA,Finalizado - Fim de plano
1259,a0o6g000004qwCLAAY,Finalizado - Fim de plano
1260,a0o6g000004qwA4AAI,Finalizado - Fim de plano
1261,a0o6g000004qWA5AAM,Finalizado - Fim de plano
1262,a0o6g000004qWcNAAU,Finalizado - Fim de plano
1263,a0o6g000004qwdNAAQ,Finalizado - Fim de plano
1264,a0o6g000004qwcLAAQ,Finalizado - Fim de plano
1265,a0o6g000005UuR6AAK,Ativo
1266,a0o6g000005UUX3AAO,Ativo
1267,a0o6g000005UuX8AAK,Ativo
1268,a0o6g000005UC1UAAW,Finalizado - Fim de plano
1269,a0o6g000005Uc2WAAS,Finalizado - Fim de plano
1270,a0o6g000005UC2YAAW,Finalizado - Fim de plano
1271,a0o6g000005UCOXAA4,Finalizado - Fim de plano
1272,a0o6g000004q3WgAAI,Ativo
1273,a0o6g000004rTqQAAU,Finalizado - Fim de plano
1274,a0o6g000005UThBAAW,Finalizado - Fim de plano
1275,a0o6g000004rNpFAAU,Finalizado - Fim de plano
1276,a0o6g000004qw50AAA,Finalizado - Fim de plano
1277,a0o6g000004rNpqAAE,Finalizado - Fim de plano
1278,a0o6g000004rtSyAAI,Finalizado - Fim de plano
1279,a0o6g000004rtUIAAY,Finalizado - Fim de plano
1280,a0o6g000004rtuEAAQ,Finalizado - Fim de plano
1281,a0o6g000004rtC3AAI,Finalizado - Fim de plano
1282,a0o6g000004rTeSAAU,Finalizado - Fim de plano
1283,a0o6g000004rnqQAAQ,Finalizado - Fim de plano
1284,a0o6g000004rtoNAAQ,Finalizado - Fim de plano
1285,a0o6g000004rTivAAE,Finalizado - Fim de plano
1286,a0o6g000004rtyzAAA,Finalizado - Fim de plano
1287,a0o6g000004rTz2AAE,Finalizado - Fim de plano
1288,a0o6g000004rTyzAAE,Finalizado - Fim de plano
1289,a0o6g000004rt9KAAQ,Finalizado - Fim de plano
1290,a0o6g000004rtEXAAY,Finalizado - Fim de plano
1291,a0o6g000004q3fzAAA,Finalizado - Fim de plano
1292,a0o6g000005ZiEaAAK,Finalizado - Fim de plano
1293,a0o6g000005ZIdaAAG,Ativo
1294,a0o6g000005ZiBLAA0,Ativo
1295,a0o6g000005ZIEGAA4,Finalizado - Fim de plano
1296,a0o6g000004q6AIAAY,Finalizado - Fim de plano
1297,a0o6g000004q6emAAA,Finalizado - Fim de plano
1298,a0o6g000004qzVwAAI,Finalizado - Fim de plano
1299,a0o6g000004qZVZAA2,Finalizado - Fim de plano
1300,a0o6g000005VT7SAAW,Finalizado - Fim de plano
1301,a0o6g000005VTc9AAG,Finalizado - Fim de plano
1302,a0o6g000005VTExAAO,Ativo
1303,a0o6g000005YUmiAAG,Ativo
1304,a0o6g000005VVsXAAW,Ativo
1305,a0o6g000005YuMbAAK,Finalizado - Fim de plano
1306,a0o6g000005YUMeAAO,Ativo
1307,a0o6g000005VtiSAAS,Finalizado - Fim de plano
1308,a0o6g000004s4IUAAY,Finalizado - Fim de plano
1309,a0o6g000004s4lWAAQ,Finalizado - Fim de plano
1310,a0o6g000005WDVyAAO,Ativo
1311,a0o6g000004q2W5AAI,Finalizado - Fim de plano
1312,a0o6g000004q2yPAAQ,Finalizado - Fim de plano
1313,a0o6g000005WDRDAA4,Finalizado - Fim de plano
1314,a0o6g000004q2wLAAQ,Ativo
1315,a0o6g000004q2AWAAY,Finalizado - Fim de plano
1316,a0o6g000004q2bbAAA,Ativo
1317,a0o6g000005WdSEAA0,Ativo
1318,a0o6g000005WeggAAC,Finalizado - Fim de plano
1319,a0o6g000005WEGJAA4,Ativo
1320,a0o6g000005WeHMAA0,Ativo
1321,a0o6g000003uclsAAA,Ativo
1322,a0o6g000004p466AAA,Finalizado - Fim de plano
1323,a0o6g000004p5pBAAQ,Ativo
1324,a0o6g000004p5NfAAI,Ativo
1325,a0o6g000004p5nJAAQ,Ativo
1326,a0o6g000004p47DAAQ,Finalizado - Fim de plano
1327,a0o6g000004rCZhAAM,Finalizado - Fim de plano
1328,a0o6g000004rCZqAAM,Finalizado - Fim de plano
1329,a0o6g000004rhklAAA,Ativo
1330,a0o6g000004rCuMAAU,Finalizado - Fim de plano
1331,a0o6g000004p5OZAAY,Ativo
1332,a0o6g000004p5QaAAI,Ativo
1333,a0o6g000004rHLOAA2,Finalizado - Fim de plano
1334,a0o6g000005VVevAAG,Finalizado - Fim de plano
1335,a0o6g000005VVoNAAW,Ativo
1336,a0o6g000005VW4hAAG,Ativo
1337,a0o6g000005VW2mAAG,Ativo
1338,a0o6g000005VxuQAAS,Ativo
1339,a0o6g000005VxUVAA0,Finalizado - Fim de plano
1340,a0o6g000005VGHKAA4,Ativo
1341,a0o6g000005VW2tAAG,Ativo
1342,a0o6g000005VW4CAAW,Ativo
1343,a0o6g000005VgGcAAK,Ativo
1344,a0o6g000005UkJdAAK,Finalizado - Fim de plano
1345,a0o6g000005VsYdAAK,Finalizado - Fim de plano
1346,a0o6g000005VLRrAAO,Finalizado - Fim de plano
1347,a0o6g000005Vj7xAAC,Finalizado - Fim de plano
1348,a0o6g000005Vj84AAC,Finalizado - Fim de plano
1349,a0o6g000005VSLFAA4,Finalizado - Fim de plano
1350,a0o6g000005VTFDAA4,Finalizado - Fim de plano
1351,a0o6g000005VSHRAA4,Finalizado - Fim de plano
1352,a0o6g000005VsNqAAK,Finalizado - Fim de plano
1353,a0o6g000005VJaBAAW,Ativo
1354,a0o6g000005Vjd6AAC,Finalizado - Fim de plano
1355,a0o6g000005VtXFAA0,Ativo
1356,a0o6g000005VSsNAAW,Finalizado - Fim de plano
1357,a0o6g000005VsOxAAK,Ativo
1358,a0o6g000005VTXHAA4,Ativo
1359,a0o6g000005VvaUAAS,Finalizado - Fim de plano
1360,a0o6g000005VOdBAAW,Ativo
1361,a0o6g000005VlqnAAC,Ativo
1362,a0o6g000005VtDNAA0,Ativo
1363,a0o6g000005VlPDAA0,Ativo
1364,a0o6g000005VlOBAA0,Finalizado - Fim de plano
1365,a0o6g000005VlrqAAC,Ativo
1366,a0o6g000005VobLAAS,Finalizado - Fim de plano
1367,a0o6g000005WldaAAC,Finalizado - Fim de plano
1368,a0o6g000005XCagAAG,Finalizado - Fim de plano
1369,a0o6g000004pt1lAAA,Finalizado - Fim de plano
1370,a0o6g000004pjL0AAI,Finalizado - Fim de plano
1371,a0o6g000004pJMeAAM,Finalizado - Fim de plano
1372,a0o6g000004psylAAA,Finalizado - Fim de plano
1373,a0o6g000004pvBcAAI,Finalizado - Fim de plano
1374,a0o6g000004pt7nAAA,Finalizado - Fim de plano
1375,a0o6g000004pXIjAAM,Finalizado - Fim de plano
1376,a0o6g000004pVAIAA2,Finalizado - Fim de plano
1377,a0o6g000004pvEsAAI,Finalizado - Fim de plano
1378,a0o6g000004pVA3AAM,Finalizado - Fim de plano
1379,a0o6g000004pxzTAAQ,Finalizado - Fim de plano
1380,a0o6g000004pY01AAE,Ativo
1381,a0o6g000004pVEsAAM,Finalizado - Fim de plano
1382,a0o6g000003uAzVAAU,Ativo
1383,a0o6g000003ucE5AAI,Ativo
1384,a0o6g000005VCdSAAW,Ativo
1385,a0o6g000004qr4vAAA,Finalizado - Fim de plano
1386,a0o6g000004qR1PAAU,Finalizado - Fim de plano
1387,a0o6g000004qr2uAAA,Finalizado - Fim de plano
1388,a0o6g000005VnIRAA0,Finalizado - Fim de plano
1389,a0o6g000005VniNAAS,Finalizado - Fim de plano
1390,a0o6g00000H9ZdwAAF,Finalizado - Fim de plano
1391,a0o6g000005VVKLAA4,Finalizado - Fim de plano
1392,a0o6g000005VVLrAAO,Finalizado - Fim de plano
1393,a0o6g000005VVLpAAO,Finalizado - Fim de plano
1394,a0o6g000005VVPeAAO,Finalizado - Fim de plano
1395,a0o6g000005VVMxAAO,Ativo
1396,a0o6g000005VSYbAAO,Finalizado - Fim de plano
1397,a0o6g000005WJSTAA4,Ativo
1398,a0o6g000005VqClAAK,Finalizado - Fim de plano
1399,a0o6g000005WJPgAAO,Ativo
1400,a0o6g000005VQcJAAW,Finalizado - Fim de plano
1401,a0o6g000005VOlBAAW,Finalizado - Fim de plano
1402,a0o6g000005VfOcAAK,Finalizado - Fim de plano
1403,a0o6g000005WjXPAA0,Finalizado - Fim de plano
1404,a0o6g000005Wj94AAC,Finalizado - Fim de plano
1405,a0o6g000005Wj98AAC,Finalizado - Fim de plano
1406,a0o6g000005WJ9jAAG,Ativo
1407,a0o6g000005VQffAAG,Ativo
1408,a0o6g000005VqhOAAS,Finalizado - Fim de plano
1409,a0o6g000005VQJzAAO,Finalizado - Fim de plano
1410,a0o6g000005VQL2AAO,Finalizado - Fim de plano
1411,a0o6g000005VfN2AAK,Finalizado - Fim de plano
1412,a0o6g000005VSbAAAW,Finalizado - Fim de plano
1413,a0o6g000005WJXPAA4,Ativo
1414,a0o6g000005VSmKAAW,Finalizado - Fim de plano
1415,a0o6g000005ZxfCAAS,Finalizado - Fim de plano
1416,a0o6g000005UPZCAA4,Finalizado - Fim de plano
1417,a0o6g000004s5VvAAI,Finalizado - Fim de plano
1418,a0o6g000005UPZGAA4,Finalizado - Fim de plano
1419,a0o6g000004raxgAAA,Ativo
1420,a0o6g000005aSOjAAM,Finalizado - Fim de plano
1421,a0o6g000004s5FMAAY,Finalizado - Fim de plano
1422,a0o6g000004rKX0AAM,Finalizado - Fim de plano
1423,a0o6g000004raw8AAA,Finalizado - Fim de plano
1424,a0o6g000004s5YGAAY,Finalizado - Fim de plano
1425,a0o6g000004s5LMAAY,Finalizado - Fim de plano
1426,a0o6g000004s6QIAAY,Finalizado - Fim de plano
1427,a0o6g000004s6QKAAY,Finalizado - Fim de plano
1428,a0o6g000004rKdXAAU,Finalizado - Fim de plano
1429,a0o6g000004rKydAAE,Finalizado - Fim de plano
1430,a0o6g000004rKHxAAM,Ativo
1431,a0o6g000005UT83AAG,Ativo
1432,a0o6g000004pxrxAAA,Finalizado - Fim de plano
1433,a0o6g000004pvCFAAY,Ativo
1434,a0o6g000004pdYPAAY,Finalizado - Fim de plano
1435,a0o6g000004pxUaAAI,Finalizado - Fim de plano
1436,a0o6g000004pdmAAAQ,Ativo
1437,a0o6g000004pY0fAAE,Ativo
1438,a0o6g000004pDhKAAU,Finalizado - Antecipado total
1439,a0o6g000004pdHMAAY,Finalizado - Fim de plano
1440,a0o6g000004pDYpAAM,Finalizado - Antecipado total
1441,a0o6g000004pdmiAAA,Ativo
1442,a0o6g000004pE9sAAE,Ativo
1443,a0o6g000004pXuCAAU,Finalizado - Fim de plano
1444,a0o6g000004pxwrAAA,Ativo
1445,a0o6g000004pE3BAAU,Ativo
1446,a0o6g000004pEb2AAE,Finalizado - Antecipado total
1447,a0o6g000004pedPAAQ,Finalizado - Fim de plano
1448,a0o6g000004pECJAA2,Finalizado - Fim de plano
1449,a0o6g000004pJhmAAE,Finalizado - Fim de plano
1450,a0o6g000004pjJtAAI,Finalizado - Fim de plano
1451,a0o6g000004pegCAAQ,Finalizado - Fim de plano
1452,a0o6g000004pjL6AAI,Finalizado - Fim de plano
1453,a0o6g000004p4n0AAA,Ativo
1454,a0o6g000004pjJXAAY,Finalizado - Fim de plano
1455,a0o6g000004pJl5AAE,Finalizado - Fim de plano
1456,a0o6g000004pJmBAAU,Finalizado - Fim de plano
1457,a0o6g000004pnmKAAQ,Finalizado - Fim de plano
1458,a0o6g000004q3XHAAY,Finalizado - Fim de plano
1459,a0o6g000005UEIJAA4,Finalizado - Fim de plano
1460,a0o6g000005UEJOAA4,Finalizado - Fim de plano
1461,a0o6g000005UhBnAAK,Finalizado - Fim de plano
1462,a0o6g000004q3RtAAI,Finalizado - Fim de plano
1463,a0o6g000005Ua7QAAS,Finalizado - Fim de plano
1464,a0o6g000004q3vvAAA,Finalizado - Fim de plano
1465,a0o6g000004q3WHAAY,Finalizado - Fim de plano
1466,a0o6g000004q3wiAAA,Finalizado - Fim de plano
1467,a0o6g000005W5TJAA0,Finalizado - Fim de plano
1468,a0o6g000005W63AAAS,Finalizado - Fim de plano
1469,a0o6g000005W6geAAC,Ativo
1470,a0o6g000005W6fHAAS,Finalizado - Fim de plano
1471,a0o6g000005W8SdAAK,Finalizado - Fim de plano
1472,a0o6g000005VBflAAG,Finalizado - Fim de plano
1473,a0o6g000005UHkCAAW,Finalizado - Fim de plano
1474,a0o6g000005UHslAAG,Finalizado - Fim de plano
1475,a0o6g000005UHT9AAO,Finalizado - Fim de plano
1476,a0o6g000005UhugAAC,Ativo
1477,a0o6g000005VjlxAAC,Finalizado - Fim de plano
1478,a0o6g000005U0rWAAS,Finalizado - Fim de plano
1479,a0o6g000005UIgbAAG,Finalizado - Fim de plano
1480,a0o6g000005Vc1ZAAS,Ativo
1481,a0o6g000005VfN9AAK,Finalizado - Fim de plano
1482,a0o6g000005VdYPAA0,Ativo
1483,a0o6g000005VfvNAAS,Finalizado - Fim de plano
1484,a0o6g000005VjkSAAS,Finalizado - Fim de plano
1485,a0o6g000005VfZ7AAK,Ativo
1486,a0o6g000005ZSCHAA4,Ativo
