_CustomObjectKey,id,HC_Codigo_de_Retorno_de_Erro__c,Descricao_do_Retorno_de_Erro__c
690,a0V6g000007O87EEAS,AN,Conta Corrente/DV do Favorecido Inválido
691,a0V6g000007O87GEAS,AN,Conta Corrente/DV do Favorecido Inválido
692,a0V6g000007O87NEAS,AN,Conta Corrente/DV do Favorecido Inválido
693,a0V6g000007O87PEAS,AN,Conta Corrente/DV do Favorecido Inválido
694,a0V6g000007O87YEAS,AN,Conta Corrente/DV do Favorecido Inválido
695,a0V6g000007O88zEAC,AN,Conta Corrente/DV do Favorecido Inválido
696,a0V6g000007O891EAC,AN,Conta Corrente/DV do Favorecido Inválido
697,a0V6g000007O898EAC,AN,Conta Corrente/DV do Favorecido Inválido
698,a0V6g000007O89AEAS,AN,Conta Corrente/DV do Favorecido Inválido
699,a0V6g000007O89HEAS,AN,Conta Corrente/DV do Favorecido Inválido
700,a0V6g000007O89JEAS,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
701,a0V6g000007O89OEAS,AN,Conta Corrente/DV do Favorecido Inválido
702,a0V6g000007O89QEAS,AN,Conta Corrente/DV do Favorecido Inválido
703,a0V6g000007O9tbEAC,AN,Conta Corrente/DV do Favorecido Inválido
704,a0V6g000007O9tCEAS,AN,Conta Corrente/DV do Favorecido Inválido
705,a0V6g000007O9tdEAC,AN,Conta Corrente/DV do Favorecido Inválido
706,a0V6g000007O9tEEAS,AN,Conta Corrente/DV do Favorecido Inválido
707,a0V6g000007O9tiEAC,AN,Conta Corrente/DV do Favorecido Inválido
708,a0V6g000007O9tJEAS,AN,Conta Corrente/DV do Favorecido Inválido
709,a0V6g000007O9tkEAC,AC,Tipo de Serviço Inválido
710,a0V6g000007O9tLEAS,AN,Conta Corrente/DV do Favorecido Inválido
711,a0V6g000007O9trEAC,AN,Conta Corrente/DV do Favorecido Inválido
712,a0V6g000007O9tSEAS,AN,Conta Corrente/DV do Favorecido Inválido
713,a0V6g000007O9ttEAC,AN,Conta Corrente/DV do Favorecido Inválido
714,a0V6g000007O9tUEAS,AN,Conta Corrente/DV do Favorecido Inválido
715,a0V6g000007O9u0EAC,AN,Conta Corrente/DV do Favorecido Inválido
716,a0V6g000007OBB9EAO,AN,Conta Corrente/DV do Favorecido Inválido
717,a0V6g000007OBBfEAO,AN,Conta Corrente/DV do Favorecido Inválido
718,a0V6g000007OBBGEA4,AN,Conta Corrente/DV do Favorecido Inválido
719,a0V6g000007OBBhEAO,AN,Conta Corrente/DV do Favorecido Inválido
720,a0V6g000007OBBIEA4,AN,Conta Corrente/DV do Favorecido Inválido
721,a0V6g000007OBBPEA4,AN,Conta Corrente/DV do Favorecido Inválido
722,a0V6g000007OBBvEAO,AC,Tipo de Serviço Inválido
723,a0V6g000007OBBWEA4,AN,Conta Corrente/DV do Favorecido Inválido
724,a0V6g000007OBBYEA4,AN,Conta Corrente/DV do Favorecido Inválido
725,a0V6g000007OBC4EAO,AN,Conta Corrente/DV do Favorecido Inválido
726,a0V6g000007OBC6EAO,AN,Conta Corrente/DV do Favorecido Inválido
727,a0V6g000007OBCDEA4,AN,Conta Corrente/DV do Favorecido Inválido
728,a0V6g000007OBCFEA4,AN,Conta Corrente/DV do Favorecido Inválido
729,a0V6g000007OHuyEAG,AN,Conta Corrente/DV do Favorecido Inválido
730,a0V6g000007OHv5EAG,AN,Conta Corrente/DV do Favorecido Inválido
731,a0V6g000007OHv7EAG,AN,Conta Corrente/DV do Favorecido Inválido
732,a0V6g000007OHvdEAG,AN,Conta Corrente/DV do Favorecido Inválido
733,a0V6g000007OHvEEAW,AN,Conta Corrente/DV do Favorecido Inválido
734,a0V6g000007OHvfEAG,AN,Conta Corrente/DV do Favorecido Inválido
735,a0V6g000007OHvGEAW,AN,Conta Corrente/DV do Favorecido Inválido
736,a0V6g000007OHvkEAG,AN,Conta Corrente/DV do Favorecido Inválido
737,a0V6g000007OHvLEAW,AN,Conta Corrente/DV do Favorecido Inválido
738,a0V6g000007OHvmEAG,AG,Agência/Conta Corrente/DV Inválido
739,a0V6g000007OHvNEAW,AN,Conta Corrente/DV do Favorecido Inválido
740,a0V6g000007OHvtEAG,AN,Conta Corrente/DV do Favorecido Inválido
741,a0V6g000007OHvUEAW,AN,Conta Corrente/DV do Favorecido Inválido
742,a0V6g000007OHvvEAG,AN,Conta Corrente/DV do Favorecido Inválido
743,a0V6g000007OHvWEAW,AN,Conta Corrente/DV do Favorecido Inválido
744,a0V6g000007OHw2EAG,AN,Conta Corrente/DV do Favorecido Inválido
745,a0V6g000007OHw4EAG,AN,Conta Corrente/DV do Favorecido Inválido
746,a0V6g0000064W8fEAE,AN,Conta Corrente/DV do Favorecido Inválido
747,a0V6g0000064W8hEAE,AN,Conta Corrente/DV do Favorecido Inválido
748,a0V6g0000064W8jEAE,AN,Conta Corrente/DV do Favorecido Inválido
749,a0V6g0000064W8oEAE,AN,Conta Corrente/DV do Favorecido Inválido
750,a0V6g0000064W8qEAE,AN,Conta Corrente/DV do Favorecido Inválido
751,a0V6g0000064W8xEAE,AC,Tipo de Serviço Inválido
752,a0V6g0000064W8zEAE,AC,Tipo de Serviço Inválido
753,a0V6g0000064W94EAE,AC,Tipo de Serviço Inválido
754,a0V6g0000064W96EAE,AN,Conta Corrente/DV do Favorecido Inválido
755,a0V6g0000064W98EAE,AN,Conta Corrente/DV do Favorecido Inválido
756,a0V6g0000064W9DEAU,AN,Conta Corrente/DV do Favorecido Inválido
757,a0V6g0000064W9FEAU,AN,Conta Corrente/DV do Favorecido Inválido
758,a0V6g0000064WewEAE,AC,Tipo de Serviço Inválido
759,a0V6g0000064Wf3EAE,AN,Conta Corrente/DV do Favorecido Inválido
760,a0V6g0000064Wf5EAE,AG,Agência/Conta Corrente/DV Inválido
761,a0V6g0000064WfCEAU,AG,Agência/Conta Corrente/DV Inválido
762,a0V6g0000064WfEEAU,AC,Tipo de Serviço Inválido
763,a0V6g0000064WfJEAU,AT,Tipo/Número de Inscrição do Favorecido Inválido
764,a0V6g0000064WfLEAU,AT,Tipo/Número de Inscrição do Favorecido Inválido
765,a0V6g0000062TDDEA2,AN,Conta Corrente/DV do Favorecido Inválido
766,a0V6g0000062TDFEA2,AN,Conta Corrente/DV do Favorecido Inválido
767,a0V6g0000062TDKEA2,AN,Conta Corrente/DV do Favorecido Inválido
768,a0V6g0000062TDMEA2,AN,Conta Corrente/DV do Favorecido Inválido
769,a0V6g0000062TDTEA2,AC,Tipo de Serviço Inválido
770,a0V6g0000062tekEAA,AL,Código do Banco Favorecido ou Depositário Inválido
771,a0V6g0000062tePEAQ,AG,Agência/Conta Corrente/DV Inválido
772,a0V6g0000062tFlEAI,AN,Conta Corrente/DV do Favorecido Inválido
773,a0V6g0000062xhrEAA,AN,Conta Corrente/DV do Favorecido Inválido
774,a0V6g0000062xiMEAQ,AG,Agência/Conta Corrente/DV Inválido
775,a0V6g0000062xJeEAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
776,a0V6g0000062Xk5EAE,AN,Conta Corrente/DV do Favorecido Inválido
777,a0V6g0000064UyuEAE,AC,Tipo de Serviço Inválido
778,a0V6g0000064UyVEAU,AN,Conta Corrente/DV do Favorecido Inválido
779,a0V6g0000064UywEAE,AC,Tipo de Serviço Inválido
780,a0V6g0000064UyXEAU,AN,Conta Corrente/DV do Favorecido Inválido
781,a0V6g0000064Uz3EAE,AN,Conta Corrente/DV do Favorecido Inválido
782,a0V6g0000064Uz5EAE,AN,Conta Corrente/DV do Favorecido Inválido
783,a0V6g0000064UzbEAE,AN,Conta Corrente/DV do Favorecido Inválido
784,a0V6g0000064UzCEAU,AN,Conta Corrente/DV do Favorecido Inválido
785,a0V6g0000064UzdEAE,AN,Conta Corrente/DV do Favorecido Inválido
786,a0V6g0000064UzEEAU,AN,Conta Corrente/DV do Favorecido Inválido
787,a0V6g000006cmlbEAA,AG,Agência/Conta Corrente/DV Inválido
788,a0V6g000006cmldEAA,AG,Agência/Conta Corrente/DV Inválido
789,a0V6g000006cmlkEAA,AC,Tipo de Serviço Inválido
790,a0V6g000006cmlmEAA,AN,Conta Corrente/DV do Favorecido Inválido
791,a0V6g000006cmlNEAQ,AN,Conta Corrente/DV do Favorecido Inválido
792,a0V6g000006cmlSEAQ,AG,Agência/Conta Corrente/DV Inválido
793,a0V6g000006cmltEAA,AN,Conta Corrente/DV do Favorecido Inválido
794,a0V6g000006cmlUEAQ,AG,Agência/Conta Corrente/DV Inválido
795,a0V6g000006cmlvEAA,AN,Conta Corrente/DV do Favorecido Inválido
796,a0V6g000006cmlWEAQ,AG,Agência/Conta Corrente/DV Inválido
797,a0V6g000006cmm0EAA,AC,Tipo de Serviço Inválido
798,a0V6g000006cmm2EAA,AC,Tipo de Serviço Inválido
799,a0V6g000006cmncEAA,AC,Tipo de Serviço Inválido
800,a0V6g000006cmneEAA,AC,Tipo de Serviço Inválido
801,a0V6g000006comeEAA,AN,Conta Corrente/DV do Favorecido Inválido
802,a0V6g000006comgEAA,AN,Conta Corrente/DV do Favorecido Inválido
803,a0V6g000006comlEAA,AN,Conta Corrente/DV do Favorecido Inválido
804,a0V6g000006comnEAA,AN,Conta Corrente/DV do Favorecido Inválido
805,a0V6g000006comuEAA,AC,Tipo de Serviço Inválido
806,a0V6g000006comVEAQ,AG,Agência/Conta Corrente/DV Inválido
807,a0V6g000006comwEAA,AC,Tipo de Serviço Inválido
808,a0V6g000006comXEAQ,AN,Conta Corrente/DV do Favorecido Inválido
809,a0V6g000006con3EAA,AN,Conta Corrente/DV do Favorecido Inválido
810,a0V6g000006con5EAA,AN,Conta Corrente/DV do Favorecido Inválido
811,a0V6g000006conAEAQ,AN,Conta Corrente/DV do Favorecido Inválido
812,a0V6g000006conbEAA,AN,Conta Corrente/DV do Favorecido Inválido
813,a0V6g000006conCEAQ,AN,Conta Corrente/DV do Favorecido Inválido
814,a0V6g000006coniEAA,AN,Conta Corrente/DV do Favorecido Inválido
815,a0V6g000006conJEAQ,AN,Conta Corrente/DV do Favorecido Inválido
816,a0V6g000006conkEAA,AG,Agência/Conta Corrente/DV Inválido
817,a0V6g000006conLEAQ,AN,Conta Corrente/DV do Favorecido Inválido
818,a0V6g0000062mHeEAI,AN,Conta Corrente/DV do Favorecido Inválido
819,a0V6g0000062mHnEAI,AN,Conta Corrente/DV do Favorecido Inválido
820,a0V6g0000062mIDEAY,AG,Agência/Conta Corrente/DV Inválido
821,a0V6g0000062mIEEAY,AL,Código do Banco Favorecido ou Depositário Inválido
822,a0V6g0000062mirEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
823,a0V6g0000062misEAA,AL,Código do Banco Favorecido ou Depositário Inválido
824,a0V6g0000062mJQEAY,AN,Conta Corrente/DV do Favorecido Inválido
825,a0V6g0000062mlDEAQ,AG,Agência/Conta Corrente/DV Inválido
826,a0V6g0000062mlEEAQ,AG,Agência/Conta Corrente/DV Inválido
827,a0V6g0000062mlFEAQ,AG,Agência/Conta Corrente/DV Inválido
828,a0V6g0000062mM8EAI,AN,Conta Corrente/DV do Favorecido Inválido
829,a0V6g0000062mmYEAQ,AN,Conta Corrente/DV do Favorecido Inválido
830,a0V6g0000062ouYEAQ,AN,Conta Corrente/DV do Favorecido Inválido
831,a0V6g0000062ouZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
832,a0V6g0000062ov1EAA,AC,Tipo de Serviço Inválido
833,a0V6g0000062ovcEAA,AN,Conta Corrente/DV do Favorecido Inválido
834,a0V6g0000062ow6EAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
835,a0V6g0000062p2bEAA,AN,Conta Corrente/DV do Favorecido Inválido
836,a0V6g0000062p3aEAA,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
837,a0V6g0000062p6SEAQ,AG,Agência/Conta Corrente/DV Inválido
838,a0V6g0000062qYBEAY,AL,Código do Banco Favorecido ou Depositário Inválido
839,a0V6g0000062qYnEAI,AG,Agência/Conta Corrente/DV Inválido
840,a0V6g0000062QyzEAE,02,Crédito ou Débito Cancelado pelo Pagador/Credor
841,a0V6g0000062Qz0EAE,02,Crédito ou Débito Cancelado pelo Pagador/Credor
842,a0V6g0000062Qz1EAE,02,Crédito ou Débito Cancelado pelo Pagador/Credor
843,a0V6g0000062Qz2EAE,02,Crédito ou Débito Cancelado pelo Pagador/Credor
844,a0V6g0000062qzBEAQ,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
845,a0V6g0000062qzOEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
846,a0V6g0000062r02EAA,AN,Conta Corrente/DV do Favorecido Inválido
847,a0V6g0000062r1xEAA,AN,Conta Corrente/DV do Favorecido Inválido
848,a0V6g0000062r2tEAA,AC,Tipo de Serviço Inválido
849,a0V6g0000062r4CEAQ,AN,Conta Corrente/DV do Favorecido Inválido
850,a0V6g0000062r4EEAQ,AN,Conta Corrente/DV do Favorecido Inválido
851,a0V6g0000062r4mEAA,AN,Conta Corrente/DV do Favorecido Inválido
852,a0V6g0000062r4nEAA,AN,Conta Corrente/DV do Favorecido Inválido
853,a0V6g0000062r4oEAA,AN,Conta Corrente/DV do Favorecido Inválido
854,a0V6g0000062r6CEAQ,AG,Agência/Conta Corrente/DV Inválido
855,a0V6g0000062r6DEAQ,AG,Agência/Conta Corrente/DV Inválido
856,a0V6g0000062r6EEAQ,AG,Agência/Conta Corrente/DV Inválido
857,a0V6g0000062r6FEAQ,AG,Agência/Conta Corrente/DV Inválido
858,a0V6g0000062ra8EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
859,a0V6g0000062tgTEAQ,AN,Conta Corrente/DV do Favorecido Inválido
860,a0V6g0000062tinEAA,AG,Agência/Conta Corrente/DV Inválido
861,a0V6g0000062tirEAA,AC,Tipo de Serviço Inválido
862,a0V6g0000062tjeEAA,AG,Agência/Conta Corrente/DV Inválido
863,a0V6g0000062tJeEAI,AC,Tipo de Serviço Inválido
864,a0V6g0000062tjfEAA,AG,Agência/Conta Corrente/DV Inválido
865,a0V6g0000062tjgEAA,AG,Agência/Conta Corrente/DV Inválido
866,a0V6g0000062tjhEAA,AG,Agência/Conta Corrente/DV Inválido
867,a0V6g0000062tkkEAA,AG,Agência/Conta Corrente/DV Inválido
868,a0V6g0000062tklEAA,AG,Agência/Conta Corrente/DV Inválido
869,a0V6g0000062tkmEAA,AG,Agência/Conta Corrente/DV Inválido
870,a0V6g0000062tknEAA,AG,Agência/Conta Corrente/DV Inválido
871,a0V6g0000062tkWEAQ,AN,Conta Corrente/DV do Favorecido Inválido
872,a0V6g0000062tkXEAQ,AN,Conta Corrente/DV do Favorecido Inválido
873,a0V6g0000062tl6EAA,AG,Agência/Conta Corrente/DV Inválido
874,a0V6g0000062tl7EAA,AG,Agência/Conta Corrente/DV Inválido
875,a0V6g0000062tLbEAI,AN,Conta Corrente/DV do Favorecido Inválido
876,a0V6g0000062tLcEAI,AN,Conta Corrente/DV do Favorecido Inválido
877,a0V6g0000062TmqEAE,AN,Conta Corrente/DV do Favorecido Inválido
878,a0V6g0000062TmWEAU,AT,Tipo/Número de Inscrição do Favorecido Inválido
879,a0V6g0000062TmXEAU,AT,Tipo/Número de Inscrição do Favorecido Inválido
880,a0V6g0000062TmZEAU,AG,Agência/Conta Corrente/DV Inválido
881,a0V6g0000062Tn4EAE,AG,Agência/Conta Corrente/DV Inválido
882,a0V6g0000062Tn5EAE,AC,Tipo de Serviço Inválido
883,a0V6g0000062Tn6EAE,AC,Tipo de Serviço Inválido
884,a0V6g0000062Tn7EAE,AC,Tipo de Serviço Inválido
885,a0V6g0000062TnKEAU,AN,Conta Corrente/DV do Favorecido Inválido
886,a0V6g0000062TnLEAU,AN,Conta Corrente/DV do Favorecido Inválido
887,a0V6g0000062TnMEAU,AN,Conta Corrente/DV do Favorecido Inválido
888,a0V6g0000062tObEAI,AN,Conta Corrente/DV do Favorecido Inválido
889,a0V6g0000062tp1EAA,AN,Conta Corrente/DV do Favorecido Inválido
890,a0V6g0000062uyrEAA,AN,Conta Corrente/DV do Favorecido Inválido
891,a0V6g0000062uysEAA,AN,Conta Corrente/DV do Favorecido Inválido
892,a0V6g0000062uytEAA,AN,Conta Corrente/DV do Favorecido Inválido
893,a0V6g0000062uZREAY,AT,Tipo/Número de Inscrição do Favorecido Inválido
894,a0V6g0000062UzUEAU,02,Crédito ou Débito Cancelado pelo Pagador/Credor
895,a0V6g0000062v0pEAA,AC,Tipo de Serviço Inválido
896,a0V6g0000062v0vEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
897,a0V6g0000062wfxEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
898,a0V6g0000062wfyEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
899,a0V6g0000062wgAEAQ,AC,Tipo de Serviço Inválido
900,a0V6g0000062wgBEAQ,AC,Tipo de Serviço Inválido
901,a0V6g0000062wgCEAQ,AC,Tipo de Serviço Inválido
902,a0V6g0000062wGvEAI,AC,Tipo de Serviço Inválido
903,a0V6g0000062wGwEAI,AC,Tipo de Serviço Inválido
904,a0V6g0000062wGWEAY,AN,Conta Corrente/DV do Favorecido Inválido
905,a0V6g0000062wGxEAI,AC,Tipo de Serviço Inválido
906,a0V6g0000062wHnEAI,AG,Agência/Conta Corrente/DV Inválido
907,a0V6g0000062whoEAA,AG,Agência/Conta Corrente/DV Inválido
908,a0V6g0000062whpEAA,AG,Agência/Conta Corrente/DV Inválido
909,a0V6g0000062whqEAA,AG,Agência/Conta Corrente/DV Inválido
910,a0V6g0000062whrEAA,AG,Agência/Conta Corrente/DV Inválido
911,a0V6g0000062xmwEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
912,a0V6g0000062xNlEAI,AG,Agência/Conta Corrente/DV Inválido
913,a0V6g0000062xNmEAI,AG,Agência/Conta Corrente/DV Inválido
914,a0V6g0000062XnrEAE,AN,Conta Corrente/DV do Favorecido Inválido
915,a0V6g0000062xPuEAI,AN,Conta Corrente/DV do Favorecido Inválido
916,a0V6g0000062xPvEAI,AN,Conta Corrente/DV do Favorecido Inválido
917,a0V6g0000062xPwEAI,AN,Conta Corrente/DV do Favorecido Inválido
918,a0V6g0000062xRgEAI,AG,Agência/Conta Corrente/DV Inválido
919,a0V6g0000062xRhEAI,AG,Agência/Conta Corrente/DV Inválido
920,a0V6g0000062xRiEAI,AG,Agência/Conta Corrente/DV Inválido
921,a0V6g0000062yQEEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
922,a0V6g0000062yqFEAQ,AG,Agência/Conta Corrente/DV Inválido
923,a0V6g0000062yQFEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
924,a0V6g0000062yQGEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
925,a0V6g0000062yQHEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
926,a0V6g0000062YrIEAU,02,Crédito ou Débito Cancelado pelo Pagador/Credor
927,a0V6g0000062yRIEAY,AG,Agência/Conta Corrente/DV Inválido
928,a0V6g0000062YrJEAU,02,Crédito ou Débito Cancelado pelo Pagador/Credor
929,a0V6g0000062yRJEAY,AG,Agência/Conta Corrente/DV Inválido
930,a0V6g0000062ys9EAA,AC,Tipo de Serviço Inválido
931,a0V6g0000062ysAEAQ,AG,Agência/Conta Corrente/DV Inválido
932,a0V6g0000062ySuEAI,AG,Agência/Conta Corrente/DV Inválido
933,a0V6g0000062YtPEAU,02,Crédito ou Débito Cancelado pelo Pagador/Credor
934,a0V6g0000062yugEAA,AG,Agência/Conta Corrente/DV Inválido
935,a0V6g0000062yUlEAI,AG,Agência/Conta Corrente/DV Inválido
936,a0V6g0000063enAEAQ,AN,Conta Corrente/DV do Favorecido Inválido
937,a0V6g0000063enBEAQ,AN,Conta Corrente/DV do Favorecido Inválido
938,a0V6g0000063enCEAQ,AN,Conta Corrente/DV do Favorecido Inválido
939,a0V6g0000063enDEAQ,AN,Conta Corrente/DV do Favorecido Inválido
940,a0V6g0000063ik4EAA,AN,Conta Corrente/DV do Favorecido Inválido
941,a0V6g0000063ik5EAA,AN,Conta Corrente/DV do Favorecido Inválido
942,a0V6g0000063ik6EAA,AN,Conta Corrente/DV do Favorecido Inválido
943,a0V6g0000063ik7EAA,AN,Conta Corrente/DV do Favorecido Inválido
944,a0V6g0000063ikcEAA,AN,Conta Corrente/DV do Favorecido Inválido
945,a0V6g0000063ikdEAA,AG,Agência/Conta Corrente/DV Inválido
946,a0V6g0000063ikeEAA,AG,Agência/Conta Corrente/DV Inválido
947,a0V6g0000063ikfEAA,AG,Agência/Conta Corrente/DV Inválido
948,a0V6g0000063ikLEAQ,AN,Conta Corrente/DV do Favorecido Inválido
949,a0V6g0000063ikMEAQ,AN,Conta Corrente/DV do Favorecido Inválido
950,a0V6g000007O86tEAC,AC,Tipo de Serviço Inválido
951,a0V6g000007O86uEAC,AC,Tipo de Serviço Inválido
952,a0V6g000007O86vEAC,AC,Tipo de Serviço Inválido
953,a0V6g000007O86wEAC,AC,Tipo de Serviço Inválido
954,a0V6g000006conmEAA,AG,Agência/Conta Corrente/DV Inválido
955,a0V6g000006connEAA,AG,Agência/Conta Corrente/DV Inválido
956,a0V6g000006conoEAA,AG,Agência/Conta Corrente/DV Inválido
957,a0V6g000006conpEAA,AG,Agência/Conta Corrente/DV Inválido
958,a0V6g000006conVEAQ,AN,Conta Corrente/DV do Favorecido Inválido
959,a0V6g000006conWEAQ,AN,Conta Corrente/DV do Favorecido Inválido
960,a0V6g000006conXEAQ,AN,Conta Corrente/DV do Favorecido Inválido
961,a0V6g000006conYEAQ,AN,Conta Corrente/DV do Favorecido Inválido
962,a0V6g000006ctpDEAQ,AN,Conta Corrente/DV do Favorecido Inválido
963,a0V6g000006ctpEEAQ,AN,Conta Corrente/DV do Favorecido Inválido
964,a0V6g000006ctpFEAQ,AN,Conta Corrente/DV do Favorecido Inválido
965,a0V6g000006ctpGEAQ,AN,Conta Corrente/DV do Favorecido Inválido
966,a0V6g000006ctpUEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
967,a0V6g000006cwuDEAQ,AN,Conta Corrente/DV do Favorecido Inválido
968,a0V6g000006cwuEEAQ,AN,Conta Corrente/DV do Favorecido Inválido
969,a0V6g000006cwuFEAQ,AN,Conta Corrente/DV do Favorecido Inválido
970,a0V6g0000062GR3EAM,AN,Conta Corrente/DV do Favorecido Inválido
971,a0V6g0000062GR4EAM,AN,Conta Corrente/DV do Favorecido Inválido
972,a0V6g0000062GR5EAM,AN,Conta Corrente/DV do Favorecido Inválido
973,a0V6g0000062GR6EAM,AN,Conta Corrente/DV do Favorecido Inválido
974,a0V6g0000062GR7EAM,AN,Conta Corrente/DV do Favorecido Inválido
975,a0V6g0000062GRbEAM,AC,Tipo de Serviço Inválido
976,a0V6g0000062gRIEAY,AN,Conta Corrente/DV do Favorecido Inválido
977,a0V6g0000062GRLEA2,AC,Tipo de Serviço Inválido
978,a0V6g0000062GRMEA2,AG,Agência/Conta Corrente/DV Inválido
979,a0V6g0000062GRNEA2,AN,Conta Corrente/DV do Favorecido Inválido
980,a0V6g0000062lZWEAY,02,Crédito ou Débito Cancelado pelo Pagador/Credor
981,a0V6g0000062m2aEAA,AL,Código do Banco Favorecido ou Depositário Inválido
982,a0V6g0000062m2XEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
983,a0V6g0000062M3bEAE,AN,Conta Corrente/DV do Favorecido Inválido
984,a0V6g0000062M3cEAE,AN,Conta Corrente/DV do Favorecido Inválido
985,a0V6g0000062M3dEAE,AN,Conta Corrente/DV do Favorecido Inválido
986,a0V6g0000062M3eEAE,AN,Conta Corrente/DV do Favorecido Inválido
987,a0V6g0000062M3KEAU,AN,Conta Corrente/DV do Favorecido Inválido
988,a0V6g0000062M3NEAU,AN,Conta Corrente/DV do Favorecido Inválido
989,a0V6g0000062M3rEAE,AN,Conta Corrente/DV do Favorecido Inválido
990,a0V6g0000062M3sEAE,AN,Conta Corrente/DV do Favorecido Inválido
991,a0V6g0000062M3tEAE,AN,Conta Corrente/DV do Favorecido Inválido
992,a0V6g0000062M3uEAE,AN,Conta Corrente/DV do Favorecido Inválido
993,a0V6g0000062M48EAE,AC,Tipo de Serviço Inválido
994,a0V6g0000062M4AEAU,AN,Conta Corrente/DV do Favorecido Inválido
995,a0V6g0000062m6vEAA,AN,Conta Corrente/DV do Favorecido Inválido
996,a0V6g0000062m6wEAA,AN,Conta Corrente/DV do Favorecido Inválido
997,a0V6g0000062m8VEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
998,a0V6g0000062omaEAA,AL,Código do Banco Favorecido ou Depositário Inválido
999,a0V6g0000062ombEAA,AL,Código do Banco Favorecido ou Depositário Inválido
1000,a0V6g0000062omcEAA,AL,Código do Banco Favorecido ou Depositário Inválido
1001,a0V6g0000062omZEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1002,a0V6g0000062on4EAA,AN,Conta Corrente/DV do Favorecido Inválido
1003,a0V6g0000062oP5EAI,AG,Agência/Conta Corrente/DV Inválido
1004,a0V6g0000062ophEAA,AG,Agência/Conta Corrente/DV Inválido
1005,a0V6g000006cyfaEAA,AN,Conta Corrente/DV do Favorecido Inválido
1006,a0V6g000006cyfbEAA,AN,Conta Corrente/DV do Favorecido Inválido
1007,a0V6g000006cyfcEAA,AN,Conta Corrente/DV do Favorecido Inválido
1008,a0V6g000006cyfdEAA,AN,Conta Corrente/DV do Favorecido Inválido
1009,a0V6g000006cyfrEAA,AN,Conta Corrente/DV do Favorecido Inválido
1010,a0V6g000006cyfsEAA,AN,Conta Corrente/DV do Favorecido Inválido
1011,a0V6g000006cyftEAA,AN,Conta Corrente/DV do Favorecido Inválido
1012,a0V6g000006cyfuEAA,AN,Conta Corrente/DV do Favorecido Inválido
1013,a0V6g000006cyg7EAA,AN,Conta Corrente/DV do Favorecido Inválido
1014,a0V6g000006cyg8EAA,AN,Conta Corrente/DV do Favorecido Inválido
1015,a0V6g000006cyg9EAA,AN,Conta Corrente/DV do Favorecido Inválido
1016,a0V6g000006cygAEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1017,a0V6g000007NpvBEAS,AN,Conta Corrente/DV do Favorecido Inválido
1018,a0V6g000007NpvCEAS,AN,Conta Corrente/DV do Favorecido Inválido
1019,a0V6g000007NpvDEAS,AN,Conta Corrente/DV do Favorecido Inválido
1020,a0V6g000007NpvEEAS,AN,Conta Corrente/DV do Favorecido Inválido
1021,a0V6g000007NpvFEAS,AN,Conta Corrente/DV do Favorecido Inválido
1022,a0V6g000007NpvjEAC,AN,Conta Corrente/DV do Favorecido Inválido
1023,a0V6g000007NpvkEAC,AN,Conta Corrente/DV do Favorecido Inválido
1024,a0V6g000007NpvlEAC,AN,Conta Corrente/DV do Favorecido Inválido
1025,a0V6g000007NpvmEAC,AN,Conta Corrente/DV do Favorecido Inválido
1026,a0V6g000007NpvSEAS,AC,Tipo de Serviço Inválido
1027,a0V6g000007NpvTEAS,AN,Conta Corrente/DV do Favorecido Inválido
1028,a0V6g000007NpvUEAS,AN,Conta Corrente/DV do Favorecido Inválido
1029,a0V6g000007NpvVEAS,AN,Conta Corrente/DV do Favorecido Inválido
1030,a0V6g000007Npw0EAC,AN,Conta Corrente/DV do Favorecido Inválido
1031,a0V6g000007Npw1EAC,AN,Conta Corrente/DV do Favorecido Inválido
1032,a0V6g000007Npw2EAC,AN,Conta Corrente/DV do Favorecido Inválido
1033,a0V6g000007Npw3EAC,AN,Conta Corrente/DV do Favorecido Inválido
1034,a0V6g000007Nr4CEAS,AN,Conta Corrente/DV do Favorecido Inválido
1035,a0V6g000007Nr4DEAS,AN,Conta Corrente/DV do Favorecido Inválido
