_CustomObjectKey,automationinstancestatus,automationName,activityName,activityType,activityinstancestatus
1258,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1259,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1260,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1261,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1262,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1263,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1264,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1265,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1266,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1267,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1268,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1269,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1270,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1271,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1272,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1273,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1274,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1275,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1276,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1277,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1278,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1279,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1280,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1281,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1282,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1283,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1284,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1285,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1286,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1287,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1288,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1289,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1290,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1291,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1292,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1293,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1294,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1295,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1296,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1297,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1298,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1299,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1300,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1301,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1302,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1303,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1304,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1305,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1306,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1307,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1308,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1309,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1310,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1311,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1312,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1313,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1314,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1315,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1316,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1317,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1318,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1319,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1320,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1321,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1322,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1323,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1324,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1325,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1326,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1327,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1328,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1329,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1330,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1331,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1332,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1333,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1334,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1335,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1336,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1337,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1338,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1339,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1340,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1341,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1342,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1343,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1344,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1345,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1346,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1347,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1348,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1349,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1350,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1351,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1352,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1353,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1354,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1355,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1356,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1357,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1358,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1359,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1360,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1361,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1362,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1363,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1364,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1365,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1366,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1367,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1368,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1369,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1370,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1371,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1372,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1373,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1374,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1375,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1376,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1377,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1378,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1379,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1380,Stopped,3.Prospect_TMKT_Integracao_e_Extracao,Transfer_Base_Prospect_Offline_Telefones_ComOTC_TMKT,53,Initialized
1381,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1382,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1383,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1384,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1385,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1386,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1387,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1388,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1389,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1390,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1391,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1392,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1393,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1394,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1395,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1396,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1397,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1398,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1399,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1400,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1401,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1402,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub3,Extracao_Prospect_NeoBpo_Online_Pub3,73,Initialized
1403,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1404,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1405,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1406,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1407,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1408,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1409,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1410,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1411,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1412,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1413,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1414,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1415,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1416,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1417,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1418,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1419,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1420,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1421,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1422,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1423,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1424,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1425,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1426,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1427,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1428,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1429,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1430,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1431,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1432,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1433,Stopped,1. At_Campanha_Sorteio_Periodico_PU,Qr01_Sorteio_Periodico_PU,300,Complete
1434,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1435,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1436,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1437,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1438,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1439,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1440,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1441,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1442,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1443,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1444,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1445,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1446,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1447,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1448,Skipped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1449,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1450,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1451,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
1452,Stopped,2. At_Campanha_Prospect_Com_OTC_Online_Retorno_NeoBpo_Pub1,Src_Prospect_Neobpo_Online_Pub1_CleanDes,423,Initialized
