_CustomObjectKey,id,Data_Pagamento_Resgate
1074,a0o6g00000Dg7fcAAB,2019-04-05
1075,a0o6g00000Dg7fdAAB,2021-04-05
1076,a0o6g00000Dg7feAAB,2019-04-04
1077,a0o6g00000Dg7ffAAB,2019-04-04
1078,a0o6g00000Dg7fgAAB,2019-04-04
1079,a0o6g00000Dg7fhAAB,2019-04-05
1080,a0o6g00000Dg7fiAAB,2019-04-05
1081,a0o6g00000Dg7fjAAB,2019-04-05
1082,a0o6g00000Dg7fkAAB,2019-04-04
1083,a0o6g00000Dg7flAAB,2019-04-04
1084,a0o6g00000Dg7fmAAB,2019-04-05
1085,a0o6g00000Dg7fnAAB,2019-04-05
1086,a0o6g00000Dg7foAAB,2019-04-05
1087,a0o6g00000Dg7fpAAB,2019-04-05
1088,a0o6g00000Dg7fqAAB,2019-04-05
1089,a0o6g00000Dg7frAAB,2019-04-05
1090,a0o6g00000Dg7fsAAB,2019-04-04
1091,a0o6g00000Dg7ftAAB,2019-04-04
1092,a0o6g00000Dg7fuAAB,2019-04-04
1093,a0o6g00000Dg7fvAAB,2020-04-06
1094,a0o6g00000Dg7fwAAB,2020-04-05
1095,a0o6g00000Dg7fxAAB,2019-04-05
1096,a0o6g00000Dg7fyAAB,2019-04-05
1097,a0o6g00000Dg7fzAAB,2019-04-04
1098,a0o6g00000Dg7g0AAB,2021-04-05
1099,a0o6g00000Dg7g1AAB,2019-04-05
1100,a0o6g00000Dg7g2AAB,2019-04-05
1101,a0o6g00000Dg7g3AAB,2019-04-05
1102,a0o6g00000Dg7g4AAB,2019-04-05
1103,a0o6g00000Dg7g5AAB,2019-04-04
1104,a0o6g00000Dg7g6AAB,2019-04-04
1105,a0o6g00000Dg7g7AAB,2019-04-05
1106,a0o6g00000Dg7g8AAB,2019-04-04
1107,a0o6g00000Dg7g9AAB,2019-07-31
1108,a0o6g00000Dg7gAAAR,2019-07-31
1109,a0o6g00000Dg7gCAAR,2021-02-23
1110,a0o6g00000Dg7gDAAR,2019-02-22
1111,a0o6g00000Dg7gEAAR,2019-02-22
1112,a0o6g00000Dg7gFAAR,2020-02-23
1113,a0o6g00000Dg7gGAAR,2019-02-23
1114,a0o6g00000Dg7gHAAR,2019-02-20
1115,a0o6g00000Dg7gIAAR,2019-02-20
1116,a0o6g00000Dg7gJAAR,2020-02-22
1117,a0o6g00000Dg7gKAAR,2019-02-22
1118,a0o6g00000Dg7gLAAR,2019-02-20
1119,a0o6g00000Dg7gMAAR,2021-02-23
1120,a0o6g00000Dg7gNAAR,2020-05-16
1121,a0o6g00000Dg7gOAAR,2019-05-16
1122,a0o6g00000Dg7gPAAR,2019-05-16
1123,a0o6g00000Dg7gaAAB,2019-05-16
1124,a0o6g00000Dg7gbAAB,2019-05-16
1125,a0o6g00000Dg7gcAAB,2020-05-13
1126,a0o6g00000Dg7gdAAB,2019-05-16
1127,a0o6g00000Dg7geAAB,2019-05-16
1128,a0o6g00000Dg7gfAAB,2020-05-13
1129,a0o6g00000Dg7ggAAB,2020-08-25
1130,a0o6g00000Dg7ghAAB,2021-03-25
1131,a0o6g00000Dg7giAAB,2021-03-26
1132,a0o6g00000Dg7gjAAB,2021-03-20
1133,a0o6g00000Dg7gkAAB,2020-09-18
1134,a0o6g00000Dg7glAAB,2020-04-20
1135,a0o6g00000Dg7gmAAB,2021-03-26
1136,a0o6g00000Dg7gnAAB,2021-03-26
1137,a0o6g00000Dg7goAAB,2021-03-26
1138,a0o6g00000Dg7gqAAB,2021-03-25
1139,a0o6g00000Dg7grAAB,2019-10-25
1140,a0o6g00000Dg7gsAAB,2021-02-26
1141,a0o6g00000Dg7gtAAB,2020-11-25
1142,a0o6g00000Dg7guAAB,2021-03-26
1143,a0o6g00000Dg7gyAAB,2020-11-22
1144,a0o6g00000Dg7gzAAB,2020-08-14
1145,a0o6g00000Dg7h0AAB,2021-02-22
1146,a0o6g00000Dg7h1AAB,2020-11-21
1147,a0o6g00000Dg7h2AAB,2020-11-22
1148,a0o6g00000Dg7gQAAR,2019-05-16
1149,a0o6g00000Dg7gRAAR,2019-05-16
1150,a0o6g00000Dg7gSAAR,2020-05-13
1151,a0o6g00000Dg7gTAAR,2019-05-14
1152,a0o6g00000Dg7gUAAR,2019-05-15
1153,a0o6g00000Dg7gVAAR,2019-05-16
1154,a0o6g00000Dg7gWAAR,2019-05-16
1155,a0o6g00000Dg7gXAAR,2019-05-16
1156,a0o6g00000Dg7gYAAR,2019-05-16
1157,a0o6g00000Dg7gZAAR,2019-05-16
1158,a0o6g00000Dg7h3AAB,2020-11-21
1159,a0o6g00000Dg7h4AAB,2020-11-22
1160,a0o6g00000Dg7h5AAB,2020-11-22
1161,a0o6g00000Dg7hCAAR,2020-12-18
1162,a0o6g00000Dg7hDAAR,2020-12-18
1163,a0o6g00000Dg7hEAAR,2020-12-18
1164,a0o6g00000Dg7hdAAB,2020-07-24
1165,a0o6g00000Dg7heAAB,2020-07-24
1166,a0o6g00000Dg7hfAAB,2020-07-24
1167,a0o6g00000Dg7hgAAB,2020-07-24
1168,a0o6g00000Dg7hhAAB,2020-07-24
1169,a0o6g00000Dg7hiAAB,2020-07-24
1170,a0o6g00000Dg7hjAAB,2020-02-24
1171,a0o6g00000Dg7hlAAB,2020-07-24
1172,a0o6g00000Dg7hvAAB,2021-03-20
1173,a0o6g00000Dg7hwAAB,2020-07-24
1174,a0o6g00000Dg7hxAAB,2020-07-24
1175,a0o6g00000Dg7hyAAB,2020-07-24
1176,a0o6g00000Dg7hzAAB,2020-07-24
1177,a0o6g00000Dg7i0AAB,2020-07-24
1178,a0o6g00000Dg7i1AAB,2020-07-24
1179,a0o6g00000Dg7i2AAB,2021-01-24
1180,a0o6g00000Dg7i3AAB,2021-01-24
1181,a0o6g00000Dg7i4AAB,2021-01-24
1182,a0o6g00000Dg7i5AAB,2021-01-22
1183,a0o6g00000Dg7haAAB,2020-10-16
1184,a0o6g00000Dg7hbAAB,2020-12-23
1185,a0o6g00000Dg7hcAAB,2020-07-25
1186,a0o6g00000Dg7hYAAR,2020-10-27
1187,a0o6g00000Dg7hZAAR,2020-08-16
1188,a0o6g00000Dg7i6AAB,2021-01-24
1189,a0o6g00000Dg7i7AAB,2021-01-22
1190,a0o6g00000Dg7i8AAB,2021-01-22
1191,a0o6g00000Dg7i9AAB,2021-01-22
1192,a0o6g00000Dg7iAAAR,2021-01-23
1193,a0o6g00000Dg7iBAAR,2021-01-22
1194,a0o6g00000Dg7iCAAR,2020-09-17
1195,a0o6g00000Dg7iDAAR,2021-01-17
1196,a0o6g00000Dg7iEAAR,2021-01-16
1197,a0o6g00000Dg7iFAAR,2021-01-16
1198,a0o6g00000Dg7iGAAR,2021-01-17
1199,a0o6g00000Dg7iHAAR,2021-01-15
1200,a0o6g00000Dg7iIAAR,2021-03-15
1201,a0o6g00000Dg7iJAAR,2020-07-17
1202,a0o6g00000Dg7iKAAR,2021-03-01
1203,a0o6g00000Dg7iLAAR,2020-09-03
1204,a0o6g00000Dg7iMAAR,2019-09-01
1205,a0o6g00000Dg7iNAAR,2020-02-03
1206,a0o6g00000Dg7iOAAR,2019-11-02
1207,a0o6g00000Dg7iPAAR,2020-01-03
1208,a0o6g00000Dg7iRAAR,2020-09-06
1209,a0o6g00000Dg7iSAAR,2020-09-06
1210,a0o6g00000Dg7idAAB,2020-02-10
1211,a0o6g00000Dg7ieAAB,2020-06-13
1212,a0o6g00000Dg7ifAAB,2020-06-12
1213,a0o6g00000Dg7iiAAB,2019-08-10
1214,a0o6g00000Dg7ikAAB,2019-06-11
1215,a0o6g000005b6yxAAA,2019-01-07
1216,a0o6g00000Dg7iaAAB,2019-12-02
1217,a0o6g00000Dg7ibAAB,2019-09-01
1218,a0o6g00000Dg7icAAB,2020-06-12
1219,a0o6g00000Dg7jaAAB,2019-04-25
1220,a0o6g00000Dg7jbAAB,2019-04-25
1221,a0o6g00000Dg7jcAAB,2019-04-25
1222,a0o6g00000Dg7kpAAB,2019-01-15
1223,a0o6g00000Dg7kqAAB,2019-01-15
1224,a0o6g00000Dg7krAAB,2020-03-15
1225,a0o6g00000Dg7ksAAB,2019-06-26
1226,a0o6g00000Dg7ktAAB,2019-06-26
1227,a0o6g00000Dg7kwAAB,2020-09-29
1228,a0o6g00000Dg7kxAAB,2019-06-27
1229,a0o6g00000Dg7kyAAB,2019-06-26
1230,a0o6g00000Dg7kzAAB,2019-06-26
1231,a0o6g00000Dg7l0AAB,2020-02-27
1232,a0o6g00000Dg7l1AAB,2019-08-27
1233,a0o6g00000Dg7l2AAB,2019-09-27
1234,a0o6g00000Dg7l3AAB,2020-09-27
1235,a0o6g00000Dg7o8AAB,2019-05-21
1236,a0o6g00000Dg7o9AAB,2020-06-28
1237,a0o6g00000Dg7oAAAR,2019-06-26
1238,a0o6g00000Dg7oBAAR,2020-06-28
1239,a0o6g00000Dg7oCAAR,2019-06-27
1240,a0o6g00000Dg7oDAAR,2019-06-26
1241,a0o6g00000Dg7oEAAR,2020-06-28
1242,a0o6g00000Dg7itAAB,2019-06-13
1243,a0o6g00000Dg7iwAAB,2019-07-10
1244,a0o6g00000Dg7iyAAB,2020-02-12
1245,a0o6g00000Dg7izAAB,2019-06-10
1246,a0o6g00000Dg7j0AAB,2020-06-13
1247,a0o6g00000Dg7j1AAB,2019-06-10
1248,a0o6g00000Dg7j2AAB,2020-06-11
1249,a0o6g00000Dg7j3AAB,2020-05-11
1250,a0o6g00000Dg7j4AAB,2020-06-11
1251,a0o6g00000Dg7j5AAB,2019-05-16
1252,a0o6g00000Dg7j7AAB,2019-05-16
1253,a0o6g00000Dg7iTAAR,2020-04-03
1254,a0o6g00000Dg7iWAAR,2020-09-06
1255,a0o6g00000Dg7j8AAB,2019-05-16
1256,a0o6g00000Dg7j9AAB,2019-05-16
1257,a0o6g00000Dg7jAAAR,2019-05-16
1258,a0o6g00000Dg7jBAAR,2019-10-15
1259,a0o6g00000Dg7jCAAR,2020-05-13
1260,a0o6g00000Dg7jGAAR,2019-03-15
1261,a0o6g00000Dg7jHAAR,2019-05-14
1262,a0o6g00000Dg7jIAAR,2020-10-15
1263,a0o6g00000Dg7jJAAR,2019-05-15
1264,a0o6g00000Dg7jKAAR,2019-02-15
1265,a0o6g00000Dg7jNAAR,2019-05-16
1266,a0o6g00000Dg7jOAAR,2019-05-16
1267,a0o6g00000Dg7jPAAR,2019-05-15
1268,a0o6g00000Dg7jQAAR,2019-05-15
1269,a0o6g00000Dg7jRAAR,2019-05-16
1270,a0o6g00000Dg7jSAAR,2019-05-16
1271,a0o6g00000Dg7jTAAR,2019-05-16
1272,a0o6g000005b7lMAAQ,2018-10-07
1273,a0o6g00000Dg7jdAAB,2019-04-27
1274,a0o6g00000Dg7jeAAB,2019-04-25
1275,a0o6g00000Dg7jfAAB,2019-06-01
1276,a0o6g00000Dg7jiAAB,2019-04-25
1277,a0o6g00000Dg7jjAAB,2019-04-27
1278,a0o6g00000Dg7jkAAB,2019-04-25
1279,a0o6g00000Dg7jlAAB,2019-04-05
1280,a0o6g00000Dg7jmAAB,2019-05-17
1281,a0o6g00000Dg7jnAAB,2021-04-06
1282,a0o6g00000Dg7joAAB,2019-04-05
1283,a0o6g00000Dg7jpAAB,2019-04-05
1284,a0o6g00000Dg7jqAAB,2020-04-05
1285,a0o6g00000Dg7jrAAB,2019-04-05
1286,a0o6g00000Dg7jsAAB,2019-04-04
1287,a0o6g00000Dg7jtAAB,2021-04-05
1288,a0o6g00000Dg7juAAB,2019-04-04
1289,a0o6g00000Dg7jvAAB,2019-04-04
1290,a0o6g00000Dg7jwAAB,2019-04-04
1291,a0o6g00000Dg7jzAAB,2019-05-10
1292,a0o6g00000Dg7jWAAR,2019-11-10
1293,a0o6g00000Dg7jXAAR,2019-11-10
1294,a0o6g00000Dg7kbAAB,2020-05-10
1295,a0o6g00000Dg7keAAB,2018-12-10
1296,a0o6g00000Dg7kgAAB,2018-12-10
1297,a0o6g00000Dg7kiAAB,2019-04-10
1298,a0o6g00000Dg7kjAAB,2019-04-10
1299,a0o6g00000Dg7kkAAB,2019-10-11
1300,a0o6g00000Dg7klAAB,2018-09-10
1301,a0o6g00000Dg7kmAAB,2021-01-11
1302,a0o6g00000Dg7knAAB,2020-03-15
1303,a0o6g00000Dg7koAAB,2019-01-16
1304,a0o6g00000Dg7k2AAB,2019-04-10
1305,a0o6g00000Dg7k3AAB,2019-01-11
1306,a0o6g00000Dg7k4AAB,2019-01-11
1307,a0o6g00000Dg7k5AAB,2019-01-11
1308,a0o6g00000Dg7k6AAB,2019-05-11
1309,a0o6g00000Dg7k7AAB,2020-01-11
1310,a0o6g00000Dg7k8AAB,2018-10-10
1311,a0o6g00000Dg7k9AAB,2018-10-10
1312,a0o6g00000Dg7kIAAR,2021-01-10
1313,a0o6g00000Dg7kJAAR,2020-01-10
1314,a0o6g00000Dg7kKAAR,2019-01-10
1315,a0o6g00000Dg7kLAAR,2020-01-10
1316,a0o6g00000Dg7kMAAR,2018-11-10
1317,a0o6g00000Dg7kNAAR,2019-01-10
1318,a0o6g00000Dg7kOAAR,2019-01-10
1319,a0o6g00000Dg7kXAAR,2019-05-10
1320,a0o6g00000Dg7kYAAR,2021-01-11
1321,a0o6g00000Dg7kZAAR,2021-01-10
1322,a0o6g00000Dg7l4AAB,2020-03-27
1323,a0o6g00000Dg7l5AAB,2019-09-29
1324,a0o6g00000Dg7l8AAB,2019-09-28
1325,a0o6g00000Dg7l9AAB,2019-06-27
1326,a0o6g00000Dg7lAAAR,2019-06-27
1327,a0o6g00000Dg7lCAAR,2019-06-28
1328,a0o6g00000Dg7lDAAR,2020-06-30
1329,a0o6g00000Dg7lEAAR,2019-06-28
1330,a0o6g00000Dg7lFAAR,2019-06-28
1331,a0o6g00000Dg7lGAAR,2019-06-28
1332,a0o6g00000Dg7lHAAR,2019-06-28
1333,a0o6g00000Dg7lIAAR,2019-06-28
1334,a0o6g00000Dg7lJAAR,2019-06-28
1335,a0o6g00000Dg7lKAAR,2019-06-27
1336,a0o6g00000Dg7lLAAR,2019-06-28
1337,a0o6g00000Dg7lMAAR,2019-06-28
1338,a0o6g00000Dg7lNAAR,2019-06-28
1339,a0o6g00000Dg7lOAAR,2019-06-28
1340,a0o6g00000Dg7lPAAR,2021-04-04
1341,a0o6g00000Dg7lQAAR,2021-04-05
1342,a0o6g00000Dg7lRAAR,2019-04-06
1343,a0o6g00000Dg7lSAAR,2021-04-05
1344,a0o6g00000Dg7lTAAR,2021-04-06
1345,a0o6g00000Dg7lUAAR,2021-04-05
1346,a0o6g00000Dg7lVAAR,2019-04-05
1347,a0o6g00000Dg7n7AAB,2019-04-04
1348,a0o6g00000Dg7n8AAB,2019-04-04
1349,a0o6g00000Dg7n9AAB,2019-04-04
1350,a0o6g00000Dg7nAAAR,2019-04-04
1351,a0o6g00000Dg7nBAAR,2019-04-04
1352,a0o6g00000Dg7nCAAR,2019-04-04
1353,a0o6g00000Dg7nDAAR,2019-04-05
1354,a0o6g00000Dg7nEAAR,2019-04-04
1355,a0o6g00000Dg7nFAAR,2019-04-04
1356,a0o6g00000Dg7nGAAR,2019-04-25
1357,a0o6g00000Dg7nHAAR,2019-04-25
1358,a0o6g00000Dg7nIAAR,2019-04-25
1359,a0o6g00000Dg7nJAAR,2019-04-25
1360,a0o6g00000Dg7nKAAR,2019-04-25
1361,a0o6g00000Dg7nLAAR,2019-04-25
1362,a0o6g00000Dg7nMAAR,2019-04-25
1363,a0o6g00000Dg7nNAAR,2019-04-25
1364,a0o6g00000Dg7nOAAR,2019-04-25
1365,a0o6g00000Dg7nPAAR,2019-04-27
1366,a0o6g00000Dg7nQAAR,2021-05-02
1367,a0o6g00000Dg7nRAAR,2019-04-27
1368,a0o6g00000Dg7nSAAR,2020-05-02
1369,a0o6g00000Dg7nTAAR,2019-04-25
1370,a0o6g00000Dg7nUAAR,2019-04-25
1371,a0o6g00000Dg7nVAAR,2019-04-25
1372,a0o6g00000Dg7nWAAR,2019-04-25
1373,a0o6g00000Dg7nXAAR,2019-04-25
1374,a0o6g00000Dg7nYAAR,2019-04-25
1375,a0o6g00000Dg7nZAAR,2019-04-25
1376,a0o6g00000Dg7naAAB,2019-04-27
1377,a0o6g00000Dg7nbAAB,2019-04-27
1378,a0o6g00000Dg7ncAAB,2019-04-25
1379,a0o6g00000Dg7ndAAB,2019-04-27
1380,a0o6g00000Dg7neAAB,2019-04-25
1381,a0o6g00000Dg7nfAAB,2019-04-26
1382,a0o6g00000Dg7ngAAB,2019-04-25
1383,a0o6g00000Dg7nhAAB,2019-04-27
1384,a0o6g00000Dg7niAAB,2019-04-26
1385,a0o6g00000Dg7njAAB,2019-04-25
1386,a0o6g00000Dg7nkAAB,2019-04-27
1387,a0o6g00000Dg7nlAAB,2019-04-27
1388,a0o6g00000Dg7nmAAB,2019-04-25
1389,a0o6g00000Dg7nnAAB,2019-04-26
1390,a0o6g00000Dg7noAAB,2019-04-26
1391,a0o6g00000Dg7npAAB,2019-04-26
1392,a0o6g00000Dg7nqAAB,2019-04-26
1393,a0o6g00000Dg7nrAAB,2019-04-25
1394,a0o6g00000Dg7nsAAB,2019-04-27
1395,a0o6g00000Dg7ntAAB,2019-04-25
1396,a0o6g00000Dg7nuAAB,2019-04-01
1397,a0o6g00000Dg7nvAAB,2019-05-01
1398,a0o6g00000Dg7nwAAB,2019-05-03
1399,a0o6g00000Dg7nyAAB,2019-05-02
1400,a0o6g00000Dg7o0AAB,2019-05-22
1401,a0o6g00000Dg7o1AAB,2019-05-22
1402,a0o6g00000Dg7o2AAB,2020-05-18
1403,a0o6g000005b9msAAA,2018-11-10
1404,a0o6g00000Dg7oFAAR,2019-06-27
1405,a0o6g00000Dg7oGAAR,2019-03-09
1406,a0o6g00000Dg7oHAAR,2019-03-09
1407,a0o6g00000Dg7oIAAR,2019-03-09
1408,a0o6g00000Dg7oJAAR,2019-03-09
1409,a0o6g00000Dg7oKAAR,2019-03-09
1410,a0o6g00000Dg7oLAAR,2019-03-09
1411,a0o6g00000Dg7oMAAR,2019-03-09
1412,a0o6g00000Dg7oNAAR,2019-03-09
1413,a0o6g00000Dg7oOAAR,2019-03-09
1414,a0o6g00000Dg7oPAAR,2019-03-09
1415,a0o6g00000Dg7oQAAR,2019-03-09
1416,a0o6g00000Dg7oRAAR,2019-03-09
1417,a0o6g00000Dg7oSAAR,2019-03-09
1418,a0o6g00000Dg7oTAAR,2019-03-09
1419,a0o6g00000Dg7oUAAR,2019-03-09
1420,a0o6g00000Dg7oVAAR,2019-03-09
1421,a0o6g00000Dg7oWAAR,2019-03-09
1422,a0o6g00000Dg7oXAAR,2019-03-09
1423,a0o6g00000Dg7oYAAR,2019-03-09
1424,a0o6g00000Dg7oZAAR,2020-04-24
1425,a0o6g00000Dg7odAAB,2020-04-26
1426,a0o6g00000Dg7oeAAB,2020-04-26
1427,a0o6g00000Dg7ofAAB,2019-06-15
1428,a0o6g00000Dg7ogAAB,2019-06-15
1429,a0o6g00000Dg7ohAAB,2019-06-15
1430,a0o6g00000Dg7oiAAB,2019-06-15
1431,a0o6g00000Dg7okAAB,2021-02-17
1432,a0o6g00000Dg7olAAB,2020-02-17
1433,a0o6g00000Dg7omAAB,2019-02-14
1434,a0o6g00000Dg7onAAB,2019-02-15
1435,a0o6g00000Dg7ooAAB,2021-02-17
1436,a0o6g00000Dg7opAAB,2019-02-15
1437,a0o6g00000Dg7oqAAB,2019-02-15
1438,a0o6g00000Dg7orAAB,2019-02-15
1439,a0o6g00000Dg7osAAB,2019-02-15
1440,a0o6g00000Dg7otAAB,2019-02-15
1441,a0o6g00000Dg7ouAAB,2019-10-15
1442,a0o6g000005b9nkAAA,2018-10-16
1443,a0o6g000005b9oEAAQ,2018-10-20
1444,a0o6g00000Dg7ovAAB,2019-02-15
1445,a0o6g00000Dg7oxAAB,2019-03-15
1446,a0o6g00000Dg7oyAAB,2019-02-15
1447,a0o6g00000Dg7ozAAB,2019-02-14
1448,a0o6g00000Dg7p0AAB,2019-02-14
1449,a0o6g00000Dg7p1AAB,2021-02-17
1450,a0o6g00000Dg7p2AAB,2019-02-15
1451,a0o6g00000Dg7p3AAB,2019-02-14
1452,a0o6g00000Dg7p4AAB,2019-02-14
1453,a0o6g00000Dg7p5AAB,2019-02-15
1454,a0o6g00000Dg7p6AAB,2019-02-14
1455,a0o6g00000Dg7p7AAB,2019-02-14
1456,a0o6g00000Dg7pAAAR,2020-11-26
1457,a0o6g00000Dg7pCAAR,2019-11-24
1458,a0o6g00000Dg7pDAAR,2018-11-26
1459,a0o6g00000Dg7pEAAR,2020-11-26
1460,a0o6g00000Dg7pFAAR,2020-11-24
1461,a0o6g00000Dg7pGAAR,2020-11-24
1462,a0o6g00000Dg7pHAAR,2020-11-24
1463,a0o6g00000Dg7pIAAR,2019-03-15
1464,a0o6g00000Dg7paAAB,2020-12-06
1465,a0o6g00000Dg7pbAAB,2018-12-07
1466,a0o6g00000Dg7pcAAB,2018-12-07
1467,a0o6g00000Dg7pdAAB,2018-12-07
1468,a0o6g00000Dg7peAAB,2018-12-08
1469,a0o6g00000Dg7pfAAB,2019-01-06
1470,a0o6g00000Dg7ppAAB,2021-03-28
1471,a0o6g00000Dg7pqAAB,2019-03-28
1472,a0o6g00000Dg7prAAB,2019-03-28
1473,a0o6g00000Dg7psAAB,2019-03-28
1474,a0o6g00000Dg7ptAAB,2019-03-28
1475,a0o6g00000Dg7puAAB,2019-03-28
1476,a0o6g00000Dg7pvAAB,2019-01-04
1477,a0o6g00000Dg7pwAAB,2019-09-03
1478,a0o6g00000Dg7pyAAB,2020-09-06
1479,a0o6g00000Dg7pzAAB,2019-03-28
1480,a0o6g00000Dg7q0AAB,2019-04-04
1481,a0o6g00000Dg7q1AAB,2019-04-04
1482,a0o6g00000Dg7q2AAB,2019-03-26
1483,a0o6g00000Dg7q3AAB,2019-03-28
1484,a0o6g00000Dg7q4AAB,2019-03-29
1485,a0o6g00000Dg7q5AAB,2019-03-29
1486,a0o6g00000Dg7q6AAB,2019-04-04
1487,a0o6g00000Dg7q7AAB,2019-04-04
1488,a0o6g00000Dg7pWAAR,2018-12-08
1489,a0o6g00000Dg7pXAAR,2018-12-08
1490,a0o6g00000Dg7pYAAR,2020-12-06
1491,a0o6g00000Dg7pZAAR,2020-12-09
1492,a0o6g00000Dg7q8AAB,2019-04-04
1493,a0o6g00000Dg7q9AAB,2019-04-04
1494,a0o6g00000Dg7qAAAR,2019-04-04
1495,a0o6g00000Dg7qBAAR,2019-04-03
1496,a0o6g00000Dg7qDAAR,2018-09-01
1497,a0o6g00000Dg7qHAAR,2019-09-05
1498,a0o6g00000Dg7qKAAR,2019-06-15
1499,a0o6g00000Dg7qLAAR,2019-03-26
1500,a0o6g00000Dg7qMAAR,2019-03-26
1501,a0o6g00000Dg7qNAAR,2019-04-04
1502,a0o6g00000Dg7qOAAR,2019-03-28
1503,a0o6g00000Dg7qPAAR,2019-03-29
1504,a0o6g00000Dg7qQAAR,2019-03-27
1505,a0o6g00000Dg7qRAAR,2019-03-26
1506,a0o6g00000Dg7qSAAR,2019-03-29
1507,a0o6g00000Dg7qTAAR,2019-03-28
1508,a0o6g00000Dg7qUAAR,2019-03-28
1509,a0o6g00000Dg7qVAAR,2019-04-04
1510,a0o6g00000Dg7qWAAR,2019-03-28
1511,a0o6g00000Dg7qXAAR,2021-04-04
1512,a0o6g00000Dg7qYAAR,2019-04-04
1513,a0o6g00000DffwoAAB,2018-11-27
1514,a0o6g00000DffwpAAB,2018-11-27
1515,a0o6g00000DffwqAAB,2018-11-27
1516,a0o6g00000DffwrAAB,2018-11-27
1517,a0o6g00000DffwsAAB,2018-11-27
1518,a0o6g00000DffyWAAR,2018-12-01
1519,a0o6g00000DffyXAAR,2018-12-01
1520,a0o6g00000DffyYAAR,2019-12-01
1521,a0o6g00000DffyaAAB,2018-12-01
1522,a0o6g00000DffycAAB,2018-12-01
1523,a0o6g00000DffyxAAB,2018-12-01
1524,a0o6g00000DffyzAAB,2019-12-01
1525,a0o6g00000Dffz0AAB,2018-12-01
1526,a0o6g00000Dffz1AAB,2019-12-01
1527,a0o6g00000Dffz2AAB,2019-11-27
1528,a0o6g00000Dffz3AAB,2018-11-27
1529,a0o6g000005fuUEAAY,2020-06-01
1530,a0o6g000005fukHAAQ,2020-11-28
1531,a0o6g000005fukIAAQ,2020-11-30
1532,a0o6g000005fukKAAQ,2019-06-20
1533,a0o6g000005fukRAAQ,2021-02-22
1534,a0o6g000005fukTAAQ,2019-01-10
1535,a0o6g000005fuksAAA,2023-07-10
1536,a0o6g000005fulNAAQ,2019-07-22
1537,a0o6g000005fulXAAQ,2020-09-13
1538,a0o6g000005fulcAAA,2019-08-09
1539,a0o6g000005fuunAAA,2019-12-26
1540,a0o6g000005fuuyAAA,2019-12-03
1541,a0o6g000005fuv2AAA,2019-09-08
1542,a0o6g000005fuvKAAQ,2019-09-19
1543,a0o6g000005fuvOAAQ,2019-09-02
1544,a0o6g000005fv9BAAQ,2021-10-17
1545,a0o6g000005fv9DAAQ,2019-12-09
1546,a0o6g000005fv9FAAQ,2020-01-18
1547,a0o6g000005fv9oAAA,2020-08-28
1548,a0o6g000005fv9xAAA,2019-12-21
1549,a0o6g000005fv9zAAA,2020-08-21
1550,a0o6g000005fvA7AAI,2021-04-13
1551,a0o6g000005fvABAAY,2018-11-15
1552,a0o6g000005fvALAAY,2020-01-20
1553,a0o6g000005fvAYAAY,2020-05-12
1554,a0o6g000005fvQwAAI,2020-08-22
1555,a0o6g000005fvQxAAI,2020-08-10
1556,a0o6g000005fvR2AAI,2019-09-04
1557,a0o6g000005fvRAAAY,2019-09-04
1558,a0o6g000005fvRBAAY,2019-09-04
1559,a0o6g000005fvREAAY,2019-09-04
1560,a0o6g000005fvROAAY,2018-09-15
1561,a0o6g000005fvRTAAY,2019-09-04
1562,a0o6g000005fvRdAAI,2020-09-20
1563,a0o6g000005fvReAAI,2019-09-14
1564,a0o6g000005fvRfAAI,2019-08-31
1565,a0o6g000005fvRgAAI,2019-08-31
1566,a0o6g000005fvRhAAI,2018-09-28
1567,a0o6g000005fvRrAAI,2019-07-31
1568,a0o6g000005fvRsAAI,2019-08-31
1569,a0o6g000005fvRtAAI,2019-07-10
1570,a0o6g000005fvS8AAI,2019-07-31
1571,a0o6g000005fveSAAQ,2019-11-24
1572,a0o6g000005fvesAAA,2019-10-10
1573,a0o6g000005fveyAAA,2020-11-17
1574,a0o6g000005fvf1AAA,2020-02-20
1575,a0o6g000005fvsIAAQ,2020-09-28
1576,a0o6g000005fvsYAAQ,2019-08-08
1577,a0o6g000005fvt5AAA,2020-12-02
1578,a0o6g000005fvtGAAQ,2020-05-02
1579,a0o6g000005fvtHAAQ,2020-08-02
1580,a0o6g000005fvtUAAQ,2019-11-25
1581,a0o6g000005fw7oAAA,2019-05-31
1582,a0o6g000005fw8DAAQ,2019-05-16
1583,a0o6g000005fw8FAAQ,2020-06-01
1584,a0o6g00000DgwA3AAJ,2023-06-24
1585,a0o6g00000DgwA4AAJ,2023-06-24
1586,a0o6g00000DgzHiAAJ,2023-06-25
1587,a0o6g00000DUseqAAD,2019-09-09
1588,a0o6g00000DUserAAD,2019-09-09
1589,a0o6g00000DUsesAAD,2019-09-10
1590,a0o6g00000DUsetAAD,2018-10-10
1591,a0o6g00000DUseuAAD,2019-09-10
1592,a0o6g00000DUsevAAD,2019-09-10
1593,a0o6g00000DUsewAAD,2019-09-09
1594,a0o6g000005bAAzAAM,2019-01-19
1595,a0o6g00000Dg7qdAAB,2021-04-03
1596,a0o6g00000Dg7qeAAB,2019-06-27
1597,a0o6g00000Dg7qfAAB,2019-06-27
1598,a0o6g00000Dg7qgAAB,2019-06-27
